EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.93,56.8,1.2,MIN,L,@SF,-2.5,DET,-3.0,SD,-3.0,@DEN,6.0,BYE,,KC,-2.0,@DET,3.0,@CHI,-3.0,STL,-3.5,@OAK,-3.5,GB,3.0,@ATL,2.5,SEA,3.5,@ARI,3.5,CHI,-6.5,NYG,-3.5,@GB,7.0,0.30365112161659
0.92,57.8,4.4,CIN,W,@OAK,-3.0,SD,-3.5,@BAL,3.5,KC,-3.0,SEA,2.0,@BUF,1.5,BYE,,@PIT,3.0,CLE,-8.0,HOU,-3.5,@ARI,3.0,STL,-5.5,@CLE,-4.0,PIT,-3.0,@SF,-2.0,@DEN,4.0,BAL,-1.5,0.39254313253342
0.89,57.8,8.4,CAR,W,@JAX,-3.0,HOU,-3.5,NO,-1.5,@TB,-1.0,BYE,,@SEA,9.5,PHI,3.5,IND,4.0,GB,4.5,@TEN,-2.5,WAS,-6.5,@DAL,7.0,@NO,3.5,ATL,-1.0,@NYG,3.0,@ATL,3.5,TB,-4.5,0.22022588652476
0.89,54.4,1.4,ARI,W,NO,-2.0,@CHI,-2.0,SF,-6.0,STL,-6.0,@DET,2.0,@PIT,3.0,BAL,-1.5,@CLE,-4.0,BYE,,@SEA,5.0,CIN,-3.0,@SF,-2.5,@STL,-2.0,MIN,-3.5,@PHI,4.0,GB,1.5,SEA,1.5,0.32542456612686
0.84,49.5,0.1,BUF,W,IND,1.0,NE,0.0,@MIA,3.5,NYG,-3.5,@TEN,-4.0,CIN,-1.5,@JAX,-5.0,BYE,,MIA,-1.0,@NYJ,-1.5,@NE,7.0,@KC,3.0,HOU,-3.0,@PHI,5.0,@WAS,-4.0,DAL,1.0,NYJ,-5.0,0.33421413200916
0.82,50.0,0.4,KC,W,@HOU,-1.0,DEN,-3.0,@GB,6.0,@CIN,3.0,CHI,-6.5,@MIN,2.0,PIT,-2.5,DET,-3.0,BYE,,@DEN,4.0,@SD,1.0,BUF,-3.0,@OAK,-4.0,SD,-3.5,@BAL,3.5,CLE,-7.5,OAK,-8.0,0.48388721335682
0.82,50.0,0.6,HOU,L,KC,1.0,@CAR,3.5,TB,-6.5,@ATL,3.0,IND,3.0,@JAX,-4.0,@MIA,4.0,TEN,-7.5,BYE,,@CIN,3.5,NYJ,-4.0,NO,-3.0,@BUF,3.0,NE,3.5,@IND,7.0,@TEN,-3.5,JAX,-8.0,0.45577373152955
0.81,50.5,2.9,IND,L,@BUF,-1.0,NYJ,-7.0,@TEN,-7.0,JAX,-13.5,@HOU,-3.0,NE,-2.5,NO,-7.0,@CAR,-4.0,DEN,-3.0,BYE,,@ATL,-3.0,TB,-11.0,@PIT,-1.5,@JAX,-8.0,HOU,-7.0,@MIA,-0.5,TEN,-11.5,1.0
0.76,45.6,0.1,NO,L,@ARI,2.0,TB,-10.0,@CAR,1.5,DAL,2.5,@PHI,6.5,ATL,-3.0,@IND,7.0,NYG,-3.0,TEN,-7.0,@WAS,-3.5,BYE,,@HOU,3.0,CAR,-3.5,@TB,-3.0,DET,-2.0,JAX,-8.0,@ATL,3.0,0.47752275518932
0.76,42.2,0.2,JAX,L,CAR,3.0,MIA,6.0,@NE,13.5,@IND,13.5,@TB,4.0,HOU,4.0,BUF,5.0,BYE,,@NYJ,6.5,@BAL,11.0,TEN,-2.0,SD,4.0,@TEN,3.0,IND,8.0,ATL,4.0,@NO,8.0,@HOU,8.0,0.016177221475613
0.73,42.2,0.2,OAK,L,CIN,3.0,BAL,6.0,@CLE,3.0,@CHI,3.5,DEN,6.5,BYE,,@SD,6.5,NYJ,-0.5,@PIT,7.5,MIN,3.5,@DET,7.5,@TEN,1.5,KC,4.0,@DEN,10.0,GB,7.0,SD,3.0,@KC,8.0,0.0023361458582407
0.72,43.2,0.4,SF,W,MIN,2.5,@PIT,5.0,@ARI,6.0,GB,4.0,@NYG,3.0,BAL,3.0,SEA,4.5,@STL,3.0,ATL,-1.0,BYE,,@SEA,9.5,ARI,2.5,@CHI,1.0,@CLE,-1.5,CIN,2.0,@DET,4.0,STL,-3.0,0.043763141631872
0.7,41.4,0.2,TEN,W,@TB,3.0,@CLE,-1.0,IND,7.0,BYE,,BUF,4.0,MIA,6.0,ATL,3.5,@HOU,7.5,@NO,7.0,CAR,2.5,@JAX,2.0,OAK,-1.5,JAX,-3.0,@NYJ,5.0,@NE,13.5,HOU,3.5,@IND,11.5,0.050886420773809
0.68,34.7,0.1,WAS,L,MIA,4.0,STL,3.5,@NYG,7.0,PHI,7.0,@ATL,7.0,@NYJ,5.0,TB,-2.0,BYE,,@NE,13.5,NO,3.5,@CAR,6.5,NYG,3.0,DAL,6.5,@CHI,3.5,BUF,4.0,@PHI,11.0,@DAL,10.0,0.016911638571086
0.67,37.7,0.2,CLE,L,@NYJ,3.5,TEN,1.0,OAK,-3.0,@SD,6.5,@BAL,9.5,DEN,6.5,@STL,4.5,ARI,4.0,@CIN,8.0,@PIT,8.0,BYE,,BAL,6.0,CIN,4.0,SF,1.5,@SEA,12.0,@KC,7.5,PIT,4.0,0.024054501638285
0.65,37.7,0.0,STL,W,SEA,3.5,@WAS,-3.5,PIT,2.0,@ARI,6.0,@GB,9.5,BYE,,CLE,-4.5,SF,-3.0,@MIN,3.5,CHI,-3.5,@BAL,6.5,@CIN,5.5,ARI,2.0,DET,1.5,TB,-4.5,@SEA,9.5,@SF,3.0,0.23291018943518
0.64,29.9,0.0,CHI,L,GB,6.0,ARI,2.0,@SEA,10.5,OAK,-3.5,@KC,6.5,@DET,6.5,BYE,,MIN,3.0,@SD,5.5,@STL,3.5,DEN,6.0,@GB,10.0,SF,-1.0,WAS,-3.5,@MIN,6.5,@TB,1.5,DET,3.0,0.091955132747469
0.63,38.0,0.1,DET,L,@SD,3.5,@MIN,3.0,DEN,1.0,@SEA,6.5,ARI,-2.0,CHI,-6.5,MIN,-3.0,@KC,3.0,BYE,,@GB,6.5,OAK,-7.5,PHI,1.5,GB,3.0,@STL,-1.5,@NO,2.0,SF,-4.0,@CHI,-3.0,0.31087074663315
0.62,37.4,0.1,ATL,W,PHI,3.5,@NYG,2.0,@DAL,5.0,HOU,-3.0,WAS,-7.0,@NO,3.0,@TEN,-3.5,TB,-7.0,@SF,1.0,BYE,,IND,3.0,MIN,-2.5,@TB,-3.0,@CAR,1.0,@JAX,-4.0,CAR,-3.5,NO,-3.0,0.42983662615425
0.58,33.3,0.0,BAL,L,@DEN,4.5,@OAK,-6.0,CIN,-3.5,@PIT,1.5,CLE,-9.5,@SF,-3.0,@ARI,1.5,SD,-6.0,BYE,,JAX,-11.0,STL,-6.5,@CLE,-6.0,@MIA,2.0,SEA,0.5,KC,-3.5,PIT,-3.5,@CIN,1.5,0.6758436649105
0.5,26.7,0.1,NYG,L,@DAL,7.0,ATL,-2.0,WAS,-7.0,@BUF,3.5,SF,-3.0,@PHI,7.0,DAL,3.0,@NO,3.0,@TB,-2.5,NE,4.0,BYE,,@WAS,-3.0,NYJ,-3.5,@MIA,5.5,CAR,-3.0,@MIN,3.5,PHI,3.0,0.27417376344327
0.45,24.1,0.1,PIT,L,@NE,7.5,SF,-5.0,@STL,-2.0,BAL,-1.5,@SD,1.0,ARI,-3.0,@KC,2.5,CIN,-3.0,OAK,-7.5,CLE,-8.0,BYE,,@SEA,6.5,IND,1.5,@CIN,3.0,DEN,-0.5,@BAL,3.5,@CLE,-4.0,0.38246897797857
