EV,W_pct,P_pct,Team,Team_Result,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.17,86.1,18.7,LAR,W,JAX,-14.0,@ARI,3.0,SEA,-7.0,@MIN,-1.0,@BAL,3.0,SF,-3.5,0.27724145677821
1.1,79.8,8.3,TB,W,@ATL,-11.0,BUF,-3.5,NO,-9.5,@CAR,-6.0,@NYJ,-14.5,CAR,-9.5,1.0
1.09,77.9,5.5,IND,W,@HOU,-10.0,BYE,,NE,-0.5,@ARI,4.0,LV,-5.5,@JAX,-6.5,0.31520162838989
1.06,77.5,10.7,KC,W,DEN,-8.5,LV,-9.5,@LAC,-2.0,PIT,-9.5,@CIN,-3.0,@DEN,-3.5,0.61968123345319
1.06,76.3,6.9,ARI,W,@CHI,-7.5,LAR,-3.0,@DET,-9.5,IND,-4.0,@DAL,2.5,SEA,-6.5,0.58091752417618
1.01,71.3,1.6,DAL,W,@NO,-6.5,@WAS,-4.0,@NYG,-6.0,WAS,-7.5,ARI,-2.5,@PHI,-2.5,0.52716690019232
0.97,71.2,9.4,MIA,W,NYG,-6.5,BYE,,NYJ,-8.0,@NO,3.0,@TEN,4.0,NE,3.0,0.20567174776009
0.93,72.2,21.2,MIN,L,@DET,-7.0,PIT,-3.5,@CHI,-3.0,LAR,1.0,@GB,5.0,CHI,-7.0,0.33660409892649
0.93,65.3,0.9,BAL,L,@PIT,-4.0,@CLE,2.5,GB,-3.0,@CIN,-1.0,LAR,-3.0,PIT,-7.0,0.30643642608679
0.89,65.6,8.5,PHI,W,@NYJ,-5.0,BYE,,WAS,-4.0,NYG,-6.0,@WAS,1.5,DAL,2.5,0.24707369417372
0.84,58.8,0.4,BUF,L,NE,-3.0,@TB,3.5,CAR,-9.5,@NE,1.0,ATL,-12.5,NYJ,-17.0,0.80968405836338
0.82,57.2,0.6,CIN,L,LAC,-2.5,SF,-1.0,@DEN,1.5,BAL,1.0,KC,3.0,@CLE,3.0,0.0099162490830921
0.81,56.8,0.3,SF,L,@SEA,-3.0,@CIN,1.0,ATL,-9.5,@TEN,0.5,HOU,-14.0,@LAR,3.5,0.50920739707579
0.76,54.8,4.3,LV,L,WAS,-1.0,@KC,9.5,@CLE,5.5,DEN,-1.5,@IND,5.5,LAC,2.0,0.020749264092429
0.67,45.2,0.2,WAS,W,@LV,1.0,DAL,4.0,@PHI,4.0,@DAL,7.5,PHI,-1.5,@NYG,0.5,0.020606822177745
0.61,43.2,0.4,SEA,W,SF,3.0,@HOU,-7.5,@LAR,7.0,CHI,-5.5,DET,-9.5,@ARI,6.5,0.55988675843886
0.61,42.8,0.9,LAC,W,@CIN,2.5,NYG,-10.5,KC,2.0,@HOU,-9.0,DEN,-4.0,@LV,-2.0,0.59453628578382
0.59,41.2,0.1,NE,W,@BUF,3.0,BYE,,@IND,0.5,BUF,-1.0,JAX,-13.5,@MIA,-3.0,0.36895129602126
0.53,34.4,0.1,NYJ,L,PHI,5.0,NO,5.0,@MIA,8.0,JAX,-3.0,TB,14.5,@BUF,17.0,0.057395950338087
0.5,34.7,0.0,PIT,W,BAL,4.0,@MIN,3.5,TEN,-1.0,@KC,9.5,CLE,1.0,@BAL,7.0,0.011992442244934
0.5,27.8,0.2,DET,W,MIN,7.0,@DEN,8.0,ARI,9.5,@ATL,6.0,@SEA,9.5,GB,9.5,0.0
0.45,28.8,0.3,NYG,L,@MIA,6.5,@LAC,10.5,DAL,6.0,@PHI,6.0,@CHI,3.0,WAS,-0.5,0.0064899228520037
0.41,28.7,0.4,NO,L,DAL,6.5,@NYJ,-5.0,@TB,9.5,MIA,-3.0,CAR,-3.0,@ATL,-1.0,0.27319407141603
0.37,23.7,0.1,CHI,L,ARI,7.5,@GB,13.0,MIN,3.0,@SEA,5.5,NYG,-3.0,@MIN,7.0,0.057206417989317
0.36,22.5,0.0,DEN,L,@KC,8.5,DET,-8.0,CIN,-1.5,@LV,1.5,@LAC,4.0,KC,3.5,0.21997771719442
0.34,22.1,0.0,HOU,L,IND,10.0,SEA,7.5,@JAX,3.0,LAC,9.0,@SF,14.0,TEN,6.5,0.0
0.32,20.2,0.1,ATL,L,TB,11.0,@CAR,3.0,@SF,9.5,DET,-6.0,@BUF,12.5,NO,1.0,0.14908806604711
0.26,13.9,0.0,JAX,L,@LAR,14.0,@TEN,8.5,HOU,-3.0,@NYJ,3.0,@NE,13.5,IND,6.5,0.072889320140059
,,0.0,CAR,,BYE,,ATL,-3.0,@BUF,9.5,TB,6.0,@NO,3.0,@TB,9.5,0.066406325904237
,,0.0,CLE,,BYE,,BAL,-2.5,LV,-5.5,@GB,4.0,@PIT,-1.0,CIN,-3.0,0.25940901793438
,,0.0,GB,,BYE,,CHI,-13.0,@BAL,3.0,CLE,-4.0,MIN,-5.0,@DET,-9.5,0.74947112186424
,,0.0,TEN,,BYE,,JAX,-8.5,@PIT,1.0,SF,-0.5,MIA,-4.0,@HOU,-6.5,0.50480943342114
