EV,W_pct,P_pct,Team,Team_Result,16,16_spread,17,17_spread,Future_Val
1.2,83.3,7.5,TB,W,@DET,-12.5,ATL,-6.5,0.56576591874922
1.16,81.3,8.3,KC,W,ATL,-11.0,LAC,4.0,0.0
1.12,77.6,4.6,BAL,W,NYG,-10.0,@CIN,-13.0,0.91796152904708
1.1,74.8,0.8,BUF,W,@NE,-7.0,MIA,-4.5,0.41330219188453
1.06,72.9,3.0,NO,W,MIN,-6.5,@CAR,-7.0,0.57013440703913
1.04,71.4,3.2,ARI,L,SF,-6.0,@LAR,3.5,0.0
1.03,74.0,10.7,HOU,L,CIN,-7.5,TEN,7.5,0.0
0.96,77.9,36.4,CHI,W,@JAX,-8.5,GB,5.5,0.0
0.96,72.5,19.8,CLE,L,@NYJ,-6.5,PIT,-10.0,0.76559210630642
0.89,60.8,0.6,PHI,L,@DAL,-3.0,WAS,1.5,0.0
0.89,60.7,0.1,GB,W,TEN,-3.0,@CHI,-5.5,0.45501484045064
0.82,55.6,0.1,MIA,W,@LV,-2.5,@BUF,4.5,0.0
0.79,53.4,0.1,SEA,W,LAR,-1.5,@SF,-6.0,0.50905808359174
0.78,53.1,0.6,LAC,W,DEN,-2.5,@KC,-4.0,0.35577573902931
0.76,51.3,0.9,CAR,W,@WAS,-1.0,NO,7.0,0.0
0.75,50.7,0.1,IND,L,@PIT,-1.0,JAX,-14.0,1.0
0.73,49.3,0.2,PIT,W,IND,1.0,@CLE,10.0,0.0
0.72,48.7,0.9,WAS,L,CAR,1.0,@PHI,-1.5,0.10798569347355
0.69,46.9,0.2,DEN,L,@LAC,2.5,LV,2.5,0.0
0.69,46.6,0.0,LAR,L,@SEA,1.5,ARI,-3.5,0.30488460479197
0.65,44.4,1.0,LV,L,MIA,2.5,@DEN,-2.5,0.14870414868593
0.58,39.3,0.0,TEN,L,@GB,3.0,@HOU,-7.5,0.64737740804661
0.58,39.2,0.2,DAL,W,PHI,3.0,@NYG,-3.0,0.20835431575056
0.52,27.5,0.1,NYJ,W,CLE,6.5,@NE,3.0,0.0
0.52,22.1,0.2,JAX,L,CHI,8.5,@IND,14.0,0.0
0.44,26.0,0.1,CIN,W,@HOU,7.5,BAL,13.0,0.0
0.44,28.6,0.1,SF,W,@ARI,6.0,SEA,6.0,0.0
0.42,27.1,0.1,MIN,L,@NO,6.5,@DET,-7.0,0.57648788710169
0.38,25.2,0.1,NE,L,BUF,7.0,NYJ,-3.0,0.30771781355348
0.35,22.4,0.0,NYG,L,@BAL,10.0,DAL,3.0,0.0
0.31,18.7,0.0,ATL,L,@KC,11.0,@TB,6.5,0.0
0.28,16.7,0.0,DET,L,TB,12.5,MIN,7.0,0.0
