EV,W_pct,P_pct,Team,Team_Result,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.38,90.2,13.2,DAL,W,HOU,-17.0,@JAX,-6.0,PHI,-2.0,@TEN,-3.0,@WAS,-4.0,0.39107353738944
1.18,78.2,9.0,BUF,W,NYJ,-10.0,MIA,-7.5,@CHI,-11.5,@CIN,-2.0,NE,-9.5,0.78958818464763
1.18,76.6,4.9,KC,W,@DEN,-8.5,@HOU,-14.0,SEA,-9.5,DEN,-12.0,@LV,-4.5,1.0
1.14,72.8,1.9,PHI,W,@NYG,-7.5,@CHI,-8.5,@DAL,2.0,NO,-9.5,NYG,-10.5,0.76769407016841
1.02,69.5,12.2,LV,L,@LAR,-6.0,NE,-1.0,@PIT,0.5,SF,-0.5,KC,4.5,0.005119743715677
1.0,64.1,0.8,SF,W,TB,-3.5,@SEA,-3.5,WAS,-5.0,@LV,0.5,ARI,-6.5,0.44289701372224
0.97,66.1,10.7,CIN,W,CLE,-4.5,@TB,-3.5,@NE,-2.0,BUF,2.0,BAL,-3.0,0.24080503507354
0.95,60.4,0.3,MIA,L,@LAC,-3.0,@BUF,7.5,GB,-3.5,@NE,0.5,NYJ,-6.0,0.27363763188762
0.89,55.9,0.5,DET,W,MIN,-2.5,@NYJ,1.0,@CAR,-1.0,CHI,-4.0,@GB,4.0,0.14297508188069
0.88,55.7,0.5,NE,W,@ARI,-2.0,@LV,1.0,CIN,2.0,MIA,-0.5,@BUF,9.5,0.0095552881805449
0.87,62.0,16.6,TEN,L,JAX,-3.0,@LAC,3.0,HOU,-10.5,DAL,3.0,@JAX,-2.5,0.32485458191565
0.86,63.5,21.9,SEA,L,CAR,-3.5,SF,3.5,@KC,9.5,NYJ,-3.5,LAR,-3.5,0.18901510267479
0.86,54.9,1.0,PIT,L,BAL,-1.5,@CAR,2.5,LV,-0.5,@BAL,7.0,CLE,1.0,0.0082157783707113
0.71,45.1,0.5,BAL,W,@PIT,1.5,@CLE,3.0,ATL,-9.5,PIT,-7.0,@CIN,3.0,0.44597555771061
0.71,36.5,0.6,CAR,W,@SEA,3.5,PIT,-2.5,DET,1.0,@TB,9.5,@NO,5.0,0.05390727267815
0.71,38.0,0.2,JAX,W,@TEN,3.0,DAL,6.0,@NYJ,3.5,@HOU,-3.0,TEN,2.5,0.085972931868728
0.69,44.3,1.4,ARI,L,NE,2.0,@DEN,2.5,TB,3.0,@ATL,-0.5,@SF,6.5,0.0093362103623872
0.69,44.1,1.9,MIN,L,@DET,2.5,IND,-4.5,NYG,-7.0,@GB,0.5,@CHI,-4.5,0.4782187359227
0.62,39.6,0.6,LAC,W,MIA,3.0,TEN,-3.0,@IND,1.5,LAR,-4.5,@DEN,0.5,0.21612202362093
0.6,33.9,0.1,CLE,L,@CIN,4.5,BAL,-3.0,NO,-4.0,@WAS,0.5,@PIT,-1.0,0.22038039660882
0.57,35.9,0.2,TB,L,@SF,3.5,CIN,3.5,@ARI,-3.0,CAR,-9.5,@ATL,-4.5,0.45068633843857
0.55,30.5,0.9,LAR,W,LV,6.0,@GB,7.5,DEN,-2.0,@LAC,4.5,@SEA,3.5,0.042459940059365
0.44,27.2,0.1,NYG,L,PHI,7.5,@WAS,4.5,@MIN,7.0,IND,-2.0,@PHI,10.5,0.037143381483427
0.39,23.4,0.0,DEN,L,KC,8.5,ARI,-2.5,@LAR,2.0,@KC,12.0,LAC,-0.5,0.055713513403288
0.39,21.8,0.0,NYJ,L,@BUF,10.0,DET,-1.0,JAX,-3.5,@SEA,3.5,@MIA,6.0,0.12215157452034
0.19,9.8,0.1,HOU,L,@DAL,17.0,KC,14.0,@TEN,10.5,JAX,3.0,@IND,8.0,0.0
,,0.0,ATL,,BYE,,@NO,4.0,@BAL,9.5,ARI,0.5,TB,4.5,0.0
,,0.0,CHI,,BYE,,PHI,8.5,BUF,11.5,@DET,4.0,MIN,4.5,0.0
,,0.0,GB,,BYE,,LAR,-7.5,@MIA,3.5,MIN,-0.5,DET,-4.0,0.34665177485642
,,0.0,IND,,BYE,,@MIN,4.5,LAC,-1.5,@NYG,2.0,HOU,-8.0,0.24793112189414
,,0.0,NO,,BYE,,ATL,-4.0,@CLE,4.0,@PHI,9.5,CAR,-5.0,0.28430990535827
,,0.0,WAS,,BYE,,NYG,-4.5,@SF,5.0,CLE,-0.5,DAL,4.0,0.14483651972558
