EV,W_pct,P_pct,Team,Team_Result,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.16,73.8,2.7,NE,L,SEA,-7.5,@SF,-13.0,@NYJ,-8.0,LAR,-12.0,BAL,-10.5,@DEN,-3.0,NYJ,-13.5,@MIA,-7.5,1.0
1.11,86.8,42.4,ARI,W,SF,-13.5,@MIN,0.0,@ATL,1.5,WAS,-5.0,@MIA,-3.5,NO,-4.5,@SEA,2.5,@LAR,-3.5,0.29127759541798
0.97,60.3,0.5,PIT,L,DAL,-3.0,@CLE,-7.5,@IND,-3.5,NYG,-4.5,@BUF,-2.5,@CIN,1.5,BAL,-6.5,CLE,-13.5,0.57412679407261
0.96,58.6,0.1,JAX,L,HOU,-2.5,@DET,6.5,@BUF,5.0,DEN,3.5,MIN,3.0,@HOU,4.0,TEN,-1.0,@IND,3.5,0.010058134695182
0.95,58.8,0.4,NO,L,DEN,-3.0,@CAR,3.5,LAR,-4.0,DET,-3.5,@TB,-2.5,@ARI,4.5,TB,-6.0,@ATL,4.0,0.25621963075848
0.94,65.3,9.3,SD,L,MIA,-4.5,BYE,,@HOU,3.0,TB,-4.5,@CAR,4.5,OAK,-0.5,@CLE,-3.5,KC,1.0,0.14586214504065
0.93,75.9,35.6,BAL,W,CLE,-7.5,@DAL,7.5,CIN,2.0,MIA,-3.0,@NE,10.5,PHI,-2.0,@PIT,6.5,@CIN,5.5,0.073788379701169
0.93,58.6,1.0,CAR,L,KC,-3.0,NO,-3.5,@OAK,1.0,@SEA,3.0,SD,-4.5,@WAS,-1.0,ATL,-3.0,@TB,-4.0,0.25832520146406
0.93,56.8,0.2,CHI,L,@TB,-3.0,@NYG,7.5,TEN,-1.5,SF,-6.0,@DET,3.5,GB,3.5,WAS,1.0,@MIN,6.0,0.10815945316004
0.92,58.6,1.7,GB,L,@TEN,-3.0,@WAS,2.5,@PHI,-1.0,HOU,-5.5,SEA,-3.0,@CHI,-3.5,MIN,-4.0,@DET,-3.0,0.30871431412567
0.91,56.8,0.5,WAS,W,MIN,-2.5,GB,-2.5,@DAL,4.5,@ARI,5.0,@PHI,3.0,CAR,1.0,@CHI,-1.0,NYG,-2.0,0.071156066071016
0.85,52.6,0.2,PHI,W,ATL,-1.0,@SEA,6.5,GB,1.0,@CIN,4.0,WAS,-3.0,@BAL,2.0,NYG,-2.0,DAL,1.0,0.062001832379146
0.85,52.2,0.1,LAR,W,@NYJ,-1.0,MIA,1.0,@NO,4.0,@NE,12.0,ATL,3.0,@SEA,7.0,SF,-6.5,ARI,3.5,0.10753938611197
0.84,51.7,0.1,CIN,L,@NYG,-1.0,BUF,-3.0,@BAL,-2.0,PHI,-4.0,@CLE,-7.0,PIT,-1.5,@HOU,-1.0,BAL,-5.5,0.38212917468731
0.77,48.3,0.7,NYG,W,CIN,1.0,CHI,-7.5,@CLE,-6.0,@PIT,4.5,DAL,0.5,DET,-3.5,@PHI,2.0,@WAS,2.0,0.28395218437728
0.76,47.8,0.7,NYJ,L,LAR,1.0,BYE,,NE,8.0,IND,-2.0,@SF,-3.0,MIA,-2.5,@NE,13.5,BUF,0.5,0.085525328891058
0.76,47.4,0.6,ATL,L,@PHI,1.0,BYE,,ARI,-1.5,KC,-3.0,@LAR,-3.0,SF,-10.0,@CAR,3.0,NO,-4.0,0.32110674209246
0.7,43.2,0.2,MIN,L,@WAS,2.5,ARI,0.0,@DET,-0.5,DAL,-1.0,@JAX,-3.0,IND,-4.0,@GB,4.0,CHI,-6.0,0.21615125263558
0.69,41.4,0.0,TEN,W,GB,3.0,@IND,3.0,@CHI,1.5,BYE,,DEN,3.0,@KC,5.5,@JAX,1.0,HOU,-2.0,0.025250803599124
0.69,43.2,1.0,TB,W,CHI,3.0,@KC,7.5,SEA,4.0,@SD,4.5,NO,2.5,@DAL,7.5,@NO,6.0,CAR,4.0,0.0
0.68,41.4,0.1,KC,W,@CAR,3.0,TB,-7.5,@DEN,3.0,@ATL,3.0,OAK,-3.5,TEN,-5.5,DEN,-3.0,@SD,-1.0,0.30805782026172
0.68,24.1,0.1,CLE,L,@BAL,7.5,PIT,7.5,NYG,6.0,BYE,,CIN,7.0,@BUF,8.0,SD,3.5,@PIT,13.5,0.0
0.67,34.7,0.0,MIA,W,@SD,4.5,@LAR,-1.0,SF,-6.5,@BAL,3.0,ARI,3.5,@NYJ,2.5,@BUF,3.5,NE,7.5,0.11578295535824
0.67,41.2,0.2,DEN,W,@NO,3.0,BYE,,KC,-3.0,@JAX,-3.5,@TEN,-3.0,NE,3.0,@KC,3.0,OAK,-3.5,0.18122265570082
