EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.86,60.8,1.2,ATL,L,TEN,-3.0,@HOU,5.0,@ARI,-4.0,LAR,3.0,SEA,-1.0,BYE,,@NO,4.0,@CAR,2.0,TB,-4.0,NO,-0.5,CAR,-3.0,@SF,4.0,JAX,-4.0,@TB,-1.0,0.17658970502487
0.81,56.9,0.3,DEN,L,JAX,-2.5,@LAC,6.0,TEN,2.5,KC,7.5,@IND,7.0,CLE,3.5,BYE,,@MIN,10.0,@BUF,7.0,LAC,4.0,@HOU,9.0,@KC,12.0,DET,2.0,OAK,-2.5,0.018161974184245
0.8,55.9,0.1,DAL,L,@NO,-2.5,GB,-3.5,@NYJ,-10.0,PHI,-4.0,BYE,,@NYG,-7.0,MIN,-3.5,@DET,-3.5,@NE,6.0,BUF,-6.5,@CHI,0.5,LAR,-3.0,@PHI,-0.5,WAS,-13.5,0.52989758545662
0.72,50.0,0.1,MIN,L,@CHI,1.0,@NYG,-5.5,PHI,-3.0,@DET,-3.0,WAS,-11.0,@KC,4.0,@DAL,3.5,DEN,-10.0,BYE,,@SEA,1.0,DET,-6.5,@LAC,1.0,GB,-2.5,CHI,-3.0,0.43064620532465
0.72,50.0,0.1,CHI,W,MIN,-1.0,OAK,-5.0,BYE,,NO,-3.0,LAC,-3.0,@PHI,3.0,DET,-6.5,@LAR,3.5,NYG,-9.5,@DET,-3.0,DAL,-0.5,@GB,3.0,KC,1.5,@MIN,3.0,0.28532970818449
0.63,44.1,0.0,NO,W,DAL,2.5,TB,-3.0,@JAX,-3.0,@CHI,3.0,ARI,-10.0,BYE,,ATL,-4.0,@TB,-3.5,CAR,-4.5,@ATL,0.5,SF,-3.0,IND,-3.5,@TEN,-1.5,@CAR,-1.5,0.37016846200432
0.62,43.1,0.1,JAX,W,@DEN,2.5,@CAR,3.5,NO,3.0,@CIN,-1.5,NYJ,-8.0,HOU,3.0,BYE,,@IND,5.0,@TEN,3.5,TB,-3.0,LAC,3.0,@OAK,-0.5,@ATL,4.0,IND,1.5,0.11792112030839
0.57,39.2,0.0,TEN,W,@ATL,3.0,BUF,-3.0,@DEN,-2.5,LAC,1.0,TB,-3.5,@CAR,3.0,KC,4.5,BYE,,JAX,-3.5,@IND,3.5,@OAK,-1.5,HOU,2.0,NO,1.5,@HOU,6.0,0.13030168853237
0.56,38.5,0.0,WAS,L,@NYG,3.5,NE,15.0,@MIA,-6.0,SF,6.5,@MIN,11.0,@BUF,9.5,BYE,,NYJ,-3.5,DET,3.5,@CAR,7.5,@GB,11.5,PHI,6.5,NYG,0.5,@DAL,13.5,0.097647692625097
0.54,37.5,0.0,CIN,L,@PIT,3.5,ARI,-3.5,@BAL,9.5,JAX,1.5,LAR,11.5,BYE,,BAL,6.0,@OAK,3.5,PIT,-1.0,NYJ,-5.0,@CLE,8.0,NE,10.0,@MIA,-6.5,CLE,4.0,0.16314293380027
0.53,35.9,0.0,PHI,W,@GB,3.5,NYJ,-13.0,@MIN,3.0,@DAL,4.0,@BUF,0.5,CHI,-3.0,BYE,,NE,3.5,SEA,-3.0,@MIA,-13.5,NYG,-8.0,@WAS,-6.5,DAL,0.5,@NYG,-4.0,0.47345808766692
0.48,30.4,0.0,OAK,W,@IND,6.0,CHI,5.0,BYE,,@GB,9.5,@HOU,8.0,DET,2.0,LAC,4.0,CIN,-3.5,@NYJ,-3.0,@KC,12.5,TEN,1.5,JAX,0.5,@LAC,8.0,@DEN,2.5,0.056948407589519
0.47,31.5,0.0,ARI,L,SEA,5.5,@CIN,3.5,ATL,4.0,@NYG,3.5,@NO,10.0,SF,6.5,@TB,5.5,@SF,10.5,BYE,,LAR,9.5,PIT,-1.0,CLE,4.0,@SEA,10.0,@LAR,13.5,0.005283654900488
0.46,31.5,0.0,CAR,W,@HOU,5.5,JAX,-3.5,TB,0.5,BYE,,@SF,5.0,TEN,-3.0,@GB,7.0,ATL,-2.0,@NO,4.5,WAS,-7.5,@ATL,3.0,SEA,0.5,@IND,3.5,NO,1.5,0.15860731511996
0.45,20.8,0.0,TB,W,@LAR,9.0,@NO,3.0,CAR,-0.5,BYE,,@TEN,3.5,@SEA,7.0,ARI,-5.5,NO,3.5,@ATL,4.0,@JAX,3.0,IND,2.0,@DET,3.5,HOU,3.5,ATL,1.0,0.060000831648155
0.4,14.0,0.0,MIA,L,LAC,15.0,BYE,,WAS,6.0,@BUF,15.0,@PIT,12.0,NYJ,3.5,@IND,15.0,BUF,11.0,@CLE,15.0,PHI,13.5,@NYJ,7.5,@NYG,11.0,CIN,6.5,@NE,18.5,0.0
0.39,25.6,0.0,CLE,W,@BAL,7.5,@SF,3.5,SEA,-1.5,BYE,,@NE,9.5,@DEN,-3.5,BUF,-3.0,PIT,-7.0,MIA,-15.0,@PIT,-3.5,CIN,-8.0,@ARI,-4.0,BAL,-0.5,@CIN,-4.0,0.47680247393497
0.38,26.2,0.0,BUF,L,NE,7.0,@TEN,3.0,BYE,,MIA,-15.0,PHI,-0.5,WAS,-9.5,@CLE,3.0,@MIA,-11.0,DEN,-7.0,@DAL,6.5,BAL,0.5,@PIT,-3.5,@NE,9.5,NYJ,-10.5,0.5283282292317
0.38,24.2,0.0,DET,L,KC,7.5,BYE,,@GB,7.0,MIN,3.0,NYG,-4.5,@OAK,-2.0,@CHI,6.5,DAL,3.5,@WAS,-3.5,CHI,3.0,@MIN,6.5,TB,-3.5,@DEN,-2.0,GB,3.0,0.15719916553367
,,,NYJ,,BYE,,@PHI,13.0,DAL,10.0,NE,14.0,@JAX,8.0,@MIA,-3.5,NYG,3.0,@WAS,3.5,OAK,3.0,@CIN,5.0,MIA,-7.5,@BAL,13.5,PIT,3.0,@BUF,10.5,0.11421009997235
,,,SF,,BYE,,CLE,-3.5,@LAR,4.0,@WAS,-6.5,CAR,-5.0,@ARI,-6.5,SEA,-3.0,ARI,-10.5,GB,-1.5,@BAL,3.0,@NO,3.0,ATL,-4.0,LAR,0.5,@SEA,2.5,0.4123487168036
