EV,W_pct,P_pct,Team,Team_Result,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.3,80.4,3.4,KC,W,SEA,-10.5,DEN,-13.5,@LV,-6.0,0.98193516542392
1.17,74.5,9.1,BUF,W,@CHI,-8.0,@CIN,-1.0,NE,-9.5,0.54472288010356
1.14,70.8,3.0,BAL,W,ATL,-6.5,PIT,-3.0,@CIN,3.5,0.18380284255366
1.14,74.2,12.0,TB,W,@ARI,-7.5,CAR,-3.0,@ATL,-4.0,0.44738761555268
1.06,65.8,3.0,MIN,W,NYG,-4.5,@GB,3.5,@CHI,-4.5,0.30067263350622
1.04,63.7,0.1,DAL,W,PHI,-4.0,@TEN,-10.5,@WAS,-4.5,0.85488570325804
1.04,70.8,19.1,SF,W,WAS,-6.5,@LV,-5.5,ARI,-10.5,0.94535900797264
1.03,63.1,1.2,MIA,L,GB,-3.5,@NE,-1.0,NYJ,-6.5,0.39466800267596
1.02,62.9,2.7,CLE,L,NO,-3.0,@WAS,2.5,@PIT,1.0,0.0
1.0,61.0,1.1,DEN,L,@LAR,-3.0,@KC,13.5,LAC,0.5,0.0
0.97,62.9,9.5,LAC,W,@IND,-3.5,LAR,-6.5,@DEN,-0.5,0.41870435281768
0.96,59.6,2.2,CIN,W,@NE,-3.0,BUF,1.0,BAL,-3.5,0.24276514995974
0.94,57.6,1.2,PIT,W,LV,-2.5,@BAL,3.0,CLE,-1.0,0.028214072727295
0.92,56.2,1.9,NYJ,L,JAX,-2.5,@SEA,-2.5,@MIA,6.5,0.096683298785558
0.89,61.4,17.1,TEN,L,HOU,-3.0,DAL,10.5,@JAX,3.5,0.0
0.86,54.8,6.2,DET,L,@CAR,-2.5,CHI,-6.0,@GB,4.0,0.35704110740452
0.78,45.2,1.1,CAR,W,DET,2.5,@TB,3.0,@NO,3.5,0.0
0.75,38.6,0.1,HOU,W,@TEN,3.0,JAX,4.0,@IND,7.0,0.0
0.72,43.8,1.8,JAX,W,@NYJ,2.5,@HOU,-4.0,TEN,-3.5,0.51623662105573
0.7,42.4,1.0,LV,L,@PIT,2.5,SF,5.5,KC,6.0,0.0
0.68,40.4,0.2,NE,L,CIN,3.0,MIA,1.0,@BUF,9.5,0.0
0.67,37.1,0.5,IND,L,LAC,3.5,@NYG,5.5,HOU,-7.0,0.42918638591113
0.64,39.0,0.6,LAR,W,DEN,3.0,@LAC,6.5,@SEA,3.0,0.0
0.62,37.1,0.9,NO,W,@CLE,3.0,@PHI,6.5,CAR,-3.5,0.22481792178206
0.61,36.9,0.3,GB,W,@MIA,3.5,MIN,-3.5,DET,-4.0,0.49853303516922
0.6,29.2,0.1,WAS,L,@SF,6.5,CLE,-2.5,DAL,4.5,0.095145130981325
0.6,36.3,0.1,PHI,L,@DAL,4.0,NO,-6.5,NYG,-10.5,1.0
0.58,34.2,0.1,NYG,L,@MIN,4.5,IND,-5.5,@PHI,10.5,0.316110093639
0.5,25.8,0.2,ARI,L,TB,7.5,@ATL,3.5,@SF,10.5,0.0
0.5,29.2,0.1,ATL,L,@BAL,6.5,ARI,-3.5,TB,4.0,0.26203008117675
0.47,25.5,0.1,CHI,L,BUF,8.0,@DET,6.0,MIN,4.5,0.0
0.34,19.6,0.1,SEA,L,@KC,10.5,NYJ,2.5,LAR,-3.0,0.17118676991946
