EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.13,68.0,1.9,NO,W,MIN,-5.5,@SF,-5.5,ATL,-3.5,CAR,-13.5,@ARI,-7.0,@TB,-4.5,CLE,-13.0,PIT,-1.5,@CAR,-6.5,BYE,,SEA,-12.0,@DAL,-4.5,@CIN,-7.0,STL,-9.5,@BAL,2.5,@ATL,2.5,TB,-7.5,0.89208253019056
1.12,71.7,10.7,CHI,W,DET,-6.5,@DAL,7.0,GB,3.0,@NYG,3.5,@CAR,2.5,SEA,-6.5,WAS,-3.0,BYE,,@BUF,-2.5,MIN,1.0,@MIA,2.5,PHI,3.0,@DET,-4.5,NE,3.0,@MIN,-6.0,NYJ,-2.5,@GB,11.0,0.23798567450491
1.12,71.7,10.5,NYG,W,CAR,-6.5,@IND,4.5,TEN,-3.0,CHI,-3.5,@HOU,3.0,DET,-10.5,@DAL,3.5,BYE,,@SEA,-7.5,DAL,-13.0,@PHI,3.5,JAX,-7.0,WAS,-7.5,@MIN,-3.0,PHI,-3.0,@GB,3.5,@WAS,-4.5,0.61311025504224
1.1,66.5,1.3,NE,W,CIN,-4.5,@NYJ,-3.0,BUF,-14.5,@MIA,-1.0,BYE,,BAL,-2.5,@SD,2.5,MIN,-5.5,@CLE,-4.0,@PIT,5.0,IND,-4.0,@DET,-7.0,NYJ,-4.0,@CHI,-3.0,GB,-14.0,@BUF,-7.5,MIA,-5.5,0.71189548992866
1.07,65.6,3.6,ARI,W,@STL,-4.0,@ATL,6.5,OAK,-5.0,@SD,9.5,NO,7.0,BYE,,@SEA,7.0,TB,-3.0,@MIN,7.5,SEA,-4.0,@KC,8.5,SF,2.0,STL,3.5,DEN,4.5,@CAR,2.5,DAL,7.5,@SF,6.0,0.14316198389011
1.04,63.1,1.6,DAL,L,@WAS,-3.5,CHI,-7.0,@HOU,2.5,BYE,,TEN,-6.5,@MIN,2.0,NYG,-3.5,JAX,-6.5,@GB,7.0,@NYG,13.0,DET,-6.5,NO,4.5,@IND,6.0,PHI,4.0,WAS,-7.0,@ARI,-7.5,@PHI,-1.5,0.47516677821935
1.0,60.0,1.1,TB,W,CLE,-3.0,@CAR,3.0,PIT,2.5,BYE,,@CIN,7.0,NO,4.5,STL,-3.0,@ARI,3.0,@ATL,8.5,CAR,-7.5,@SF,3.5,@BAL,7.5,ATL,3.0,@WAS,-1.0,DET,-4.0,SEA,-6.0,@NO,7.5,0.21972728864475
0.99,60.0,1.7,GB,W,@PHI,-3.0,BUF,-13.0,@CHI,-3.0,DET,-14.5,@WAS,-2.5,MIA,-3.5,MIN,-3.0,@NYJ,6.0,DAL,-7.0,BYE,,@MIN,-3.5,@ATL,1.5,SF,-9.5,@DET,-7.0,@NE,14.0,NYG,-3.5,CHI,-11.0,0.75169367578196
0.98,66.5,16.5,SD,L,@KC,-4.5,JAX,-7.0,@SEA,-4.0,ARI,-9.5,@OAK,-7.0,@STL,-9.0,NE,-2.5,TEN,-5.0,@HOU,-3.0,BYE,,DEN,-9.0,@IND,2.0,OAK,-13.0,KC,-10.0,SF,-10.5,@CIN,-8.5,@DEN,-4.5,1.0
0.96,60.0,5.0,SF,L,@SEA,-3.0,NO,5.5,@KC,-2.5,@ATL,7.0,PHI,-3.5,OAK,-7.0,@CAR,-3.0,DEN,-3.0,BYE,,STL,-4.0,TB,-3.5,@ARI,-2.0,@GB,9.5,SEA,-5.0,@SD,10.5,@STL,2.5,ARI,-6.0,0.42093020607221
