EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.96,71.7,32.6,TEN,W,OAK,-6.5,PIT,-5.5,@NYG,3.0,DEN,-7.0,@DAL,6.5,@JAX,-3.0,PHI,-3.0,@SD,5.0,BYE,,@MIA,-1.0,WAS,-7.0,@HOU,6.0,JAX,-3.5,IND,4.0,HOU,-1.0,@KC,4.5,@IND,9.0,0.29453707871502
0.94,56.4,0.4,JAX,W,DEN,-2.5,@SD,7.0,PHI,3.0,IND,7.5,@BUF,1.5,TEN,3.0,@KC,9.5,@DAL,6.5,BYE,,HOU,-1.0,CLE,-2.0,@NYG,7.0,@TEN,3.5,OAK,-3.5,@IND,5.0,WAS,-7.0,@HOU,5.0,0.13944387174883
0.94,60.0,8.1,MIA,W,@BUF,-3.0,@MIN,6.0,NYJ,-2.5,NE,1.0,BYE,,@GB,3.5,PIT,3.0,@CIN,1.0,@BAL,5.0,TEN,1.0,CHI,-2.5,@OAK,3.0,CLE,-5.0,@NYJ,5.0,BUF,-4.5,DET,-3.5,@NE,5.5,0.18983321042781
0.93,56.4,1.7,IND,L,@HOU,-2.5,NYG,-4.5,@DEN,-6.0,@JAX,-7.5,KC,-7.5,@WAS,-3.5,BYE,,HOU,-5.5,@PHI,3.0,CIN,-7.5,@NE,4.0,SD,-2.0,DAL,-6.0,@TEN,-4.0,JAX,-5.0,@OAK,-2.0,TEN,-9.0,0.69782983050077
0.92,55.3,0.6,ATL,L,@PIT,-2.0,ARI,-6.5,@NO,3.5,SF,-7.0,@CLE,-3.0,@PHI,1.5,CIN,-3.5,BYE,,TB,-8.5,BAL,0.0,@STL,-3.5,GB,-1.5,@TB,-3.0,@CAR,-9.0,@SEA,-6.5,NO,-2.5,CAR,-14.5,0.64245987647283
0.91,54.2,0.2,NYJ,L,BAL,-1.5,NE,3.0,@MIA,2.5,@BUF,-6.0,MIN,-4.0,@DEN,-3.5,BYE,,GB,-6.0,@DET,-5.5,@CLE,-3.0,HOU,-6.5,CIN,-9.5,@NE,4.0,MIA,-5.0,@PIT,3.5,@CHI,2.5,BUF,-6.5,0.52196524653866
0.77,45.8,0.2,BAL,W,@NYJ,1.5,@CIN,-2.5,CLE,-11.0,@PIT,2.5,DEN,-7.0,@NE,2.5,BUF,-13.0,BYE,,MIA,-5.0,@ATL,0.0,@CAR,-11.5,TB,-7.5,PIT,-3.0,@HOU,-3.0,NO,-2.5,@CLE,-3.5,CIN,-9.5,0.76221408124638
0.75,44.7,0.2,PIT,W,ATL,2.0,@TEN,5.5,@TB,-2.5,BAL,-2.5,BYE,,CLE,-14.0,@MIA,-3.0,@NO,1.5,@CIN,-5.5,NE,-5.0,OAK,-7.5,@BUF,-6.0,@BAL,3.0,CIN,-9.0,NYJ,-3.5,CAR,-15.0,@CLE,-5.5,0.73774535089707
0.74,43.6,0.0,HOU,W,IND,2.5,@WAS,-2.5,DAL,-2.5,@OAK,-3.5,NYG,-3.0,KC,-5.0,BYE,,@IND,5.5,SD,3.0,@JAX,1.0,@NYJ,6.5,TEN,-6.0,@PHI,8.0,BAL,3.0,@TEN,1.0,@DEN,-2.0,JAX,-5.0,0.28521884120377
0.73,40.0,0.1,BUF,L,MIA,3.0,@GB,13.0,@NE,14.5,NYJ,6.0,JAX,-1.5,BYE,,@BAL,13.0,@KC,7.0,CHI,2.5,DET,-2.0,@CIN,5.0,PIT,6.0,@MIN,5.0,CLE,0.0,@MIA,4.5,NE,7.5,@NYJ,6.5,0.033558568749801
0.73,43.6,0.3,DEN,L,@JAX,2.5,SEA,-3.5,IND,6.0,@TEN,7.0,@BAL,7.0,NYJ,3.5,OAK,-7.0,@SF,3.0,BYE,,KC,1.0,@SD,9.0,STL,-3.5,@KC,10.0,@ARI,-4.5,@OAK,7.5,HOU,2.0,SD,4.5,0.19311690197064
0.71,28.3,0.1,OAK,L,@TEN,6.5,STL,-3.5,@ARI,5.0,HOU,3.5,SD,7.0,@SF,7.0,@DEN,7.0,SEA,-2.0,KC,0.0,BYE,,@PIT,7.5,MIA,-3.0,@SD,13.0,@JAX,3.5,DEN,-7.5,IND,2.0,@KC,3.5,0.15407294610236
0.71,40.0,0.1,SEA,W,SF,3.0,@DEN,3.5,SD,4.0,@STL,-2.0,BYE,,@CHI,6.5,ARI,-7.0,@OAK,2.0,NYG,7.5,@ARI,4.0,@NO,12.0,KC,2.0,CAR,-5.0,@SF,5.0,ATL,6.5,@TB,6.0,STL,3.0,0.13198630878566
0.69,33.5,0.1,KC,W,SD,4.5,@CLE,3.0,SF,2.5,BYE,,@IND,7.5,@HOU,5.0,JAX,-9.5,BUF,-7.0,@OAK,0.0,@DEN,-1.0,ARI,-8.5,@SEA,-2.0,DEN,-10.0,@SD,10.0,@STL,3.0,TEN,-4.5,OAK,-3.5,0.43938370359855
0.68,40.0,0.0,PHI,L,GB,3.0,@DET,-7.0,@JAX,-3.0,WAS,-5.5,@SF,3.5,ATL,-1.5,@TEN,3.0,BYE,,IND,-3.0,@WAS,-3.0,NYG,-3.5,@CHI,-3.0,HOU,-8.0,@DAL,-4.0,@NYG,3.0,MIN,-14.5,DAL,1.5,0.56909598204406
0.67,40.0,0.7,CLE,L,@TB,3.0,KC,-3.0,@BAL,11.0,CIN,3.0,ATL,3.0,@PIT,14.0,@NO,13.0,BYE,,NE,4.0,NYJ,3.0,@JAX,2.0,CAR,-9.5,@MIA,5.0,@BUF,0.0,@CIN,1.0,BAL,3.5,PIT,5.5,0.12517018010447
0.63,36.9,0.1,WAS,W,DAL,3.5,HOU,2.5,@STL,-5.5,@PHI,5.5,GB,2.5,IND,3.5,@CHI,3.0,@DET,2.5,BYE,,PHI,3.0,@TEN,7.0,MIN,1.5,@NYG,7.5,TB,1.0,@DAL,7.0,@JAX,7.0,NYG,4.5,0.053151400584467
0.6,34.4,0.2,STL,L,ARI,4.0,@OAK,3.5,WAS,5.5,SEA,2.0,@DET,3.0,SD,9.0,@TB,3.0,CAR,-1.5,BYE,,@SF,4.0,ATL,3.5,@DEN,3.5,@ARI,-3.5,@NO,9.5,KC,-3.0,SF,-2.5,@SEA,-3.0,0.13416334033824
0.57,33.5,0.1,CIN,L,@NE,4.5,BAL,2.5,@CAR,-3.5,@CLE,-3.0,TB,-7.0,BYE,,@ATL,3.5,MIA,-1.0,PIT,5.5,@IND,7.5,BUF,-5.0,@NYJ,9.5,NO,7.0,@PIT,9.0,CLE,-1.0,SD,8.5,@BAL,9.5,0.19617084043883
0.55,28.3,0.0,CAR,L,@NYG,6.5,TB,-3.0,CIN,3.5,@NO,13.5,CHI,-2.5,BYE,,SF,3.0,@STL,1.5,NO,6.5,@TB,7.5,BAL,11.5,@CLE,9.5,@SEA,5.0,ATL,9.0,ARI,-2.5,@PIT,15.0,@ATL,14.5,0.074529115535475
0.55,28.3,0.2,DET,L,@CHI,6.5,PHI,7.0,@MIN,12.0,@GB,14.5,STL,-3.0,@NYG,10.5,BYE,,WAS,-2.5,NYJ,5.5,@BUF,2.0,@DAL,6.5,NE,7.0,CHI,4.5,GB,7.0,@TB,4.0,@MIA,3.5,MIN,-3.5,0.10245915021024
0.55,32.0,0.2,MIN,L,@NO,5.5,MIA,-6.0,DET,-12.0,BYE,,@NYJ,4.0,DAL,-2.0,@GB,3.0,@NE,5.5,ARI,-7.5,@CHI,-1.0,GB,3.5,@WAS,-1.5,BUF,-5.0,NYG,3.0,CHI,6.0,@PHI,14.5,@DET,3.5,0.33043794257503
