EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.07,79.8,21.6,PHI,W,WAS,-10.5,@ATL,-1.0,DET,-9.5,@GB,1.0,NYJ,-8.0,@MIN,1.5,@DAL,2.0,@BUF,-4.0,CHI,-3.5,BYE,,NE,-1.5,SEA,-4.5,@MIA,-6.5,NYG,-9.5,@WAS,-6.0,DAL,-4.0,@NYG,-7.0,0.62041107741134
1.06,73.1,3.6,NO,W,HOU,-6.5,@LAR,2.5,@SEA,-1.0,DAL,-6.0,TB,-10.5,@JAX,-3.5,@CHI,1.0,ARI,-13.5,BYE,,ATL,-6.5,@TB,-5.0,CAR,-7.5,@ATL,-2.0,SF,-7.5,IND,-6.5,@TEN,-3.5,@CAR,-3.0,0.69241885838931
1.05,73.6,6.5,DAL,W,NYG,-7.0,@WAS,-4.5,MIA,-10.0,@NO,6.0,GB,-3.5,@NYJ,-3.0,PHI,-2.0,BYE,,@NYG,-3.5,MIN,-3.0,@DET,-3.0,@NE,6.0,BUF,-7.5,@CHI,3.5,LAR,-1.0,@PHI,4.0,WAS,-9.5,0.46243161146828
1.02,73.8,13.0,BAL,W,@MIA,-7.0,ARI,-13.0,@KC,7.0,CLE,-3.0,@PIT,3.5,CIN,-7.5,@SEA,3.5,BYE,,NE,3.0,@CIN,-3.0,HOU,-2.5,@LAR,7.0,SF,-3.5,@BUF,-1.5,NYJ,-4.5,@CLE,3.5,PIT,-1.0,0.34357753776249
1.01,78.1,27.5,SEA,W,CIN,-9.5,@PIT,3.5,NO,1.0,@ARI,-5.0,LAR,1.5,@CLE,3.0,BAL,-3.5,@ATL,0.5,TB,-7.0,@SF,1.5,BYE,,@PHI,4.5,MIN,-3.0,@LAR,6.5,@CAR,1.5,ARI,-10.0,SF,-3.5,0.30168814475128
1.0,68.4,0.9,NE,W,PIT,-5.5,@MIA,-18.5,NYJ,-9.5,@BUF,-6.5,@WAS,-7.5,NYG,-11.5,@NYJ,-5.0,CLE,-7.0,@BAL,-3.0,BYE,,@PHI,1.5,DAL,-6.0,@HOU,-3.0,KC,-3.0,@CIN,-8.0,BUF,-11.0,MIA,-14.0,1.0
0.99,70.8,9.9,LAC,W,IND,-6.0,@DET,-2.5,HOU,-4.0,@MIA,-7.0,DEN,-7.5,PIT,-3.5,@TEN,-1.5,@CHI,3.0,GB,-3.5,@OAK,-4.0,KC,1.5,BYE,,@DEN,-2.5,@JAX,-1.5,MIN,-3.5,OAK,-8.0,@KC,3.5,0.47228747512812
0.98,68.8,4.9,CLE,L,TEN,-5.5,@NYJ,-2.5,LAR,1.5,@BAL,3.0,@SF,1.0,SEA,-3.0,BYE,,@NE,7.0,@DEN,-1.5,BUF,-7.5,PIT,-3.0,MIA,-10.0,@PIT,3.0,CIN,-9.5,@ARI,-4.0,BAL,-3.5,@CIN,-6.5,0.46747049931453
0.93,63.3,0.7,MIN,W,ATL,-3.5,@GB,3.0,OAK,-8.0,@CHI,3.0,@NYG,-3.5,PHI,-1.5,@DET,-2.0,WAS,-8.5,@KC,3.0,@DAL,3.0,DEN,-6.5,BYE,,@SEA,3.0,DET,-8.0,@LAC,3.5,GB,-3.0,CHI,-3.0,0.40661908313981
0.92,63.5,2.7,KC,W,@JAX,-3.5,@OAK,-7.5,BAL,-7.0,@DET,-6.5,IND,-6.5,HOU,-6.5,@DEN,-4.0,GB,-6.5,MIN,-3.0,@TEN,-4.0,LAC,-1.5,BYE,,OAK,-11.0,@NE,3.0,DEN,-9.5,@CHI,0.5,LAC,-3.5,0.7331453585054
0.89,60.8,0.8,CHI,L,GB,-3.5,@DEN,-2.5,@WAS,-3.5,MIN,-3.0,OAK,-4.5,BYE,,NO,-1.0,LAC,-3.0,@PHI,3.5,DET,-7.5,@LAR,4.0,NYG,-9.5,@DET,-3.5,DAL,-3.5,@GB,3.0,KC,-0.5,@MIN,3.0,0.39048831090085
0.86,58.8,0.8,DEN,L,@OAK,-3.0,CHI,2.5,@GB,7.0,JAX,-2.5,@LAC,7.5,TEN,-2.5,KC,4.0,@IND,5.0,CLE,1.5,BYE,,@MIN,6.5,@BUF,3.0,LAC,2.5,@HOU,6.0,@KC,9.5,DET,-3.5,OAK,-3.5,0.10716825299105
0.86,58.8,1.3,DET(tie),,@ARI,-2.5,LAC,2.5,@PHI,9.5,KC,6.5,BYE,,@GB,7.5,MIN,2.0,NYG,-3.5,@OAK,3.0,@CHI,7.5,DAL,3.0,@WAS,1.0,CHI,3.5,@MIN,8.0,TB,-3.0,@DEN,3.5,GB,3.5,0.053312933498775
0.82,56.9,2.1,NYJ,L,BUF,-2.5,CLE,2.5,@NE,9.5,BYE,,@PHI,8.0,DAL,3.0,NE,5.0,@JAX,4.0,@MIA,-2.5,NYG,-4.0,@WAS,0.5,OAK,-3.5,@CIN,-0.5,MIA,-5.0,@BAL,4.5,PIT,2.5,@BUF,1.5,0.14512789407772
0.79,53.7,0.7,LAR,W,@CAR,-1.5,NO,-2.5,@CLE,-1.5,TB,-10.5,@SEA,-1.5,SF,-7.0,@ATL,-1.5,CIN,-11.5,BYE,,@PIT,0.5,CHI,-4.0,BAL,-7.0,@ARI,-8.0,SEA,-6.5,@DAL,1.0,@SF,-2.5,ARI,-11.0,0.68456642536086
0.76,51.6,0.7,TB,L,SF,-1.0,@CAR,6.5,NYG,-3.0,@LAR,10.5,@NO,10.5,CAR,2.0,BYE,,@TEN,4.5,@SEA,7.0,ARI,-4.0,NO,5.0,@ATL,7.0,@JAX,4.5,IND,2.0,@DET,3.0,HOU,3.0,ATL,3.0,0.073763749104611
0.71,48.4,0.3,SF,W,@TB,1.0,@CIN,1.0,PIT,0.5,BYE,,CLE,-1.0,@LAR,7.0,@WAS,-1.5,CAR,-3.0,@ARI,-3.5,SEA,-1.5,ARI,-8.0,GB,0.5,@BAL,3.5,@NO,7.5,ATL,-1.5,LAR,2.5,@SEA,3.5,0.16644776149024
0.68,46.3,0.1,CAR,L,LAR,1.5,TB,-6.5,@ARI,-3.5,@HOU,4.0,JAX,-3.5,TB,-2.0,BYE,,@SF,3.0,TEN,-3.5,@GB,4.5,ATL,-2.0,@NO,7.5,WAS,-6.5,@ATL,4.0,SEA,-1.5,@IND,3.5,NO,3.0,0.2580212016075
0.65,43.1,0.2,BUF,W,@NYJ,2.5,@NYG,-2.0,CIN,-4.0,NE,6.5,@TEN,4.0,BYE,,MIA,-6.0,PHI,4.0,WAS,-4.0,@CLE,7.5,@MIA,-0.5,DEN,-3.0,@DAL,7.5,BAL,1.5,@PIT,7.0,@NE,11.0,NYJ,-1.5,0.19072569464137
0.61,41.2,0.3,ARI(tie),,DET,2.5,@BAL,13.0,CAR,3.5,SEA,5.0,@CIN,3.5,ATL,4.0,@NYG,4.0,@NO,13.5,SF,3.5,@TB,4.0,@SF,8.0,BYE,,LAR,8.0,PIT,4.5,CLE,4.0,@SEA,10.0,@LAR,11.0,0.0
0.61,41.2,0.5,OAK,W,DEN,3.0,KC,7.5,@MIN,8.0,@IND,6.5,CHI,4.5,BYE,,@GB,8.0,@HOU,7.0,DET,-3.0,LAC,4.0,CIN,-3.5,@NYJ,3.5,@KC,11.0,TEN,0.5,JAX,1.0,@LAC,8.0,@DEN,3.5,0.059295491084419
0.58,39.2,0.4,GB,W,@CHI,3.5,MIN,-3.0,DEN,-7.0,PHI,-1.0,@DAL,3.5,DET,-7.5,OAK,-8.0,@KC,6.5,@LAC,3.5,CAR,-4.5,BYE,,@SF,-0.5,@NYG,-4.0,WAS,-9.5,CHI,-3.0,@MIN,3.0,@DET,-3.5,0.48033907564613
0.55,36.5,0.0,JAX,L,KC,3.5,@HOU,8.5,TEN,-3.0,@DEN,2.5,@CAR,3.5,NO,3.5,@CIN,-1.5,NYJ,-4.0,HOU,0.5,BYE,,@IND,4.0,@TEN,3.0,TB,-4.5,LAC,1.5,@OAK,-1.0,@ATL,4.5,IND,-3.0,0.1583037626516
0.54,36.7,0.1,ATL,L,@MIN,3.5,PHI,1.0,@IND,3.0,TEN,-4.0,@HOU,3.5,@ARI,-4.0,LAR,1.5,SEA,-0.5,BYE,,@NO,6.5,@CAR,2.0,TB,-7.0,NO,2.0,CAR,-4.0,@SF,1.5,JAX,-4.5,@TB,-3.0,0.27014353299646
0.48,31.2,0.1,TEN,W,@CLE,5.5,IND,-3.0,@JAX,3.0,@ATL,4.0,BUF,-4.0,@DEN,2.5,LAC,1.5,TB,-4.5,@CAR,3.5,KC,4.0,BYE,,JAX,-3.0,@IND,4.5,@OAK,-0.5,HOU,-0.5,NO,3.5,@HOU,4.0,0.15227829669404
