EV,W_pct,P_pct,Team,Team_Result,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.16,91.6,45.6,DAL,W,NYG,-17.5,@CAR,-10.5,WAS,-9.5,SEA,-4.0,PHI,-2.5,@BUF,2.0,@MIA,2.0,DET,-3.0,@WAS,-5.0,0.6168909666775
1.09,74.9,5.5,BUF,L,DEN,-7.5,NYJ,-7.5,@PHI,3.5,BYE,,@KC,3.5,DAL,-2.0,@LAC,1.0,NE,-9.5,@MIA,3.0,0.33539926694481
1.04,69.7,1.8,SEA,W,WAS,-6.0,@LAR,-1.0,SF,3.5,@DAL,4.0,@SF,7.0,PHI,1.0,@TEN,-2.0,PIT,-4.0,@ARI,-4.0,0.21062090494114
1.03,69.4,2.0,BAL,L,CLE,-6.0,CIN,-3.5,@LAC,-3.0,BYE,,LAR,-9.5,@JAX,-3.5,@SF,3.0,MIA,-6.0,PIT,-9.5,0.64465027262661
0.92,61.1,0.2,SF,W,@JAX,-3.0,TB,-11.5,@SEA,-3.5,@PHI,-1.0,SEA,-7.0,@ARI,-13.5,BAL,-3.0,@WAS,-9.5,LAR,-9.5,1.0
0.91,61.8,2.6,CHI,W,CAR,-3.0,@DET,10.5,@MIN,6.5,BYE,,DET,7.5,@CLE,7.5,ARI,-1.5,ATL,3.0,@GB,4.5,0.024312217392418
0.87,57.6,0.2,NO,L,@MIN,-3.0,BYE,,@ATL,1.5,DET,1.5,CAR,-8.0,NYG,-10.0,@LAR,1.5,@TB,-1.5,ATL,-3.5,0.41524629800607
0.87,60.7,5.0,PIT,W,GB,-3.5,@CLE,4.0,@CIN,7.0,ARI,-6.5,NE,-5.0,@IND,0.5,CIN,3.0,@SEA,4.0,@BAL,9.5,0.21841947164755
0.87,57.5,0.2,TB,W,TEN,-2.5,@SF,11.5,@IND,3.0,CAR,-5.0,@ATL,3.5,@GB,2.5,JAX,2.5,NO,1.5,@CAR,-1.5,0.12274871357079
0.84,55.7,0.3,DET,W,@LAC,-2.5,CHI,-10.5,GB,-8.0,@NO,-1.5,@CHI,-7.5,DEN,-7.0,@MIN,-3.0,@DAL,3.0,MIN,-6.5,0.79610336392294
0.81,54.3,1.1,ATL,L,@ARI,-2.0,BYE,,NO,-1.5,@NYJ,-2.0,TB,-3.5,@CAR,-3.0,IND,-3.5,@CHI,-3.0,@NO,3.5,0.29923585044152
0.81,53.6,0.4,IND,W,@NE,-2.0,BYE,,TB,-3.0,@TEN,3.0,@CIN,9.0,PIT,-0.5,@ATL,3.5,LV,-2.5,HOU,-2.0,0.10747150501974
0.81,69.2,34.0,CIN,L,HOU,-5.5,@BAL,3.5,PIT,-7.0,@JAX,-1.0,IND,-9.0,MIN,-7.0,@PIT,-3.0,@KC,3.0,CLE,-6.0,0.60795815381171
0.77,50.3,0.2,NYJ,L,@LV,-1.0,@BUF,7.5,MIA,6.0,ATL,2.0,HOU,1.0,@MIA,9.5,WAS,-1.5,@CLE,6.5,@NE,3.0,0.017316260560509
0.75,49.7,0.4,LV,W,NYJ,1.0,@MIA,13.0,KC,4.0,BYE,,MIN,-1.5,LAC,2.0,@KC,8.0,@IND,2.5,DEN,-2.5,0.059201449731333
0.71,30.8,0.0,HOU,W,@CIN,5.5,ARI,-4.0,JAX,1.5,DEN,-3.0,@NYJ,-1.0,@TEN,3.0,CLE,0.5,TEN,-3.0,@IND,2.0,0.17505426097013
0.71,46.4,0.1,NE,L,IND,2.0,BYE,,@NYG,-2.0,LAC,3.5,@PIT,5.0,KC,7.0,@DEN,4.0,@BUF,9.5,NYJ,-3.0,0.077099873411121
0.7,45.7,0.1,ARI,W,ATL,2.0,@HOU,4.0,LAR,3.0,@PIT,6.5,BYE,,SF,13.5,@CHI,1.5,@PHI,12.0,SEA,4.0,0.0
0.67,44.3,0.0,LAC,L,DET,2.5,@GB,-3.0,BAL,3.0,@NE,-3.5,DEN,-5.5,@LV,-2.0,BUF,-1.0,@DEN,-2.0,KC,1.0,0.3097929196599
0.65,42.5,0.0,TEN,L,@TB,2.5,@JAX,6.5,CAR,-6.0,IND,-3.0,@MIA,6.5,HOU,-3.0,SEA,2.0,@HOU,3.0,JAX,1.5,0.21504439112563
0.64,39.3,0.0,GB,L,@PIT,3.5,LAC,3.0,@DET,8.0,KC,5.5,@NYG,-3.0,TB,-2.5,@CAR,-1.0,@MIN,3.5,CHI,-4.5,0.18793025239727
0.64,42.4,0.1,MIN,W,NO,3.0,@DEN,2.5,CHI,-6.5,BYE,,@LV,1.5,@CIN,7.0,DET,3.0,GB,-3.5,@DET,6.5,0.20031715264504
0.6,38.2,0.0,CAR,L,@CHI,3.0,DAL,10.5,@TEN,6.0,@TB,5.0,@NO,8.0,ATL,3.0,GB,1.0,@JAX,9.5,TB,1.5,0.0
0.59,38.9,0.0,JAX,L,SF,3.0,TEN,-6.5,@HOU,-1.5,CIN,1.0,@CLE,1.5,BAL,3.5,@TB,-2.5,CAR,-9.5,@TEN,-1.5,0.36702670926521
0.48,30.6,0.0,CLE,W,@BAL,6.0,PIT,-4.0,@DEN,-0.5,@LAR,2.0,JAX,-1.5,CHI,-7.5,@HOU,-0.5,NYJ,-6.5,@CIN,6.0,0.37825258740421
0.48,30.3,0.0,WAS,L,@SEA,6.0,NYG,-10.0,@DAL,9.5,MIA,4.0,BYE,,@LAR,4.0,@NYJ,1.5,SF,9.5,DAL,5.0,0.1724613704535
0.43,25.1,0.0,DEN,W,@BUF,7.5,MIN,-2.5,CLE,0.5,@HOU,3.0,@LAC,5.5,@DET,7.0,NE,-4.0,LAC,2.0,@LV,2.5,0.11783924393804
0.35,8.4,0.0,NYG,L,@DAL,17.5,@WAS,10.0,NE,2.0,BYE,,GB,3.0,@NO,10.0,@PHI,17.0,LAR,4.5,PHI,13.5,0.0
,,0.0,KC,,BYE,,PHI,-2.5,@LV,-4.0,@GB,-5.5,BUF,-3.5,@NE,-7.0,LV,-8.0,CIN,-3.0,@LAC,-1.0,0.65415916406514
,,0.0,MIA,,BYE,,LV,-13.0,@NYJ,-6.0,@WAS,-4.0,TEN,-6.5,NYJ,-9.5,DAL,-2.0,@BAL,6.0,BUF,-3.0,0.76890520027345
,,0.0,PHI,,BYE,,@KC,2.5,BUF,-3.5,SF,1.0,@DAL,2.5,@SEA,-1.0,NYG,-17.0,ARI,-12.0,@NYG,-13.5,0.72978752203478
,,0.0,LAR,,BYE,,SEA,1.0,@ARI,-3.0,CLE,-2.0,@BAL,9.5,WAS,-4.0,NO,-1.5,@NYG,-4.5,@SF,9.5,0.27607988032911
