EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.19,87.9,11.7,GB,W,DET,-14.5,@WAS,-2.5,MIA,-3.5,MIN,-3.0,@NYJ,6.0,DAL,-7.0,BYE,,@MIN,-3.5,@ATL,1.5,SF,-9.5,@DET,-7.0,@NE,14.0,NYG,-3.5,CHI,-11.0,0.63737346466848
1.1,81.0,7.6,SD,W,ARI,-9.5,@OAK,-7.0,@STL,-9.0,NE,-2.5,TEN,-5.0,@HOU,-3.0,BYE,,DEN,-9.0,@IND,2.0,OAK,-13.0,KC,-10.0,SF,-10.5,@CIN,-8.5,@DEN,-4.5,1.0
1.0,85.3,46.0,NO,W,CAR,-13.5,@ARI,-7.0,@TB,-4.5,CLE,-13.0,PIT,-1.5,@CAR,-6.5,BYE,,SEA,-12.0,@DAL,-4.5,@CIN,-7.0,STL,-9.5,@BAL,2.5,@ATL,2.5,TB,-7.5,0.88222595973367
0.99,73.8,6.8,IND,L,@JAX,-7.5,KC,-7.5,@WAS,-3.5,BYE,,HOU,-5.5,@PHI,3.0,CIN,-7.5,@NE,4.0,SD,-2.0,DAL,-6.0,@TEN,-4.0,JAX,-5.0,@OAK,-2.0,TEN,-9.0,0.65249845318536
0.99,71.8,1.0,TEN,L,DEN,-7.0,@DAL,6.5,@JAX,-3.0,PHI,-3.0,@SD,5.0,BYE,,@MIA,-1.0,WAS,-7.0,@HOU,6.0,JAX,-3.5,IND,4.0,HOU,-1.0,@KC,4.5,@IND,9.0,0.21766492995837
0.96,71.9,7.6,ATL,W,SF,-7.0,@CLE,-3.0,@PHI,1.5,CIN,-3.5,BYE,,TB,-8.5,BAL,0.0,@STL,-3.5,GB,-1.5,@TB,-3.0,@CAR,-9.0,@SEA,-6.5,NO,-2.5,CAR,-14.5,0.64539247548733
0.94,67.9,1.2,PHI,L,WAS,-5.5,@SF,3.5,ATL,-1.5,@TEN,3.0,BYE,,IND,-3.0,@WAS,-3.0,NYG,-3.5,@CHI,-3.0,HOU,-8.0,@DAL,-4.0,@NYG,3.0,MIN,-14.5,DAL,1.5,0.53318961953359
0.92,69.3,9.2,NYJ,W,@BUF,-6.0,MIN,-4.0,@DEN,-3.5,BYE,,GB,-6.0,@DET,-5.5,@CLE,-3.0,HOU,-6.5,CIN,-9.5,@NE,4.0,MIA,-5.0,@PIT,3.5,@CHI,2.5,BUF,-6.5,0.58792847755422
0.89,64.0,0.1,NYG,W,CHI,-3.5,@HOU,3.0,DET,-10.5,@DAL,3.5,BYE,,@SEA,-7.5,DAL,-13.0,@PHI,3.5,JAX,-7.0,WAS,-7.5,@MIN,-3.0,PHI,-3.0,@GB,3.5,@WAS,-4.5,0.68539932426213
0.87,64.5,4.3,HOU,W,@OAK,-3.5,NYG,-3.0,KC,-5.0,BYE,,@IND,5.5,SD,3.0,@JAX,1.0,@NYJ,6.5,TEN,-6.0,@PHI,8.0,BAL,3.0,@TEN,1.0,@DEN,-2.0,JAX,-5.0,0.25499229983707
