EV,W_pct,P_pct,Team,Team_Result,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.24,86.8,4.9,KC,W,@OAK,-14.0,BAL,-6.5,LAC,-6.0,@SEA,-3.0,OAK,-14.0,0.82521364454962
1.16,84.2,13.6,GB,L,ARI,-13.5,ATL,-6.0,@CHI,4.0,@NYJ,-4.5,DET,-6.5,0.52635502288509
1.14,79.9,4.9,LAR,W,@DET,-10.0,@CHI,-3.0,PHI,-7.0,@ARI,-13.5,SF,-14.0,1.0
1.09,79.4,12.9,TEN,W,NYJ,-10.5,JAX,-4.0,@NYG,0.5,WAS,-3.5,IND,-1.0,0.2536202292281
1.08,74.5,1.3,NO,L,@DAL,-7.0,@TB,-8.0,@CAR,-4.0,PIT,-5.5,CAR,-8.0,0.8068174000827
1.01,69.6,0.3,NE,W,MIN,-6.0,@MIA,-7.5,@PIT,1.5,BUF,-15.0,NYJ,-14.0,0.96791895275677
0.98,68.5,2.2,PHI,W,WAS,-5.5,@DAL,3.5,@LAR,7.0,HOU,-2.5,@WAS,-2.0,0.097814908624068
0.97,68.7,5.0,HOU,W,CLE,-5.0,IND,-4.5,@NYJ,-5.0,@PHI,2.5,JAX,-6.5,0.50674878017698
0.94,65.0,1.0,IND,L,@JAX,-4.0,@HOU,4.5,DAL,-3.0,NYG,-6.0,@TEN,1.0,0.2548912955423
0.93,64.5,1.5,DEN,W,@CIN,-4.0,@SF,-5.5,CLE,-3.5,@OAK,-3.0,LAC,1.0,0.36370443735046
0.93,64.0,0.7,CHI,L,@NYG,-4.0,LAR,3.0,GB,-4.0,@SF,-6.0,@MIN,2.5,0.32101506131414
0.92,79.7,46.6,SEA,W,SF,-10.0,MIN,-3.0,@SF,-3.5,KC,3.0,ARI,-9.5,0.49559744502772
0.91,62.7,0.5,CAR,L,@TB,-3.5,@CLE,-2.0,NO,4.0,ATL,-3.5,@NO,8.0,0.1611759679197
0.9,62.9,2.3,MIA,W,BUF,-3.5,NE,7.5,@MIN,9.5,JAX,0.5,@BUF,2.0,0.0
0.86,59.7,0.3,PIT,L,LAC,-3.0,@OAK,-11.0,NE,-1.5,@NO,5.5,CIN,-10.0,0.64372787984965
0.84,57.8,0.2,ATL,L,BAL,-2.5,@GB,6.0,ARI,-8.0,@CAR,3.5,@TB,-1.0,0.26217483437589
0.61,42.2,0.2,BAL,W,@ATL,2.5,@KC,6.5,TB,-7.0,@LAC,2.5,CLE,-6.0,0.40601120465643
0.59,40.3,0.0,LAC,W,@PIT,3.0,CIN,-14.0,@KC,6.0,BAL,-2.5,@DEN,-1.0,0.4234362954747
0.55,37.1,0.1,BUF,L,@MIA,3.5,NYJ,-3.0,DET,1.0,@NE,15.0,MIA,-2.0,0.10921392117906
0.54,37.3,0.0,TB,W,CAR,3.5,NO,8.0,@BAL,7.0,@DAL,5.5,ATL,1.0,0.0
0.53,20.3,0.0,SF,L,@SEA,10.0,DEN,5.5,SEA,3.5,CHI,6.0,@LAR,14.0,0.0
0.53,36.0,0.3,NYG,W,CHI,4.0,@WAS,-3.5,TEN,-0.5,@IND,6.0,DAL,2.0,0.12287517739083
0.52,35.5,0.2,CIN,L,DEN,4.0,@LAC,14.0,OAK,-3.5,@CLE,3.5,@PIT,10.0,0.12029499098284
0.51,35.0,0.6,JAX,W,IND,4.0,@TEN,4.0,WAS,-3.0,@MIA,-0.5,@HOU,6.5,0.065476233243233
0.48,31.3,0.0,CLE,L,@HOU,5.0,CAR,2.0,@DEN,3.5,CIN,-3.5,@BAL,6.0,0.12441123601026
0.47,31.5,0.0,WAS,L,@PHI,5.5,NYG,3.5,@JAX,3.0,@TEN,3.5,PHI,2.0,0.0
0.44,30.4,0.0,MIN,L,@NE,6.0,@SEA,3.0,MIA,-9.5,@DET,-3.5,CHI,-2.5,0.45005677451104
0.38,25.5,0.1,DAL,W,NO,7.0,PHI,-3.5,@IND,3.0,TB,-5.5,@NYG,-2.0,0.33808642538903
0.36,20.6,0.0,NYJ,L,@TEN,10.5,@BUF,3.0,HOU,5.0,GB,4.5,@NE,14.0,0.0
0.31,20.1,0.0,DET,L,LAR,10.0,@ARI,-2.5,@BUF,-1.0,MIN,3.5,@GB,6.5,0.065220096532054
0.29,15.8,0.0,ARI,W,@GB,13.5,DET,2.5,@ATL,8.0,LAR,13.5,@SEA,9.5,0.0
0.21,13.2,0.0,OAK,L,KC,14.0,PIT,11.0,@CIN,3.5,DEN,3.0,@KC,14.0,0.0
