EV,W_pct,P_pct,Team,Team_Result,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.16,90.2,16.6,NE,W,MIA,-17.0,@BUF,-7.5,@MIA,-10.0,@PIT,-1.0,BUF,-13.0,NYJ,-15.0,1.0
1.14,87.9,8.5,PIT,W,GB,-14.0,@CIN,-5.5,BAL,-7.0,NE,1.0,@HOU,-7.0,CLE,-16.5,0.77938001145221
1.13,86.6,6.6,PHI,W,CHI,-14.0,@SEA,-5.0,@LAR,0.5,@NYG,-7.5,OAK,-7.0,DAL,-6.5,0.64040069508376
1.02,81.9,18.7,ATL,W,TB,-10.5,MIN,-3.0,NO,-3.0,@TB,-4.0,@NO,2.0,CAR,-3.5,0.32786091939174
0.99,76.3,3.5,BAL,W,HOU,-7.5,DET,-3.0,@PIT,7.0,@CLE,-5.0,IND,-7.0,CIN,-3.5,0.43215712417891
0.98,76.4,7.0,KC,L,BUF,-8.5,@NYJ,-3.0,OAK,-6.5,LAC,-4.5,MIA,-10.0,@DEN,-4.0,0.6710546357208
0.95,73.8,5.8,WAS,W,NYG,-7.0,@DAL,1.5,@LAC,3.5,ARI,-4.0,DEN,-3.5,@NYG,-2.5,0.23573628122119
0.93,71.7,4.5,SEA,W,@SF,-6.5,PHI,5.0,@JAX,2.0,LAR,-3.0,@DAL,1.0,ARI,-7.5,0.23272343446407
0.92,69.5,0.3,JAX,L,@ARI,-6.0,IND,-9.5,SEA,-2.0,HOU,-7.5,@SF,-6.5,@TEN,2.0,0.57403978937817
0.91,74.4,18.1,CIN,W,CLE,-7.5,PIT,5.5,CHI,-4.0,@MIN,6.0,DET,1.0,@BAL,3.5,0.1101383842233
0.88,68.5,4.8,CAR,W,@NYJ,-5.5,@NO,4.0,MIN,-3.0,GB,-7.0,TB,-6.5,@ATL,3.5,0.38657105408357
0.86,65.3,0.6,OAK,W,DEN,-3.5,NYG,-7.0,@KC,6.5,DAL,-2.5,@PHI,7.0,@LAC,3.0,0.21981965257132
0.8,61.1,0.7,TEN,W,@IND,-3.0,HOU,-7.5,@ARI,-3.0,@SF,-4.5,LAR,-1.0,JAX,-2.0,0.38500255708897
0.76,57.4,0.3,LAR,W,NO,-2.5,@ARI,-7.0,PHI,-0.5,@SEA,3.0,@TEN,1.0,SF,-10.5,0.41244955885808
0.74,55.9,0.3,MIN,W,@DET,-2.5,@ATL,3.0,@CAR,3.0,CIN,-6.0,@GB,-3.5,CHI,-8.0,0.41212949172486
0.69,51.7,0.1,LAC,W,@DAL,-1.0,CLE,-13.5,WAS,-3.5,@KC,4.5,@NYJ,-3.0,OAK,-3.0,0.48241773145488
0.63,48.3,2.0,DAL,L,LAC,1.0,WAS,-1.5,@NYG,-3.5,@OAK,2.5,SEA,-1.0,@PHI,6.5,0.10375701205563
0.58,44.1,0.1,DET,L,MIN,2.5,@BAL,3.0,@TB,-2.0,CHI,-7.0,@CIN,-1.0,GB,-6.5,0.36338936356635
0.56,42.6,0.2,NO,L,@LAR,2.5,CAR,-4.0,@ATL,3.0,NYJ,-9.5,ATL,-2.0,@TB,-3.5,0.44801369296948
0.52,38.9,0.1,IND,L,TEN,3.0,@JAX,9.5,@BUF,5.0,DEN,2.0,@BAL,7.0,HOU,-1.0,0.014582957323111
0.46,34.7,0.1,DEN,L,@OAK,3.5,@MIA,-1.0,NYJ,-3.5,@IND,-2.0,@WAS,3.5,KC,4.0,0.14096112220775
0.43,31.5,0.0,NYJ,L,CAR,5.5,KC,3.0,@DEN,3.5,@NO,9.5,LAC,3.0,@NE,15.0,0.0
0.41,25.6,0.1,CLE,L,@CIN,7.5,@LAC,13.5,GB,2.5,BAL,5.0,@CHI,4.5,@PIT,16.5,0.0
0.4,30.5,0.7,ARI,W,JAX,6.0,LAR,7.0,TEN,3.0,@WAS,4.0,NYG,-3.5,@SEA,7.5,0.078692223264053
0.39,28.3,0.0,SF,L,SEA,6.5,@CHI,3.5,@HOU,4.0,TEN,4.5,JAX,6.5,@LAR,10.5,0.0
0.37,26.2,0.1,NYG,L,@WAS,7.0,@OAK,7.0,DAL,3.5,PHI,7.5,@ARI,3.5,WAS,2.5,0.0
0.34,23.6,0.0,BUF,W,@KC,8.5,NE,7.5,IND,-5.0,MIA,-3.5,@NE,13.0,@MIA,1.0,0.21825565084717
0.33,23.7,0.0,HOU,L,@BAL,7.5,@TEN,7.5,SF,-4.0,@JAX,7.5,PIT,7.0,@IND,1.0,0.099072606912954
0.3,18.1,0.0,TB,L,@ATL,10.5,@GB,2.5,DET,2.0,ATL,4.0,@CAR,6.5,NO,3.5,0.0
0.19,13.4,0.0,CHI,L,@PHI,14.0,SF,-3.5,@CIN,4.0,@DET,7.0,CLE,-4.5,@MIN,8.0,0.22147700262649
0.18,12.1,0.0,GB,L,@PIT,14.0,TB,-2.5,@CLE,-2.5,@CAR,7.0,MIN,3.5,@DET,6.5,0.084056282390901
0.16,9.8,0.0,MIA,L,@NE,17.0,DEN,1.0,NE,10.0,@BUF,3.5,@KC,10.0,BUF,-1.0,0.012647212419115
