EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.15,81.6,20.4,NE,W,NYJ,-9.5,CHI,-5.5,DEN,3.0,BYE,,@IND,3.0,DET,-7.5,@GB,2.5,@SD,-4.0,MIA,-8.5,@NYJ,-10.0,BUF,-5.5,0.61251082027618
1.1,72.3,0.6,DEN,W,SF,-6.5,SD,-9.0,@NE,-3.0,@OAK,-11.5,@STL,-8.5,MIA,-6.5,@KC,1.0,BUF,-8.5,@SD,-4.5,@CIN,-3.5,OAK,-15.5,1.0
1.06,70.1,1.8,WAS,W,TEN,-6.0,@DAL,9.0,@MIN,1.0,BYE,,TB,-7.0,@SF,10.0,@IND,7.5,STL,2.5,@NYG,7.0,PHI,7.5,DAL,6.0,0.10557159823756
1.05,71.4,6.5,GB,W,CAR,-6.5,@NO,2.0,BYE,,CHI,-8.5,PHI,-4.5,@MIN,-7.5,NE,-2.5,ATL,-13.5,@BUF,-3.0,@TB,-11.5,DET,-8.0,0.85386556440071
1.05,70.5,5.1,BUF,W,MIN,-6.0,@NYJ,3.0,BYE,,KC,-1.5,@MIA,4.0,NYJ,-2.5,CLE,-3.0,@DEN,8.5,GB,3.0,@OAK,-7.0,@NE,5.5,0.19035805295537
1.01,71.4,13.6,BAL,W,ATL,-6.5,@CIN,-2.5,@PIT,2.5,TEN,-10.5,BYE,,@NO,2.5,SD,-6.5,@MIA,3.0,JAX,-14.0,@HOU,-6.5,CLE,-14.0,0.72760538540547
0.99,67.1,5.2,DAL,W,NYG,-4.5,WAS,-9.0,ARI,-1.5,@JAX,-7.5,BYE,,@NYG,-4.0,PHI,-3.0,@CHI,-4.0,@PHI,3.5,IND,-3.5,@WAS,-6.0,0.58314565812201
0.94,61.9,0.7,IND,W,CIN,-3.0,@PIT,-4.0,@NYG,-3.0,BYE,,NE,-3.0,JAX,-13.5,WAS,-7.5,@CLE,-3.0,HOU,-7.0,@DAL,3.5,@TEN,-7.5,0.6990146506194
0.94,70.5,23.5,SEA,L,@STL,-6.0,@CAR,-6.0,OAK,-13.5,NYG,-10.0,@KC,1.0,ARI,-7.5,@SF,1.0,@PHI,-1.5,SF,-10.0,@ARI,-9.5,STL,-11.0,0.91856525399616
0.93,65.0,10.6,CLE,L,@JAX,-4.0,OAK,-6.5,TB,-7.0,@CIN,6.5,HOU,-3.5,@ATL,3.0,@BUF,3.0,IND,3.0,CIN,-2.5,@CAR,5.5,@BAL,14.0,0.29153087963077
0.92,61.4,2.4,CHI,L,MIA,-3.0,@NE,5.5,BYE,,@GB,8.5,MIN,-1.5,TB,-4.0,@DET,7.5,DAL,4.0,NO,3.0,DET,10.0,@MIN,7.0,0.079976240539083
0.91,60.0,0.5,SD,L,KC,-3.0,@DEN,9.0,@MIA,3.0,BYE,,OAK,-10.5,STL,-5.0,@BAL,6.5,NE,4.0,DEN,4.5,@SF,2.0,@KC,3.0,0.22484802484063
0.89,61.7,8.1,ARI,W,@OAK,-3.5,PHI,-1.0,@DAL,1.5,STL,-7.0,DET,1.0,@SEA,7.5,@ATL,-1.5,KC,2.5,@STL,6.0,SEA,9.5,@SF,6.5,0.12044363480369
0.89,58.3,0.5,PIT,W,HOU,-3.0,IND,4.0,BAL,-2.5,@NYJ,-3.5,@TEN,-7.0,BYE,,NO,-3.5,@CIN,3.0,@ATL,-3.0,KC,-2.5,CIN,-3.0,0.34733514316938
0.76,50.0,0.1,NO,L,@DET,1.0,GB,-2.0,@CAR,-3.0,SF,-5.5,CIN,-7.5,BAL,-2.5,@PIT,3.5,CAR,-8.5,@CHI,-3.0,ATL,-5.5,@TB,-5.5,0.64770680335665
0.76,50.0,0.2,DET,W,NO,-1.0,@ATL,-3.5,BYE,,MIA,-3.0,@ARI,-1.0,@NE,7.5,CHI,-7.5,TB,-10.5,MIN,-8.0,@CHI,-10.0,@GB,8.0,0.61177055540435
0.64,41.7,0.1,HOU,L,@PIT,3.0,@TEN,-3.5,PHI,2.0,BYE,,@CLE,3.5,CIN,-2.5,TEN,-7.0,@JAX,-6.5,@IND,7.0,BAL,6.5,JAX,-8.0,0.41524394804539
0.64,38.3,0.0,OAK,L,ARI,3.5,@CLE,6.5,@SEA,13.5,DEN,11.5,@SD,10.5,KC,7.5,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
0.61,40.0,0.0,KC,W,@SD,3.0,STL,-7.5,NYJ,-8.0,@BUF,1.5,SEA,-1.0,@OAK,-7.5,DEN,-1.0,@ARI,-2.5,OAK,-11.0,@PIT,2.5,SD,-3.0,0.57816235003436
0.6,38.6,0.0,MIA,W,@CHI,3.0,@JAX,-7.0,SD,-3.0,@DET,3.0,BUF,-4.0,@DEN,6.5,@NYJ,-6.5,BAL,-3.0,@NE,8.5,MIN,-4.5,NYJ,-7.0,0.54868715017168
0.6,35.0,0.1,JAX,W,CLE,4.0,MIA,7.0,@CIN,10.5,DAL,7.5,BYE,,@IND,13.5,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.071118324733597
0.59,29.5,0.0,STL,W,SEA,6.0,@KC,7.5,@SF,10.5,@ARI,7.0,DEN,8.5,@SD,5.0,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.31505102404481
0.59,38.1,0.0,CIN,L,@IND,3.0,BAL,2.5,JAX,-10.5,CLE,-6.5,@NO,7.5,@HOU,2.5,@TB,-5.5,PIT,-3.0,@CLE,2.5,DEN,3.5,@PIT,3.0,0.35443970400917
0.53,32.9,0.0,NYG,L,@DAL,4.5,BYE,,IND,3.0,@SEA,10.0,SF,3.5,DAL,4.0,@JAX,-2.5,@TEN,-2.5,WAS,-7.0,@STL,6.5,PHI,1.0,0.16891132454202
0.52,28.6,0.0,ATL,L,@BAL,6.5,DET,3.5,BYE,,@TB,-3.0,@CAR,-2.5,CLE,-3.0,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.14350048167595
0.48,29.5,0.1,MIN,L,@BUF,6.0,@TB,2.0,WAS,-1.0,BYE,,@CHI,1.5,GB,7.5,CAR,-2.5,NYJ,-3.5,@DET,8.0,@MIA,4.5,CHI,-7.0,0.20516958731803
0.47,28.6,0.0,CAR,L,@GB,6.5,SEA,6.0,NO,3.0,@PHI,7.0,ATL,2.5,BYE,,@MIN,2.5,@NO,8.5,TB,-3.5,CLE,-5.5,@ATL,3.0,0.14268612627927
0.47,29.9,0.0,TEN,L,@WAS,6.0,HOU,3.5,BYE,,@BAL,10.5,PIT,7.0,@PHI,12.5,@HOU,7.0,NYG,2.5,NYJ,3.5,@JAX,4.5,IND,7.5,0.0
0.43,27.7,0.0,SF,L,@DEN,6.5,BYE,,STL,-10.5,@NO,5.5,@NYG,-3.5,WAS,-10.0,SEA,-1.0,@OAK,-8.0,@SEA,10.0,SD,-2.0,ARI,-6.5,0.58599656405252
