EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.08,79.3,8.5,KC,W,CAR,-10.5,BYE,,@LV,-5.5,@TB,-1.5,DEN,-14.0,@MIA,-8.0,@NO,-2.5,ATL,-10.5,LAC,-10.0,0.7780602319193
1.02,85.6,43.2,PIT,W,@DAL,-14.0,CIN,-7.0,@JAX,-9.5,BAL,-1.5,WAS,-13.5,@BUF,-0.5,@CIN,-7.0,IND,-3.5,@CLE,-3.0,0.6972569906325
1.01,78.0,18.9,NE,W,@NYJ,-9.5,BAL,7.5,@HOU,3.0,ARI,-1.0,@LAC,2.5,@LAR,5.0,@MIA,1.0,BUF,1.5,NYJ,-10.0,0.16420431343261
0.98,70.5,2.9,TEN,W,CHI,-6.0,IND,-2.0,@BAL,5.0,@IND,3.0,CLE,-3.5,@JAX,-6.5,DET,-6.0,@GB,4.0,@HOU,-1.5,0.31328844602946
0.96,72.0,9.9,HOU,W,@JAX,-6.5,@CLE,3.0,NE,-3.0,@DET,1.5,IND,2.0,@CHI,1.5,@IND,5.5,CIN,-5.5,TEN,1.5,0.12448665273694
0.96,71.1,7.9,GB,W,@SF,-6.5,JAX,-14.0,@IND,0.5,CHI,-8.0,PHI,-8.0,@DET,-4.0,CAR,-9.5,TEN,-4.0,@CHI,-4.0,0.82108777774086
0.95,69.2,3.6,ARI,L,MIA,-6.0,BUF,-2.0,@SEA,4.5,@NE,1.0,LAR,-0.5,@NYG,-4.0,PHI,-4.0,SF,-3.0,@LAR,3.5,0.21422539089271
0.93,66.5,1.1,ATL,W,DEN,-4.5,BYE,,@NO,7.0,LV,-1.5,NO,3.0,@LAC,3.0,TB,3.5,@KC,10.5,@TB,7.5,0.015157310544105
0.85,60.8,0.2,TB,L,NO,-3.0,@CAR,-5.0,LAR,-3.5,KC,1.5,BYE,,MIN,-7.0,@ATL,-3.5,@DET,-3.5,ATL,-7.5,0.50775301511984
0.85,61.0,1.6,MIN,W,DET,-3.0,@CHI,-2.5,DAL,-6.5,CAR,-3.5,JAX,-7.5,@TB,7.0,CHI,-3.5,@NO,6.5,@DET,1.5,0.39138120964482
0.84,60.0,0.5,SEA,L,@BUF,-3.0,@LAR,2.0,ARI,-4.5,@PHI,-3.5,NYG,-12.0,NYJ,-15.0,@WAS,-7.5,LAR,-3.0,@SF,-1.5,0.70154428416322
0.83,59.6,0.6,WAS,L,NYG,-3.0,@DET,6.0,CIN,-1.5,@DAL,3.0,@PIT,13.5,@SF,8.0,SEA,7.5,CAR,1.5,@PHI,6.0,0.017530665947989
0.75,53.3,0.0,IND,L,BAL,-1.0,@TEN,2.0,GB,-0.5,TEN,-3.0,@HOU,-2.0,@LV,-0.5,HOU,-5.5,@PIT,3.5,JAX,-10.5,0.33434181861867
0.73,52.0,0.3,LV,W,@LAC,-1.0,DEN,-5.0,KC,5.5,@ATL,1.5,@NYJ,-7.0,IND,0.5,LAC,-3.0,MIA,-4.0,@DEN,-3.0,0.35121537587758
0.68,48.0,0.1,LAC,L,LV,1.0,@MIA,2.5,NYJ,-9.5,@BUF,4.0,NE,-2.5,ATL,-3.0,@LV,3.0,DEN,-4.0,@KC,10.0,0.30171084990572
0.65,46.7,0.4,BAL,W,@IND,1.0,@NE,-7.5,TEN,-5.0,@PIT,1.5,DAL,-13.5,@CLE,-3.5,JAX,-15.5,NYG,-15.0,@CIN,-9.5,1.0
0.57,40.4,0.1,NYG,W,@WAS,3.0,PHI,3.5,BYE,,@CIN,3.5,@SEA,12.0,ARI,4.0,CLE,3.5,@BAL,15.0,DAL,-1.5,0.021210057090662
0.56,40.0,0.0,BUF,W,SEA,3.0,@ARI,2.0,BYE,,LAC,-4.0,@SF,1.5,PIT,0.5,@DEN,-4.0,@NE,-1.5,MIA,-6.0,0.25468055324334
0.56,39.0,0.0,DET,L,@MIN,3.0,WAS,-6.0,@CAR,2.0,HOU,-1.5,@CHI,2.5,GB,4.0,@TEN,6.0,TB,3.5,MIN,-1.5,0.13516599769429
0.55,39.2,0.0,NO,W,@TB,3.0,SF,-10.0,ATL,-7.0,@DEN,-5.5,@ATL,-3.0,@PHI,-3.5,KC,2.5,MIN,-6.5,@CAR,-4.0,0.62042665096648
0.48,33.5,0.1,DEN,L,@ATL,4.5,@LV,5.0,MIA,-1.0,NO,5.5,@KC,14.0,@CAR,3.5,BUF,4.0,@LAC,4.0,LV,3.0,0.006975761626297
0.45,30.8,0.0,MIA,W,@ARI,6.0,LAC,-2.5,@DEN,1.0,@NYJ,-4.0,CIN,-4.0,KC,8.0,NE,-1.0,@LV,4.0,@BUF,6.0,0.20121015888815
0.45,28.9,0.1,SF,L,GB,6.5,@NO,10.0,BYE,,@LAR,4.0,BUF,-1.5,WAS,-8.0,@DAL,-3.5,@ARI,3.0,SEA,1.5,0.21245450301696
0.45,28.0,0.0,JAX,L,HOU,6.5,@GB,14.0,PIT,9.5,CLE,4.0,@MIN,7.5,TEN,6.5,@BAL,15.5,CHI,3.0,@IND,10.5,0.0
0.43,29.5,0.0,CHI,L,@TEN,6.0,MIN,2.5,BYE,,@GB,8.0,DET,-2.5,HOU,-1.5,@MIN,3.5,@JAX,-3.0,GB,4.0,0.090840627956894
0.4,22.0,0.1,NYJ,L,NE,9.5,BYE,,@LAC,9.5,MIA,4.0,LV,7.0,@SEA,15.0,@LAR,14.0,CLE,6.5,@NE,10.0,0.0
0.38,14.4,0.0,DAL,L,PIT,14.0,BYE,,@MIN,6.5,WAS,-3.0,@BAL,13.5,@CIN,3.0,SF,3.5,PHI,2.0,@NYG,1.5,0.046534033588394
0.33,20.7,0.0,CAR,L,@KC,10.5,TB,5.0,DET,-2.0,@MIN,3.5,BYE,,DEN,-3.5,@GB,9.5,@WAS,-1.5,NO,4.0,0.10084470556673
,,,CIN,,BYE,,@PIT,7.0,@WAS,1.5,NYG,-3.5,@MIA,4.0,DAL,-3.0,PIT,7.0,@HOU,5.5,BAL,9.5,0.10265693666468
,,,CLE,,BYE,,HOU,-3.0,PHI,-3.5,@JAX,-4.0,@TEN,3.5,BAL,3.5,@NYG,-3.5,@NYJ,-6.5,PIT,3.0,0.36651752666432
,,,PHI,,BYE,,@NYG,-3.5,@CLE,3.5,SEA,3.5,@GB,8.0,NO,3.5,@ARI,4.0,@DAL,-2.0,WAS,-6.0,0.18344186399869
,,,LAR,,BYE,,SEA,-2.0,@TB,3.5,SF,-4.0,@ARI,0.5,NE,-5.0,NYJ,-14.0,@SEA,3.0,ARI,-3.5,0.43342552410533
