EV,W_pct,P_pct,Team,Team_Result,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.15,71.6,1.2,BAL,L,SD,-6.5,@MIA,3.0,JAX,-14.0,@HOU,-6.5,CLE,-14.0,0.89190858753401
1.14,74.7,10.3,DET,W,CHI,-7.5,TB,-10.5,MIN,-8.0,@CHI,-10.0,@GB,8.0,0.80180912031694
1.13,76.4,16.2,IND,W,WAS,-7.5,@CLE,-3.0,HOU,-7.0,@DAL,3.5,@TEN,-7.5,0.50604955919551
1.13,72.3,6.0,MIA,W,@NYJ,-6.5,BAL,-3.0,@NE,8.5,MIN,-4.5,NYJ,-7.0,0.4575416023808
1.1,72.9,11.1,HOU,W,TEN,-7.0,@JAX,-6.5,@IND,7.0,BAL,6.5,JAX,-8.0,0.43956470641923
1.05,67.6,5.5,CIN,W,@TB,-5.5,PIT,-3.0,@CLE,2.5,DEN,3.5,@PIT,3.0,0.077046292089035
1.0,62.3,0.8,PIT,L,NO,-3.5,@CIN,3.0,@ATL,-3.0,KC,-2.5,CIN,-3.0,0.2171699195123
0.99,61.1,0.5,DAL,L,PHI,-3.0,@CHI,-4.0,@PHI,3.5,IND,-3.5,@WAS,-6.0,0.42135497325537
0.97,60.0,0.8,BUF,W,CLE,-3.0,@DEN,8.5,GB,3.0,@OAK,-7.0,@NE,5.5,0.19362097801738
0.93,57.8,0.1,GB,W,NE,-2.5,ATL,-13.5,@BUF,-3.0,@TB,-11.5,DET,-8.0,1.0
0.91,70.0,33.2,STL,W,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.44945350830037
0.9,55.2,0.4,MIN,W,CAR,-2.5,NYJ,-3.5,@DET,8.0,@MIA,4.5,CHI,-7.0,0.35753046283081
0.85,52.2,0.0,KC,L,DEN,-1.0,@ARI,-2.5,OAK,-11.0,@PIT,2.5,SD,-3.0,0.42660874715484
0.85,52.6,1.3,ARI,L,@ATL,-1.5,KC,2.5,@STL,6.0,SEA,9.5,@SF,6.5,0.0
0.84,56.4,9.3,NYG,L,@JAX,-2.5,@TEN,-2.5,WAS,-7.0,@STL,6.5,PHI,1.0,0.28002810545384
0.84,51.7,0.1,SF,L,SEA,-1.0,@OAK,-8.0,@SEA,10.0,SD,-2.0,ARI,-6.5,0.47068671939862
0.78,48.3,0.1,SEA,W,@SF,1.0,@PHI,-1.5,SF,-10.0,@ARI,-9.5,STL,-11.0,0.82954014291479
0.78,43.6,0.1,JAX,W,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.14259132747197
0.77,47.4,0.6,ATL,W,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.067575785549943
0.77,47.8,0.3,DEN,W,@KC,1.0,BUF,-8.5,@SD,-4.5,@CIN,-3.5,OAK,-15.5,0.88962620632361
0.72,44.8,1.1,CAR,L,@MIN,2.5,@NO,8.5,TB,-3.5,CLE,-5.5,@ATL,3.0,0.28608385017796
0.71,30.0,0.1,OAK,L,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
0.68,42.2,0.1,NE,L,@GB,2.5,@SD,-4.0,MIA,-8.5,@NYJ,-10.0,BUF,-5.5,0.82641224403825
0.65,40.0,0.1,CLE,L,@BUF,3.0,IND,3.0,CIN,-2.5,@CAR,5.5,@BAL,14.0,0.043857116767259
0.63,38.9,0.2,PHI,W,@DAL,3.0,SEA,1.5,DAL,-3.5,@WAS,-7.5,@NYG,-1.0,0.3188602489245
0.61,37.7,0.2,NO,W,@PIT,3.5,CAR,-8.5,@CHI,-3.0,ATL,-5.5,@TB,-5.5,0.70126895753738
0.56,32.4,0.0,TB,L,CIN,5.5,@DET,10.5,@CAR,3.5,GB,11.5,NO,5.5,0.0
0.51,27.1,0.0,TEN,L,@HOU,7.0,NYG,2.5,NYJ,3.5,@JAX,4.5,IND,7.5,0.0
0.49,27.7,0.3,NYJ,L,MIA,6.5,@MIN,3.5,@TEN,-3.5,NE,10.0,@MIA,7.0,0.10829874957249
0.49,23.6,0.0,WAS,L,@IND,7.5,STL,2.5,@NYG,7.0,PHI,7.5,DAL,6.0,0.0
0.48,25.3,0.2,CHI,L,@DET,7.5,DAL,4.0,NO,3.0,DET,10.0,@MIN,7.0,0.0
0.47,28.4,0.0,SD,W,@BAL,6.5,NE,4.0,DEN,4.5,@SF,2.0,@KC,3.0,0.0
