EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.62,41.6,0.1,ARI,W,ATL,3.0,@NYG,3.0,@NO,9.5,SF,6.5,@TB,4.5,@SF,9.5,BYE,,LAR,7.0,PIT,1.0,CLE,3.5,@SEA,9.5,@LAR,10.5,0.0
0.61,43.0,2.1,NO,W,@JAX,2.5,@CHI,3.5,ARI,-9.5,BYE,,ATL,-7.0,@TB,-3.0,CAR,-4.0,@ATL,-3.5,SF,-2.5,IND,-4.0,@TEN,-1.5,@CAR,-0.5,0.45227824889486
0.6,37.3,0.0,DET,L,@GB,3.5,MIN,1.0,NYG,-6.0,@OAK,1.0,@CHI,4.5,DAL,1.5,@WAS,-5.0,CHI,1.5,@MIN,5.0,TB,-3.5,@DEN,-0.5,GB,2.5,0.20639584049577
0.57,39.0,0.1,SF,W,@LAR,3.0,@WAS,-9.5,CAR,-4.0,@ARI,-6.5,SEA,-3.0,ARI,-9.5,GB,-2.5,@BAL,2.5,@NO,2.5,ATL,-7.0,LAR,-2.0,@SEA,2.0,0.56901984733588
0.55,36.3,0.0,HOU,W,@KC,3.5,@IND,1.0,OAK,-6.0,JAX,-2.5,BYE,,@BAL,3.0,IND,-4.0,NE,3.5,DEN,-7.0,@TEN,-0.5,@TB,-3.0,TEN,-4.0,0.36287931172863
0.55,37.3,0.1,PHI,L,@MIN,3.5,@DAL,3.0,@BUF,-0.5,CHI,-3.0,BYE,,NE,3.0,SEA,-3.0,@MIA,-14.0,NYG,-9.5,@WAS,-8.0,DAL,-3.0,@NYG,-5.0,0.55276130102671
0.48,31.6,0.3,MIA,L,WAS,5.5,@BUF,16.5,@PIT,13.5,NYJ,4.0,@IND,14.0,BUF,10.0,@CLE,14.5,PHI,14.0,@NYJ,7.5,@NYG,10.5,CIN,4.0,@NE,18.5,0.0
0.46,30.3,0.0,PIT,W,@LAC,6.0,BYE,,MIA,-13.5,IND,0.5,LAR,4.0,@CLE,5.0,@CIN,-3.0,CLE,1.5,@ARI,-1.0,BUF,1.5,@NYJ,-3.0,@BAL,7.0,0.23044360378466
0.45,26.0,0.0,NYJ,W,DAL,7.0,NE,10.0,@JAX,7.0,@MIA,-4.0,NYG,1.0,@WAS,2.5,OAK,3.0,@CIN,3.0,MIA,-7.5,@BAL,11.5,PIT,3.0,@BUF,9.5,0.15989911322569
0.43,18.6,0.0,CIN,L,@BAL,10.5,JAX,3.0,LAR,12.0,BYE,,BAL,6.5,@OAK,6.0,PIT,3.0,NYJ,-3.0,@CLE,8.0,NE,11.5,@MIA,-4.0,CLE,4.0,0.10158010148031
0.23,11.4,0.0,NYG,L,@NE,16.5,ARI,-3.0,@DET,6.0,DAL,4.5,@NYJ,-1.0,BYE,,@CHI,8.0,GB,5.0,@PHI,9.5,MIA,-10.5,@WAS,-2.5,PHI,5.0,0.20392971939664
,,,BUF,,BYE,,MIA,-16.5,PHI,0.5,WAS,-9.5,@CLE,3.0,@MIA,-10.0,DEN,-5.5,@DAL,4.0,BAL,0.5,@PIT,-1.5,@NE,9.5,NYJ,-9.5,0.62275666932168
,,,CHI,,BYE,,NO,-3.5,LAC,-3.5,@PHI,3.0,DET,-4.5,@LAR,3.5,NYG,-8.0,@DET,-1.5,DAL,-2.5,@GB,3.0,KC,1.0,@MIN,3.0,0.31355218524841
,,,IND,,BYE,,HOU,-1.0,DEN,-5.0,@PIT,-0.5,MIA,-14.0,JAX,-3.5,@HOU,4.0,TEN,-3.0,@TB,0.5,@NO,4.0,CAR,-2.5,@JAX,1.5,0.35011294567986
,,,OAK,,BYE,,@GB,6.5,@HOU,6.0,DET,-1.0,LAC,1.5,CIN,-6.0,@NYJ,-3.0,@KC,9.5,TEN,-1.0,JAX,-2.0,@LAC,4.5,@DEN,2.0,0.15048866358611
