EV,W_pct,P_pct,Team,Team_Result,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.1,92.0,40.6,NE,W,KC,-17.0,@PHI,-3.0,IND,-20.5,@WAS,-7.0,@DEN,-7.0,MIA,-7.0,BUF,-10.0,1.0
1.09,85.7,7.2,GB,W,TB,-13.5,@DET,-4.5,@NYG,-7.0,OAK,-11.5,@KC,-10.5,CHI,-13.0,DET,6.5,0.91263645445334
0.97,76.2,3.4,DAL,W,@WAS,-7.0,MIA,-7.0,@ARI,-4.0,NYG,-4.5,@TB,-7.0,PHI,1.0,@NYG,3.0,0.51074854198866
0.97,81.3,24.0,SF,W,ARI,-10.0,@BAL,3.5,STL,-14.0,@ARI,-3.5,PIT,-3.0,@SEA,-1.5,@STL,-12.5,0.63571434962291
0.96,74.1,0.9,BAL,W,CIN,-7.0,SF,-3.5,@CLE,-7.0,IND,-16.5,@SD,-1.0,CLE,-11.0,@CIN,-2.5,0.7636215171689
0.92,71.9,4.1,NYJ,L,@DEN,-6.0,BUF,-9.5,@WAS,-3.0,KC,-10.5,@PHI,3.0,NYG,-1.5,@MIA,2.0,0.51914081186283
0.91,74.1,11.2,DET,W,CAR,-7.0,GB,4.5,@NO,9.0,MIN,-10.0,@OAK,-1.0,SD,1.0,@GB,-6.5,0.38515114540114
0.9,70.1,1.4,ATL,W,TEN,-6.0,MIN,-10.0,@HOU,-1.0,@CAR,-3.0,JAX,-13.5,@NO,7.0,TB,-10.0,0.69944065702988
0.87,67.6,0.9,NYG,L,PHI,-6.0,@NO,7.0,GB,7.0,@DAL,4.5,WAS,-5.5,@NYJ,1.5,DAL,-3.0,0.18332602232601
0.86,66.8,2.0,CHI,W,SD,-4.5,@OAK,3.0,KC,-9.0,@DEN,3.5,SEA,-3.5,@GB,13.0,@MIN,1.5,0.26563956671502
0.77,58.8,0.1,MIA,W,BUF,-3.0,@DAL,7.0,OAK,-3.5,PHI,-3.0,@BUF,-1.0,@NE,7.0,NYJ,-2.0,0.14091702999305
0.76,58.6,0.2,STL,L,SEA,-3.0,ARI,-1.0,@SF,14.0,@SEA,9.0,CIN,7.0,@PIT,10.0,SF,12.5,0.036241142261965
0.73,56.1,0.0,MIN,L,OAK,-1.5,@ATL,10.0,DEN,-1.0,@DET,10.0,NO,7.0,@WAS,6.0,CHI,-1.5,0.074009627288516
0.7,54.0,0.2,CLE,W,JAX,-1.0,@CIN,6.5,BAL,7.0,@PIT,14.0,@ARI,6.0,@BAL,11.0,PIT,7.0,0.0
0.59,46.0,0.3,JAX,L,@CLE,1.0,HOU,6.0,SD,3.0,TB,3.0,@ATL,13.5,@TEN,8.0,IND,-3.0,0.064077864995436
0.56,43.9,1.7,OAK,W,@MIN,1.5,CHI,-3.0,@MIA,3.5,@GB,11.5,DET,1.0,@KC,2.5,SD,-2.5,0.08030610851487
0.54,41.4,0.2,SEA,W,@STL,3.0,WAS,-3.0,PHI,3.0,STL,-9.0,@CHI,3.5,SF,1.5,@ARI,2.5,0.22267258341549
0.53,41.2,1.1,BUF,L,@MIA,3.0,@NYJ,9.5,TEN,-1.0,@SD,7.0,MIA,1.0,DEN,3.0,@NE,10.0,0.0029701509549263
0.44,33.2,0.0,SD,L,@CHI,4.5,DEN,-4.5,@JAX,-3.0,BUF,-7.0,BAL,1.0,@DET,-1.0,@OAK,2.5,0.3248831048906
0.42,32.4,0.0,PHI,W,@NYG,6.0,NE,3.0,@SEA,-3.0,@MIA,3.0,NYJ,-3.0,@DAL,-1.0,WAS,-7.0,0.31221324646471
0.39,29.9,0.0,TEN,L,@ATL,6.0,TB,-3.0,@BUF,1.0,NO,3.5,@IND,-6.5,JAX,-8.0,@HOU,-1.0,0.41478708165486
0.38,25.9,0.0,CAR,L,@DET,7.0,@IND,-3.5,@TB,-1.0,ATL,3.0,@HOU,6.0,TB,-9.0,@NO,7.0,0.2970072456688
0.38,28.1,0.2,DEN,W,NYJ,6.0,@SD,4.5,@MIN,1.0,CHI,-3.5,NE,7.0,@BUF,-3.0,KC,-1.0,0.14049060031278
0.34,25.9,0.1,CIN,L,@BAL,7.0,CLE,-6.5,@PIT,7.0,HOU,-2.5,@STL,-7.0,ARI,-4.5,BAL,2.5,0.43877734797068
0.33,18.7,0.0,ARI,L,@SF,10.0,@STL,1.0,DAL,4.0,SF,3.5,CLE,-6.0,@CIN,4.5,SEA,-2.5,0.16074737271989
0.32,23.8,0.0,WAS,L,DAL,7.0,@SEA,3.0,NYJ,3.0,NE,7.0,@NYG,5.5,MIN,-6.0,@PHI,7.0,0.12087403024287
0.2,14.3,0.0,TB,L,@GB,13.5,@TEN,3.0,CAR,1.0,@JAX,-3.0,DAL,7.0,@CAR,9.0,@ATL,10.0,0.050679981580533
0.2,8.0,0.0,KC,L,@NE,17.0,PIT,10.5,@CHI,9.0,@NYJ,10.5,GB,10.5,OAK,-2.5,@DEN,1.0,0.049570304786207
,,,HOU,,BYE,,@JAX,-6.0,ATL,1.0,@CIN,2.5,CAR,-6.0,@IND,-7.0,TEN,1.0,0.40502167280422
,,,IND,,BYE,,CAR,3.5,@NE,20.5,@BAL,16.5,TEN,6.5,HOU,7.0,@JAX,3.0,0.0
,,,NO,,BYE,,NYG,-7.0,DET,-9.0,@TEN,-3.5,@MIN,-7.0,ATL,-7.0,CAR,-7.0,0.85776534353364
,,,PIT,,BYE,,@KC,-10.5,CIN,-7.0,CLE,-14.0,@SF,3.0,STL,-10.0,@CLE,-7.0,0.95649803624994
