EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.85,57.8,0.6,DAL,W,@ARI,-3.0,LAR,-7.5,GB,-3.0,BYE,,@SF,-9.5,@WAS,-3.5,KC,-3.5,@ATL,3.0,PHI,-6.5,LAC,-8.0,WAS,-7.5,@NYG,-2.5,@OAK,2.0,SEA,-3.0,@PHI,-2.0,0.61775483099908
0.84,57.8,1.4,KC,W,@LAC,-3.0,WAS,-6.5,@HOU,-3.0,PIT,-2.0,@OAK,3.0,DEN,-4.0,@DAL,3.5,BYE,,@NYG,-2.5,BUF,-9.5,@NYJ,-9.5,OAK,-3.0,LAC,-7.0,MIA,-6.5,@DEN,-1.5,0.60538799113595
0.84,57.6,1.4,LAR,W,@SF,-3.0,@DAL,7.5,SEA,4.0,@JAX,3.0,ARI,1.0,BYE,,@NYG,6.0,HOU,-0.5,@MIN,6.5,NO,-2.0,@ARI,4.5,PHI,2.0,@SEA,9.5,@TEN,6.5,SF,-7.0,0.10691322827279
0.79,53.8,0.2,TEN,W,SEA,-2.0,@HOU,-1.5,@MIA,1.5,IND,-8.0,@CLE,-6.5,BYE,,BAL,-3.0,CIN,-6.0,@PIT,5.5,@IND,-3.5,HOU,-4.0,@ARI,1.5,@SF,-6.5,LAR,-6.5,JAX,-7.0,0.59107119081529
0.75,51.2,0.8,CLE,L,@IND,-1.0,CIN,3.5,NYJ,-4.0,@HOU,7.5,TEN,6.5,MIN,6.5,BYE,,@DET,4.5,JAX,3.0,@CIN,7.0,@LAC,7.0,GB,8.0,BAL,6.0,@CHI,3.5,@PIT,13.5,0.052375486657027
0.74,50.0,0.1,MIN,W,TB,1.0,DET,-3.0,@CHI,-4.5,GB,1.0,BAL,-3.0,@CLE,-6.5,BYE,,@WAS,-1.0,LAR,-6.5,@DET,3.0,@ATL,4.5,@CAR,3.0,CIN,-5.0,@GB,4.5,CHI,-9.5,0.43440218594108
0.73,50.0,0.7,TB,L,@MIN,-1.0,NYG,-3.0,NE,3.5,@ARI,1.5,@BUF,-3.0,CAR,-3.0,@NO,-1.5,NYJ,-11.0,@MIA,1.0,@ATL,6.0,@GB,4.5,DET,-3.0,ATL,2.0,@CAR,3.0,NO,-6.0,0.30718510221399
0.72,48.8,0.7,IND,W,CLE,1.0,@SEA,13.0,SF,-5.5,@TEN,8.0,JAX,0.5,@CIN,6.0,@HOU,6.5,PIT,7.0,BYE,,TEN,3.5,@JAX,4.0,@BUF,4.0,DEN,4.5,@BAL,8.0,HOU,3.5,0.06326857488026
0.68,46.2,0.1,SEA,L,@TEN,2.0,IND,-13.0,@LAR,-4.0,BYE,,@NYG,-1.5,HOU,-7.0,WAS,-7.0,@ARI,-2.5,ATL,-2.5,@SF,-8.0,PHI,-5.0,@JAX,-4.0,LAR,-9.5,@DAL,3.0,ARI,-6.0,0.76904431797246
0.63,42.4,0.2,SF,L,LAR,3.0,@ARI,7.0,@IND,5.5,@WAS,9.5,DAL,9.5,@PHI,9.5,ARI,5.5,NYG,6.5,BYE,,SEA,8.0,@CHI,4.0,@HOU,9.0,TEN,6.5,JAX,3.5,@LAR,7.0,0.0
0.63,42.2,0.0,LAC,L,KC,3.0,PHI,-1.0,@NYG,4.0,@OAK,7.5,DEN,1.5,@NE,10.5,BYE,,@JAX,2.0,BUF,-3.5,@DAL,8.0,CLE,-7.0,WAS,-3.0,@KC,7.0,@NYJ,-4.5,OAK,3.5,0.21488233514875
0.63,42.2,0.0,ARI,L,DAL,3.0,SF,-7.0,@PHI,3.0,TB,-1.5,@LAR,-1.0,BYE,,@SF,-5.5,SEA,2.5,@HOU,2.0,JAX,-4.5,LAR,-4.5,TEN,-1.5,@WAS,1.5,NYG,-2.5,@SEA,6.0,0.31382021600194
0.61,40.7,0.0,JAX,W,BAL,3.0,@NYJ,-3.5,@PIT,9.5,LAR,-3.0,@IND,-0.5,BYE,,CIN,-2.0,LAC,-2.0,@CLE,-3.0,@ARI,4.5,IND,-4.0,SEA,4.0,HOU,-1.0,@SF,-3.5,@TEN,7.0,0.23814579553615
0.6,40.7,0.0,DET,L,ATL,3.0,@MIN,3.0,CAR,-3.0,@NO,-2.5,BYE,,PIT,1.5,@GB,4.5,CLE,-4.5,@CHI,-4.5,MIN,-3.0,@BAL,3.0,@TB,3.0,CHI,-9.5,@CIN,-1.5,GB,-0.5,0.30345257811119
0.58,38.0,0.0,BUF,W,DEN,3.5,@ATL,8.0,@CIN,3.5,BYE,,TB,3.0,OAK,4.0,@NYJ,-4.0,NO,-1.5,@LAC,3.5,@KC,9.5,NE,8.0,IND,-4.0,MIA,1.5,@NE,13.5,@MIA,6.0,0.10850157105662
0.56,32.5,0.1,NYJ,W,MIA,5.5,JAX,3.5,@CLE,4.0,NE,12.0,@MIA,10.5,ATL,9.5,BUF,4.0,@TB,11.0,BYE,,CAR,7.0,KC,9.5,@DEN,11.5,@NO,9.5,LAC,4.5,@NE,17.0,0.0
0.54,36.7,0.0,WAS,W,OAK,3.5,@KC,6.5,BYE,,SF,-9.5,@PHI,3.5,DAL,3.5,@SEA,7.0,MIN,1.0,@NO,2.0,NYG,-1.0,@DAL,7.5,@LAC,3.0,ARI,-1.5,DEN,1.5,@NYG,3.5,0.11701981203402
0.53,25.6,0.0,CIN,L,@GB,7.0,@CLE,-3.5,BUF,-3.5,BYE,,@PIT,8.0,IND,-6.0,@JAX,2.0,@TEN,6.0,@DEN,5.5,CLE,-7.0,PIT,3.5,CHI,-6.5,@MIN,5.0,DET,1.5,@BAL,6.0,0.31420360540043
0.52,34.7,0.0,NO,W,@CAR,5.0,@MIA,-2.5,BYE,,DET,2.5,@GB,8.0,CHI,-6.5,TB,1.5,@BUF,1.5,WAS,-2.0,@LAR,2.0,CAR,2.0,@ATL,8.0,NYJ,-9.5,ATL,3.5,@TB,6.0,0.21137216800044
0.51,33.6,0.0,NYG,L,@PHI,5.0,@TB,3.0,LAC,-4.0,@DEN,3.5,SEA,1.5,BYE,,LAR,-6.0,@SF,-6.5,KC,2.5,@WAS,1.0,@OAK,5.0,DAL,2.5,PHI,-3.0,@ARI,2.5,WAS,-3.5,0.25523345727435
0.46,26.5,0.0,CHI,W,PIT,7.0,@GB,7.5,MIN,4.5,@BAL,9.5,CAR,4.5,@NO,6.5,BYE,,GB,7.0,DET,4.5,@PHI,8.0,SF,-4.0,@CIN,6.5,@DET,9.5,CLE,-3.5,@MIN,9.5,0.094405096998254
0.29,12.1,0.0,HOU,L,@NE,13.5,TEN,1.5,KC,3.0,CLE,-7.5,BYE,,@SEA,7.0,IND,-6.5,@LAR,0.5,ARI,-2.0,@BAL,4.0,@TEN,4.0,SF,-9.0,@JAX,1.0,PIT,3.5,@IND,-3.5,0.31922695046027
