EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.19,87.9,27.8,NE,W,HOU,-13.5,CAR,-9.0,@TB,-3.5,@NYJ,-12.0,ATL,-4.5,LAC,-10.5,BYE,,@DEN,-3.0,@OAK,-1.5,MIA,-9.5,@BUF,-8.0,@MIA,-5.0,@PIT,0.5,BUF,-13.5,NYJ,-17.0,1.0
1.02,73.5,12.2,PIT,L,@CHI,-7.0,@BAL,-3.0,JAX,-9.5,@KC,2.0,CIN,-8.0,@DET,-1.5,BYE,,@IND,-7.0,TEN,-5.5,GB,-3.5,@CIN,-3.5,BAL,-6.0,NE,-0.5,@HOU,-3.5,CLE,-13.5,0.69968717982978
0.96,66.4,3.3,PHI,W,NYG,-5.0,@LAC,1.0,ARI,-3.0,@CAR,3.5,WAS,-3.5,SF,-9.5,DEN,-1.5,BYE,,@DAL,6.5,CHI,-8.0,@SEA,5.0,@LAR,-2.0,@NYG,3.0,OAK,1.5,DAL,2.0,0.30304031636547
0.95,65.3,2.0,CAR,L,NO,-5.0,@NE,9.0,@DET,3.0,PHI,-3.5,@CHI,-4.5,@TB,3.0,ATL,1.0,MIA,-3.5,BYE,,@NYJ,-7.0,@NO,-2.0,MIN,-3.0,GB,0.5,TB,-3.0,@ATL,4.0,0.29782927695858
0.94,74.4,28.2,GB,W,CIN,-7.0,CHI,-7.5,@DAL,3.0,@MIN,-1.0,NO,-8.0,BYE,,DET,-4.5,@CHI,-7.0,BAL,-4.5,@PIT,3.5,TB,-4.5,@CLE,-8.0,@CAR,-0.5,MIN,-4.5,@DET,0.5,0.59615383482846
0.93,63.3,0.7,OAK,L,@WAS,-3.5,@DEN,3.0,BAL,-4.0,LAC,-7.5,KC,-3.0,@BUF,-4.0,@MIA,-2.5,BYE,,NE,1.5,DEN,-3.5,NYG,-5.0,@KC,3.0,DAL,-2.0,@PHI,-1.5,@LAC,-3.5,0.41836143747246
0.91,67.5,13.6,MIA,L,@NYJ,-5.5,NO,2.5,TEN,-1.5,@ATL,7.0,NYJ,-10.5,@BAL,3.5,OAK,2.5,@CAR,3.5,TB,-1.0,@NE,9.5,DEN,-0.5,NE,5.0,@BUF,-1.5,@KC,6.5,BUF,-6.0,0.20318376794861
0.89,62.0,3.5,DEN,L,@BUF,-3.5,OAK,-3.0,BYE,,NYG,-3.5,@LAC,-1.5,@KC,4.0,@PHI,1.5,NE,3.0,CIN,-5.5,@OAK,3.5,@MIA,0.5,NYJ,-11.5,@IND,-4.5,@WAS,-1.5,KC,1.5,0.3369267373469
0.87,59.3,0.3,ATL,W,@DET,-3.0,BUF,-8.0,BYE,,MIA,-7.0,@NE,4.5,@NYJ,-9.5,@CAR,-1.0,DAL,-3.0,@SEA,2.5,TB,-6.0,MIN,-4.5,NO,-8.0,@TB,-2.0,@NO,-3.5,CAR,-4.0,0.64885214465718
0.86,59.3,1.9,BAL,L,@JAX,-3.0,PIT,3.0,@OAK,4.0,CHI,-9.5,@MIN,3.0,MIA,-3.5,@TEN,3.0,BYE,,@GB,4.5,HOU,-4.0,DET,-3.0,@PIT,6.0,@CLE,-6.0,IND,-8.0,CIN,-6.0,0.4490722988708
