EV,W_pct,P_pct,Team,Team_Result,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.47,80.6,4.1,HOU,W,IND,-10.5,MIN,-9.5,@IND,-6.5,0.61909459985196
1.26,66.3,0.4,CLE,L,WAS,-4.0,@DEN,11.0,@PIT,10.0,0.0
1.22,66.1,1.7,OAK,W,KC,-4.5,@CAR,9.5,@SD,9.5,0.0
1.21,66.3,2.9,CIN,W,@PHI,-4.5,@PIT,3.0,BAL,-4.5,0.21938730302838
1.19,64.6,1.5,NE,L,SF,-4.0,@JAX,-14.0,MIA,-11.0,0.92574924830502
1.16,65.9,5.7,SEA,W,@BUF,-4.5,SF,-2.5,STL,-11.0,0.50619390353108
1.15,64.0,3.5,NO,W,TB,-3.5,@DAL,1.0,CAR,-4.0,0.20164667750202
1.12,60.3,0.8,SD,L,CAR,-3.0,@NYJ,3.0,OAK,-9.5,0.33552032201242
1.09,58.4,0.5,GB,W,@CHI,-3.0,TEN,-10.5,@MIN,-3.0,0.57306452739179
1.08,57.6,0.2,DEN,W,@BAL,-3.0,CLE,-11.0,KC,-17.0,1.0
1.06,69.7,20.1,DET,L,@ARI,-6.0,ATL,3.5,CHI,3.0,0.0
1.04,55.7,0.9,STL,L,MIN,-1.0,@TB,3.0,@SEA,11.0,0.0
0.98,24.4,0.0,JAX,L,@MIA,8.0,NE,14.0,@TEN,6.0,0.0
0.97,51.7,0.2,ATL,W,NYG,-1.0,@DET,-3.5,TB,-3.0,0.28981383750554
0.96,51.2,0.2,PIT,L,@DAL,-1.0,CIN,-3.0,CLE,-10.0,0.54441605627537
0.94,50.0,0.3,NYJ,L,@TEN,-1.0,SD,-3.0,@BUF,3.5,0.090605028069478
0.94,50.0,0.5,TEN,W,NYJ,1.0,@GB,10.5,JAX,-6.0,0.26865108786055
0.92,48.8,0.0,DAL,W,PIT,1.0,NO,-1.0,@WAS,3.0,0.078180212950851
0.91,48.3,0.1,NYG,L,@ATL,1.0,@BAL,-1.0,PHI,-6.5,0.35239977729583
0.9,75.6,54.9,MIA,W,JAX,-8.0,BUF,-5.0,@NE,11.0,0.24021811773414
0.84,44.3,0.3,MIN,W,@STL,1.0,@HOU,9.5,GB,3.0,0.0
0.82,30.3,0.0,ARI,W,DET,6.0,CHI,7.0,@SF,16.0,0.0
0.8,42.4,0.0,BAL,L,DEN,3.0,NYG,1.0,@CIN,4.5,0.0
0.79,41.6,0.0,CHI,L,GB,3.0,@ARI,-7.0,@DET,-3.0,0.43261549378786
0.76,39.7,0.1,CAR,W,@SD,3.0,OAK,-9.5,@NO,4.0,0.38457144748828
0.73,36.0,0.0,TB,L,@NO,3.5,STL,-3.0,@ATL,3.0,0.10806220932291
0.72,34.1,0.0,BUF,L,SEA,4.5,@MIA,5.0,NYJ,-3.5,0.16016596509794
0.69,35.4,0.0,SF,W,@NE,4.0,@SEA,2.5,ARI,-16.0,0.54014975573669
0.67,33.7,0.0,PHI,L,CIN,4.5,WAS,4.5,@NYG,6.5,0.0
0.66,33.9,0.0,KC,L,@OAK,4.5,IND,4.5,@DEN,17.0,0.0
0.62,33.7,1.1,WAS,W,@CLE,4.0,@PHI,-4.5,DAL,-3.0,0.39051930670833
0.41,19.4,0.0,IND,L,@HOU,10.5,@KC,-4.5,HOU,6.5,0.22844961340933
