EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.78,51.2,0.3,PHI,W,@WAS,-1.0,@KC,4.5,NYG,-1.0,@LAC,1.5,ARI,-2.0,@CAR,3.5,WAS,-3.5,SF,-9.0,DEN,-2.0,BYE,,@DAL,6.5,CHI,-7.0,@SEA,6.5,@LAR,-3.0,@NYG,3.5,OAK,1.0,DAL,1.5,0.23023271792805
0.75,48.8,0.2,WAS,L,PHI,1.0,@LAR,2.5,OAK,2.5,@KC,6.5,BYE,,SF,-8.0,@PHI,3.5,DAL,3.0,@SEA,8.0,MIN,-1.5,@NO,3.0,NYG,1.5,@DAL,7.0,@LAC,3.0,ARI,-1.0,DEN,1.0,@NYG,6.5,0.08630525578695
0.73,47.8,,TB(PPD),,@MIA,0.0,CHI,-7.0,@MIN,3.0,NYG,-2.0,NE,3.5,@ARI,3.0,@BUF,-2.0,CAR,-2.5,@NO,1.5,NYJ,-9.5,@MIA,1.0,@ATL,6.0,@GB,6.5,DET,-3.5,ATL,1.5,@CAR,3.0,NO,-3.5,0.27046429768086
0.69,44.8,0.2,DET,W,ARI,2.5,@NYG,3.5,ATL,3.0,@MIN,3.5,CAR,-1.0,@NO,3.0,BYE,,PIT,3.0,@GB,7.5,CLE,1.5,@CHI,-2.0,MIN,-2.0,@BAL,3.0,@TB,3.5,CHI,-6.5,@CIN,3.0,GB,3.5,0.089568898427553
0.68,44.1,0.1,SEA,L,@GB,2.5,SF,-13.5,@TEN,-1.5,IND,-7.5,@LAR,-6.5,BYE,,@NYG,0.5,HOU,-7.0,WAS,-8.0,@ARI,-1.5,ATL,-3.0,@SF,-8.0,PHI,-6.5,@JAX,-4.0,LAR,-13.0,@DAL,3.0,ARI,-4.0,0.76244139581212
0.67,43.4,0.1,BAL,W,@CIN,2.5,CLE,-7.5,@JAX,-1.0,PIT,3.0,@OAK,5.5,CHI,-7.0,@MIN,3.5,MIA,-3.0,@TEN,3.0,BYE,,@GB,7.0,HOU,-2.5,DET,-3.0,@PIT,6.5,@CLE,-4.0,IND,-3.5,CIN,-2.5,0.30299641364278
0.66,43.4,0.7,OAK,W,@TEN,3.0,NYJ,-14.0,@WAS,-2.5,@DEN,1.0,BAL,-5.5,LAC,-7.0,KC,-3.0,@BUF,-3.5,@MIA,-1.5,BYE,,NE,2.5,DEN,-3.5,NYG,-3.0,@KC,3.0,DAL,-1.5,@PHI,-1.0,@LAC,-3.0,0.4111592257096
0.65,42.2,0.2,LAC,L,@DEN,3.0,MIA,-4.5,KC,2.5,PHI,-1.5,@NYG,6.5,@OAK,7.0,DEN,-1.0,@NE,10.5,BYE,,@JAX,2.5,BUF,-3.5,@DAL,8.0,CLE,-7.5,WAS,-3.0,@KC,6.5,@NYJ,-3.0,OAK,3.0,0.21742636981894
0.63,39.4,0.2,IND,L,@LAR,3.5,ARI,7.5,CLE,-8.0,@SEA,7.5,SF,-8.0,@TEN,4.0,JAX,-4.0,@CIN,3.5,@HOU,3.5,PIT,3.0,BYE,,TEN,-1.0,@JAX,1.0,@BUF,0.5,DEN,-0.5,@BAL,3.5,HOU,1.0,0.20626608981793
0.59,38.4,0.2,NO,L,@MIN,3.0,NE,7.0,@CAR,3.5,@MIA,3.0,BYE,,DET,-3.0,@GB,7.0,CHI,-6.5,TB,-1.5,@BUF,-0.5,WAS,-3.0,@LAR,-3.0,CAR,-1.5,@ATL,7.0,NYJ,-8.0,ATL,1.5,@TB,3.5,0.22245302640639
0.57,33.4,0.0,JAX,W,@HOU,5.0,TEN,1.5,BAL,1.0,@NYJ,-2.5,@PIT,9.5,LAR,-4.0,@IND,4.0,BYE,,CIN,-0.5,LAC,-2.5,@CLE,-3.0,@ARI,6.5,IND,-1.0,SEA,4.0,HOU,1.5,@SF,-2.5,@TEN,6.5,0.12509834130695
0.57,34.7,0.1,SF,L,CAR,4.0,@SEA,13.5,LAR,-1.5,@ARI,9.5,@IND,8.0,@WAS,8.0,DAL,8.0,@PHI,9.0,ARI,4.5,NYG,6.5,BYE,,SEA,8.0,@CHI,4.0,@HOU,9.5,TEN,4.0,JAX,2.5,@LAR,4.0,0.0073703137730919
0.52,25.1,0.2,NYJ,L,@BUF,7.0,@OAK,14.0,MIA,3.5,JAX,2.5,@CLE,3.0,NE,10.5,@MIA,9.5,ATL,8.0,BUF,2.5,@TB,9.5,BYE,,CAR,5.0,KC,7.0,@DEN,9.5,@NO,8.0,LAC,3.0,@NE,16.5,0.0
0.51,28.3,0.0,CHI,L,ATL,6.5,@TB,7.0,PIT,6.5,@GB,10.5,MIN,3.0,@BAL,7.0,CAR,3.0,@NO,6.5,BYE,,GB,7.0,DET,2.0,@PHI,7.0,SF,-4.0,@CIN,6.5,@DET,6.5,CLE,-4.0,@MIN,6.5,0.082148792894664
0.48,21.2,0.1,CLE,L,PIT,10.0,@BAL,7.5,@IND,8.0,CIN,4.0,NYJ,-3.0,@HOU,9.5,TEN,6.0,MIN,6.5,BYE,,@DET,-1.5,JAX,3.0,@CIN,8.0,@LAC,7.5,GB,9.5,BAL,4.0,@CHI,4.0,@PIT,13.5,0.029697044420716
0.47,30.4,0.1,NYG,L,@DAL,6.0,DET,-3.5,@PHI,1.0,@TB,2.0,LAC,-6.5,@DEN,2.0,SEA,-0.5,BYE,,LAR,-9.5,@SF,-6.5,KC,-2.0,@WAS,-1.5,@OAK,3.0,DAL,-0.5,PHI,-3.5,@ARI,2.0,WAS,-6.5,0.36321644005843
0.36,21.0,0.1,KC,W,@NE,8.0,PHI,-4.5,@LAC,-2.5,WAS,-6.5,@HOU,-0.5,PIT,-1.5,@OAK,3.0,DEN,-4.0,@DAL,4.0,BYE,,@NYG,2.0,BUF,-7.5,@NYJ,-7.0,OAK,-3.0,LAC,-6.5,MIA,-6.0,@DEN,-1.5,0.46462976148492
