EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.17,79.0,7.3,NE,L,KC,-8.0,@NO,-7.0,HOU,-8.0,CAR,-8.0,@TB,-3.5,@NYJ,-10.5,ATL,-6.5,LAC,-10.5,BYE,,@DEN,-3.5,@OAK,-2.5,MIA,-9.5,@BUF,-8.0,@MIA,-5.5,@PIT,-1.5,BUF,-13.5,NYJ,-16.5,1.0
1.06,69.6,0.7,DAL,W,NYG,-6.0,@DEN,-2.0,@ARI,-1.5,LAR,-11.0,GB,-3.0,BYE,,@SF,-8.0,@WAS,-3.0,KC,-4.0,@ATL,2.0,PHI,-6.5,LAC,-8.0,WAS,-7.0,@NYG,0.5,@OAK,1.5,SEA,-3.0,@PHI,-1.5,0.52117217975766
1.05,78.8,28.2,PIT,W,@CLE,-10.0,MIN,-6.5,@CHI,-6.5,@BAL,-3.0,JAX,-9.5,@KC,1.5,CIN,-7.0,@DET,-3.0,BYE,,@IND,-3.0,TEN,-6.5,GB,-3.0,@CIN,-2.5,BAL,-6.5,NE,1.5,@HOU,-2.0,CLE,-13.5,0.63236844436782
1.01,71.7,13.5,ATL,W,@CHI,-6.5,GB,-2.5,@DET,-3.0,BUF,-9.5,BYE,,MIA,-7.0,@NE,6.5,@NYJ,-8.0,@CAR,-0.5,DAL,-2.0,@SEA,3.0,TB,-6.0,MIN,-6.0,NO,-7.0,@TB,-1.5,@NO,-1.5,CAR,-3.5,0.51304996627383
1.0,74.9,24.3,BUF,W,NYJ,-7.0,@CAR,7.5,DEN,1.5,@ATL,9.5,@CIN,5.0,BYE,,TB,2.0,OAK,3.5,@NYJ,-2.5,NO,0.5,@LAC,3.5,@KC,7.5,NE,8.0,IND,-0.5,MIA,-0.5,@NE,13.5,@MIA,5.5,0.020838825877001
0.96,65.3,5.8,CAR,W,@SF,-4.0,BUF,-7.5,NO,-3.5,@NE,8.0,@DET,1.0,PHI,-3.5,@CHI,-3.0,@TB,2.5,ATL,0.5,MIA,-3.5,BYE,,@NYJ,-5.0,@NO,1.5,MIN,-3.5,GB,1.5,TB,-3.0,@ATL,3.5,0.31508869694852
0.96,66.6,9.2,HOU,L,JAX,-5.0,@CIN,5.0,@NE,8.0,TEN,-3.0,KC,0.5,CLE,-9.5,BYE,,@SEA,7.0,IND,-3.5,@LAR,-3.5,ARI,-2.5,@BAL,2.5,@TEN,3.0,SF,-9.5,@JAX,-1.5,PIT,2.0,@IND,-1.0,0.28476466627317
0.94,61.6,0.4,MIN,W,NO,-3.0,@PIT,6.5,TB,-3.0,DET,-3.5,@CHI,-3.0,GB,2.5,BAL,-3.5,@CLE,-6.5,BYE,,@WAS,1.5,LAR,-7.0,@DET,2.0,@ATL,6.0,@CAR,3.5,CIN,-3.0,@GB,6.5,CHI,-6.5,0.32595170662587
0.9,60.6,4.4,LAR,W,IND,-3.5,WAS,-2.5,@SF,1.5,@DAL,11.0,SEA,6.5,@JAX,4.0,ARI,3.5,BYE,,@NYG,9.5,HOU,3.5,@MIN,7.0,NO,3.0,@ARI,8.0,PHI,3.0,@SEA,13.0,@TEN,7.5,SF,-4.0,0.058634535431165
0.87,57.8,1.4,DEN,W,LAC,-3.0,DAL,2.0,@BUF,-1.5,OAK,-1.0,BYE,,NYG,-2.0,@LAC,1.0,@KC,4.0,@PHI,2.0,NE,3.5,CIN,-3.5,@OAK,3.5,@MIA,1.0,NYJ,-9.5,@IND,0.5,@WAS,-1.0,KC,1.5,0.15548814266366
0.87,56.6,0.2,TEN,L,OAK,-3.0,@JAX,-1.5,SEA,1.5,@HOU,3.0,@MIA,1.5,IND,-4.0,@CLE,-6.0,BYE,,BAL,-3.0,CIN,-3.5,@PIT,6.5,@IND,1.0,HOU,-3.0,@ARI,3.0,@SF,-4.0,LAR,-7.5,JAX,-6.5,0.37218201783357
0.86,56.6,0.9,CIN,L,BAL,-2.5,HOU,-5.0,@GB,7.0,@CLE,-4.0,BUF,-5.0,BYE,,@PIT,7.0,IND,-3.5,@JAX,0.5,@TEN,3.5,@DEN,3.5,CLE,-8.0,PIT,2.5,CHI,-6.5,@MIN,3.0,DET,-3.0,@BAL,2.5,0.34353088056051
0.85,55.9,0.4,GB,W,SEA,-2.5,@ATL,2.5,CIN,-7.0,CHI,-10.5,@DAL,3.0,@MIN,-2.5,NO,-7.0,BYE,,DET,-7.5,@CHI,-7.0,BAL,-7.0,@PIT,3.0,TB,-6.5,@CLE,-9.5,@CAR,-1.5,MIN,-6.5,@DET,-3.5,0.70660081002813
0.84,55.2,0.6,ARI,L,@DET,-2.5,@IND,-7.5,DAL,1.5,SF,-9.5,@PHI,2.0,TB,-3.0,@LAR,-3.5,BYE,,@SF,-4.5,SEA,1.5,@HOU,2.5,JAX,-6.5,LAR,-8.0,TEN,-3.0,@WAS,1.0,NYG,-2.0,@SEA,4.0,0.43852578769198
0.8,52.2,,MIA(PPD),,TB,0.0,@LAC,4.5,@NYJ,-3.5,NO,-3.0,TEN,-1.5,@ATL,7.0,NYJ,-9.5,@BAL,3.0,OAK,1.5,@CAR,3.5,TB,-1.0,@NE,9.5,DEN,-1.0,NE,5.5,@BUF,0.5,@KC,6.0,BUF,-5.5,0.21032152955867
