EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.83,51.9,1.0,BUF,W,@NYJ,-1.0,TEN,-8.5,@SEA,-1.5,MIA,-4.5,@IND,-3.0,KC,1.5,BYE,,SF,1.0,@LAR,-3.0,@DET,3.0,NE,-9.5,NYJ,-3.0,@NE,-6.5,0.48302557493686
0.78,48.1,0.1,NYJ,L,BUF,1.0,@PIT,-1.5,@NE,-4.5,HOU,-1.0,@ARI,-3.0,IND,-4.0,BYE,,SEA,-3.0,@MIA,-1.0,@JAX,-1.0,LAR,-4.0,@BUF,3.0,MIA,-3.5,0.32747458128861
0.74,46.6,1.8,CHI,W,JAX,1.5,BYE,,@WSH,0.5,@ARI,1.0,NE,-4.0,GB,-0.5,MIN,0.5,@DET,6.5,@SF,7.5,@MIN,3.5,DET,3.5,SEA,0.5,@GB,3.0,0.0608841615072
0.72,44.7,0.5,IND,W,@TEN,2.5,MIA,-3.0,@HOU,5.0,@MIN,3.0,BUF,3.0,@NYJ,4.0,DET,3.0,@NE,-3.0,BYE,,@DEN,-1.5,TEN,-3.0,@NYG,-2.5,JAX,-1.5,0.15759828632356
0.67,41.5,0.2,DEN,L,LAC,3.0,@NO,-2.0,CAR,-4.0,@BAL,9.5,@KC,10.5,ATL,3.0,@LV,1.5,CLE,-0.5,BYE,,IND,1.5,@LAC,4.0,@CIN,7.0,KC,8.0,0.076550562490871
0.64,30.5,0.2,CAR,L,ATL,6.0,@WSH,7.5,@DEN,4.0,NO,3.0,NYG,3.0,BYE,,KC,13.5,TB,4.5,@PHI,9.5,DAL,6.0,ARI,3.0,@TB,7.5,@ATL,8.0,0.0
0.63,37.6,0.1,NO,L,TB,3.5,DEN,2.0,@LAC,3.5,@CAR,-3.0,ATL,1.5,CLE,-2.0,BYE,,LAR,-1.0,@NYG,-0.5,WSH,-2.5,@GB,4.0,LV,-3.5,@TB,3.5,0.13432846519164
0.61,36.6,0.1,LV,L,PIT,3.5,@LAR,7.0,KC,9.5,@CIN,8.0,BYE,,@MIA,5.5,DEN,-1.5,@KC,13.5,@TB,6.0,ATL,3.5,JAX,3.0,@NO,3.5,LAC,3.0,0.0098263867211976
0.59,28.0,0.1,NE,L,HOU,6.5,JAX,5.5,NYJ,4.5,@TEN,3.5,@CHI,4.0,LAR,2.0,@MIA,5.5,IND,3.0,BYE,,@ARI,3.5,@BUF,9.5,LAC,3.0,BUF,6.5,0.0
0.59,22.3,0.1,CLE,L,@PHI,8.5,CIN,6.0,BAL,4.5,LAC,-0.5,BYE,,@NO,2.0,PIT,1.5,@DEN,0.5,@PIT,3.5,KC,6.5,@CIN,6.0,MIA,0.5,@BAL,7.5,0.00043070531344634
0.59,36.0,0.1,SEA,L,SF,3.5,@ATL,3.0,BUF,1.5,LAR,-3.5,BYE,,@SF,6.0,ARI,-4.0,@NYJ,3.0,@ARI,-2.0,GB,-2.5,MIN,-2.0,@CHI,-0.5,@LAR,-1.0,0.18066206749569
0.59,36.2,0.1,DAL,L,DET,3.5,BYE,,@SF,6.0,@ATL,2.0,PHI,-1.0,HOU,1.0,@WSH,-2.5,NYG,-6.5,CIN,-0.5,@CAR,-6.0,TB,-3.0,@PHI,3.0,WSH,-4.0,0.27366850299542
0.57,33.8,0.2,NYG,L,CIN,4.0,PHI,3.0,@PIT,6.0,WSH,-0.5,CAR,-3.0,BYE,,TB,3.0,@DAL,6.5,NO,0.5,BAL,7.0,@ATL,6.5,IND,2.5,@PHI,7.0,0.029863187593586
0.56,31.5,0.1,ARI,L,@GB,5.5,LAC,2.5,@MIA,3.5,CHI,-1.0,NYJ,3.0,BYE,,@SEA,4.0,@MIN,4.0,SEA,2.0,NE,-3.5,@CAR,-3.0,@LAR,3.0,SF,6.5,0.086485879476231
0.46,26.9,0.1,WSH,L,@BAL,7.0,CAR,-7.5,CHI,-0.5,@NYG,0.5,PIT,2.0,@PHI,6.0,DAL,2.5,TEN,-1.5,BYE,,@NO,2.5,PHI,3.0,ATL,2.0,@DAL,4.0,0.1167598407095
,,0.0,MIA,,BYE,,@IND,3.0,ARI,-3.5,@BUF,4.5,@LAR,1.0,LV,-5.5,NE,-5.5,@GB,3.0,NYJ,1.0,@HOU,4.5,SF,4.0,@CLE,-0.5,@NYJ,3.5,0.18759079660181
,,0.0,KC,,BYE,,@SF,1.0,@LV,-9.5,TB,-7.0,DEN,-10.5,@BUF,-1.5,@CAR,-13.5,LV,-13.5,LAC,-7.5,@CLE,-6.5,HOU,-3.5,@PIT,-3.5,@DEN,-8.0,1.0
,,0.0,MIN,,BYE,,DET,-2.5,@LAR,-1.0,IND,-3.0,@JAX,1.0,@TEN,-2.0,@CHI,-0.5,ARI,-4.0,ATL,-2.5,CHI,-3.5,@SEA,2.0,GB,-2.5,@DET,4.0,0.23650157803034
,,0.0,LAR,,BYE,,LV,-7.0,MIN,1.0,@SEA,3.5,MIA,-1.0,@NE,-2.0,PHI,2.5,@NO,1.0,BUF,3.0,@SF,8.0,@NYJ,4.0,ARI,-3.0,SEA,1.0,0.14957172188521
