EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.73,53.6,0.4,CHI,W,CIN,-2.0,@CLE,7.5,DET,-6.5,@LV,4.0,GB,3.0,@TB,10.0,SF,3.5,@PIT,6.0,BYE,,BAL,3.5,@DET,-3.0,ARI,2.5,@GB,6.5,MIN,0.5,@SEA,7.0,NYG,-3.0,@MIN,4.0,0.12099535312785
0.63,46.4,0.4,CIN,L,@CHI,2.0,@PIT,3.5,JAX,-4.0,GB,3.5,@DET,-1.5,@BAL,9.5,@NYJ,-0.5,CLE,4.0,BYE,,@LV,4.0,PIT,3.0,LAC,3.0,SF,3.5,@DEN,6.0,BAL,4.5,KC,7.0,@CLE,7.0,0.060160152793758
0.58,42.8,0.1,PHI,L,SF,3.0,@DAL,4.0,KC,6.5,@CAR,3.0,TB,6.5,@LV,3.5,@DET,-3.0,LAC,1.5,@DEN,4.5,NO,3.0,@NYG,1.5,@NYJ,-2.0,BYE,,WAS,-3.0,NYG,-3.5,@WAS,3.0,DAL,1.0,0.092568594460628
0.58,42.4,0.0,CAR,W,NO,3.0,@HOU,-7.5,@DAL,5.0,PHI,-3.0,MIN,-2.5,@NYG,2.0,@ATL,3.0,NE,-1.0,@ARI,6.0,WAS,-1.5,@MIA,4.5,BYE,,ATL,-4.0,@BUF,8.0,TB,6.0,@NO,7.0,@TB,8.0,0.18209437550882
0.54,40.1,0.3,DAL,W,@LAC,3.0,PHI,-4.0,CAR,-5.0,NYG,-6.5,@NE,2.5,BYE,,@MIN,2.0,DEN,-3.5,ATL,-6.5,@KC,7.5,LV,-4.0,@NO,4.0,@WAS,1.5,@NYG,-2.5,WAS,-4.0,ARI,-2.5,@PHI,-1.0,0.39982194782838
0.51,37.8,0.0,BAL,W,KC,3.5,@DET,-7.5,@DEN,-1.5,IND,-4.5,LAC,-4.0,CIN,-9.5,BYE,,MIN,-6.5,@MIA,-1.5,@CHI,-3.5,CLE,-3.5,@PIT,-1.0,@CLE,3.0,GB,-3.5,@CIN,-4.5,LAR,-3.0,PIT,-4.0,0.58838746481526
0.51,36.5,0.0,MIN,L,@ARI,3.5,SEA,2.0,CLE,1.5,DET,-8.5,@CAR,2.5,BYE,,DAL,-2.0,@BAL,6.5,@LAC,3.5,GB,-1.5,@SF,6.5,@DET,-4.0,PIT,-2.5,@CHI,-0.5,LAR,2.5,@GB,4.0,CHI,-4.0,0.22360618943001
0.51,36.8,0.0,MIA,L,BUF,3.5,@LV,4.5,IND,-3.0,@TB,7.0,JAX,-4.0,ATL,-5.0,@BUF,6.5,HOU,-9.5,BAL,1.5,@NYJ,-4.0,CAR,-4.5,NYG,-5.5,BYE,,NYJ,-8.0,@NO,4.0,@TEN,3.0,NE,-3.0,0.46600830423112
0.48,35.3,0.2,NYG,L,@WAS,4.0,ATL,-3.0,@NO,7.0,@DAL,6.5,LAR,4.0,CAR,-2.0,@KC,10.5,LV,-0.5,BYE,,@TB,10.5,PHI,-1.5,@MIA,5.5,@LAC,7.0,DAL,2.5,@PHI,3.5,@CHI,3.0,WAS,-0.5,0.05714491476759
0.48,34.8,0.0,IND,L,LAR,4.5,@TEN,5.0,@MIA,3.0,@BAL,4.5,HOU,-10.5,@SF,6.0,TEN,-3.0,NYJ,-8.0,JAX,-8.0,@BUF,6.0,TB,3.0,@HOU,-6.5,BYE,,NE,-3.5,@ARI,3.0,LV,-4.0,@JAX,-3.5,0.47472340506628
0.46,31.5,0.0,NYJ,L,NE,5.5,@DEN,11.5,TEN,4.0,ATL,3.5,BYE,,@NE,7.0,CIN,0.5,@IND,8.0,BUF,7.0,MIA,4.0,@HOU,0.5,PHI,2.0,NO,5.0,@MIA,8.0,JAX,-3.0,TB,9.5,@BUF,9.5,0.022447812801258
0.44,31.9,0.0,LV,W,@PIT,5.0,MIA,-4.5,@LAC,4.5,CHI,-4.0,@DEN,3.5,PHI,-3.5,BYE,,@NYG,0.5,KC,6.5,CIN,-4.0,@DAL,4.0,WAS,-3.0,@KC,9.5,@CLE,6.5,DEN,-1.5,@IND,4.0,LAC,-0.5,0.20564232243276
0.44,30.2,0.0,JAX,L,DEN,6.0,ARI,7.5,@CIN,4.0,TEN,4.0,MIA,4.0,BYE,,@SEA,9.5,BUF,7.0,@IND,8.0,SF,6.5,ATL,1.0,@LAR,11.0,@TEN,8.0,HOU,-3.5,@NYJ,3.0,@NE,7.0,IND,3.5,0.040708456480765
0.4,28.3,0.0,TEN,W,@SEA,6.5,IND,-5.0,@NYJ,-4.0,@JAX,-4.0,BUF,2.0,KC,4.0,@IND,3.0,@LAR,6.0,NO,-1.0,HOU,-9.5,@NE,2.5,BYE,,JAX,-8.0,@PIT,3.5,SF,1.5,MIA,-3.0,@HOU,-6.0,0.40558467221085
0.32,19.3,0.0,DET,L,@GB,11.5,BAL,7.5,@CHI,6.5,@MIN,8.5,CIN,1.5,@LAR,13.0,PHI,3.0,BYE,,@PIT,9.5,@CLE,10.5,CHI,3.0,MIN,4.0,@DEN,9.5,ARI,6.5,@ATL,6.5,@SEA,10.5,GB,5.5,0.0
0.31,14.5,0.1,HOU,L,@CLE,13.5,CAR,7.5,@BUF,14.0,NE,6.0,@IND,10.5,@ARI,10.5,LAR,9.0,@MIA,9.5,BYE,,@TEN,9.5,NYJ,-0.5,IND,6.5,SEA,7.5,@JAX,3.5,LAC,6.5,@SF,13.5,TEN,6.0,0.0023633089986695
0.26,14.6,0.0,ATL,L,@TB,13.0,@NYG,3.0,WAS,-3.0,NYJ,-3.5,BYE,,@MIA,5.0,CAR,-3.0,@NO,7.0,@DAL,6.5,NE,1.0,@JAX,-1.0,TB,6.5,@CAR,4.0,@SF,8.0,DET,-6.5,@BUF,9.5,NO,3.0,0.1507267954572
