EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.93,69.6,28.4,TB,L,DEN,-6.0,PHI,2.5,@ATL,3.0,@NO,1.5,BAL,4.5,ATL,-1.0,@KC,7.5,SF,7.0,BYE,,@NYG,-1.0,@CAR,-2.0,LV,-3.0,@LAC,3.0,@DAL,5.0,CAR,-5.5,NO,-2.5,0.14504858658621
0.92,56.8,0.3,PIT,W,LAC,-2.5,@IND,-2.0,DAL,1.5,@LV,-1.0,NYJ,1.0,NYG,-4.5,BYE,,@WSH,-1.5,BAL,3.0,@CLE,3.0,@CIN,5.5,CLE,0.0,@PHI,4.5,@BAL,6.0,KC,5.5,CIN,1.0,0.089380825994246
0.91,56.5,0.4,NO,L,PHI,-2.5,@ATL,1.5,@KC,5.5,TB,-1.5,DEN,-4.0,@LAC,3.5,@CAR,-1.0,ATL,1.0,CLE,2.5,BYE,,LAR,1.5,@NYG,1.0,WSH,-3.0,@GB,5.5,LV,-3.0,@TB,2.5,0.13988039646001
0.89,55.3,0.5,IND,W,CHI,-2.0,PIT,2.0,@JAX,2.5,@TEN,-1.5,MIA,1.5,@HOU,4.0,@MIN,1.0,BUF,2.5,@NYJ,4.0,DET,2.5,@NE,-3.5,BYE,,@DEN,-2.5,TEN,-4.0,@NYG,-2.0,JAX,-2.0,0.15753661445662
0.87,53.7,0.2,HOU,L,@MIN,-1.5,JAX,-7.0,BUF,-1.5,@NE,-4.5,@GB,2.0,IND,-4.0,@NYJ,2.0,DET,-1.5,@DAL,2.5,TEN,-6.5,@JAX,1.0,BYE,,MIA,-2.5,@KC,4.0,BAL,1.5,@TEN,-3.0,0.36721231863289
0.85,52.5,0.2,BAL,W,@DAL,-1.5,BUF,-2.5,@CIN,1.5,WSH,-8.5,@TB,-4.5,@CLE,-1.0,DEN,-10.5,CIN,-3.0,@PIT,-3.0,@LAC,-3.0,PHI,-3.5,BYE,,@NYG,-6.5,PIT,-6.0,@HOU,-1.5,CLE,-4.5,0.70503230668735
0.77,47.5,0.1,DAL,L,BAL,1.5,@NYG,-5.5,@PIT,-1.5,DET,-1.0,BYE,,@SF,5.5,@ATL,-1.0,PHI,-1.5,HOU,-2.5,@WSH,-3.5,NYG,-8.5,CIN,-1.5,@CAR,-6.0,TB,-5.0,@PHI,2.5,WSH,-5.5,0.52347992472022
0.75,46.3,0.2,MIN,W,HOU,1.5,@GB,2.5,NYJ,4.0,BYE,,DET,3.5,@LAR,4.0,IND,-1.0,@JAX,4.0,@TEN,0.0,@CHI,3.5,ARI,-2.0,ATL,1.0,CHI,1.0,@SEA,3.0,GB,2.5,@DET,5.5,0.026819871930746
0.73,44.7,0.2,CHI,L,@IND,2.0,LAR,-3.0,CAR,-5.5,JAX,1.5,BYE,,@WSH,-2.5,@ARI,-1.5,NE,-6.0,GB,0.0,MIN,-3.5,@DET,4.5,@SF,6.0,@MIN,-1.0,DET,1.5,SEA,-3.5,@GB,3.5,0.28848545514679
0.71,43.5,0.1,PHI,W,@NO,2.5,@TB,-2.5,BYE,,CLE,-3.0,@NYG,-5.0,@CIN,2.5,JAX,-4.0,@DAL,1.5,WSH,-7.0,@LAR,1.0,@BAL,3.5,CAR,-8.0,PIT,-4.5,@WSH,-3.5,DAL,-2.5,NYG,-5.0,0.57107917468221
0.7,43.2,0.1,LAC,L,@PIT,2.5,KC,8.0,BYE,,@DEN,-3.0,@ARI,1.0,NO,-3.5,@CLE,4.0,TEN,-4.0,CIN,2.0,BAL,3.0,@ATL,3.0,@KC,6.5,TB,-3.0,DEN,-4.5,@NE,-3.0,@LV,-1.0,0.24616148854479
0.69,30.4,0.0,DEN,W,@TB,6.0,@NYJ,7.5,LV,-1.5,LAC,3.0,@NO,4.0,CAR,-2.5,@BAL,10.5,@KC,9.5,ATL,3.0,@LV,2.5,CLE,3.5,BYE,,IND,2.5,@LAC,4.5,@CIN,8.5,KC,4.0,0.027332083631136
0.67,41.6,0.1,ARI,L,DET,3.0,WSH,-3.5,@SF,7.5,@GB,5.0,LAC,-1.0,@MIA,6.5,CHI,1.5,NYJ,3.0,BYE,,@SEA,3.0,@MIN,2.0,SEA,-1.0,NE,-4.0,@CAR,-1.0,@LAR,6.0,SF,4.0,0.12288345743192
0.66,40.6,0.3,GB,W,@TEN,3.0,MIN,-2.5,@LAR,1.5,ARI,-5.0,HOU,-2.0,@JAX,-1.0,DET,-1.5,BYE,,@CHI,0.0,SF,2.5,MIA,-3.0,@DET,3.0,@SEA,-1.0,NO,-5.5,@MIN,-2.5,CHI,-3.5,0.30267070088854
0.66,31.5,0.1,CAR,W,@LV,5.5,CIN,4.5,@CHI,5.5,ATL,3.5,@WSH,3.0,@DEN,2.5,NO,1.0,NYG,1.5,BYE,,KC,7.5,TB,2.0,@PHI,8.0,DAL,6.0,ARI,1.0,@TB,5.5,@ATL,6.5,0.0
0.65,39.4,0.0,ATL,L,KC,3.0,NO,-1.5,TB,-3.0,@CAR,-3.5,SEA,-3.5,@TB,1.0,DAL,1.0,@NO,-1.0,@DEN,-3.0,BYE,,LAC,-3.0,@MIN,-1.0,@LV,-1.0,NYG,-5.0,@WSH,-2.5,CAR,-6.5,0.3910299672101
0.6,35.3,0.0,MIA,L,@SEA,4.0,TEN,1.0,@NE,-4.5,BYE,,@IND,-1.5,ARI,-6.5,@BUF,3.0,@LAR,1.0,LV,-6.5,NE,-7.5,@GB,3.0,NYJ,-2.5,@HOU,2.5,SF,1.5,@CLE,2.0,@NYJ,3.0,0.35705699225554
0.58,33.8,0.0,JAX,L,@BUF,4.5,@HOU,7.0,IND,-2.5,CHI,-1.5,NE,-6.5,GB,1.0,@PHI,4.0,MIN,-4.0,@DET,4.0,BYE,,HOU,-1.0,@TEN,-1.5,NYJ,1.0,@LV,-1.0,TEN,-4.0,@IND,2.0,0.22477260232488
0.56,28.4,0.1,NYG,W,@CLE,6.5,DAL,5.5,@SEA,6.5,CIN,5.5,PHI,5.0,@PIT,4.5,WSH,-1.5,CAR,-1.5,BYE,,TB,1.0,@DAL,8.5,NO,-1.0,BAL,6.5,@ATL,5.0,IND,2.0,@PHI,5.0,0.024914587246647
0.5,29.8,0.0,LAR,W,SF,6.0,@CHI,3.0,GB,-1.5,BYE,,LV,-5.0,MIN,-4.0,@SEA,-1.5,MIA,-1.0,@NE,-4.5,PHI,-1.0,@NO,-1.5,BUF,1.0,@SF,7.0,@NYJ,3.0,ARI,-6.0,SEA,-5.5,0.34718376043092
0.5,25.3,0.0,WSH,W,@CIN,7.5,@ARI,3.5,CLE,3.0,@BAL,8.5,CAR,-3.0,CHI,2.5,@NYG,1.5,PIT,1.5,@PHI,7.0,DAL,3.5,TEN,-1.5,BYE,,@NO,3.0,PHI,3.5,ATL,2.5,@DAL,5.5,0.051035678000106
0.49,27.6,0.1,NE,L,@NYJ,6.5,@SF,10.0,MIA,4.5,HOU,4.5,JAX,6.5,NYJ,4.5,@TEN,3.5,@CHI,6.0,LAR,4.5,@MIA,7.5,IND,3.5,BYE,,@ARI,4.0,@BUF,9.0,LAC,3.0,BUF,3.5,0.0
