EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.91,60.9,0.2,KC,W,DAL,-3.0,@PHI,3.5,NYG,-3.5,@TEN,-2.5,OAK,-7.5,HOU,-7.0,CLE,-7.0,@BUF,-4.5,BYE,,@DEN,7.5,SD,-3.5,DEN,5.5,@WAS,-3.5,@OAK,-6.0,IND,-7.5,@SD,10.5,0.45785843676137
0.9,64.5,10.5,OAK,W,JAX,-3.5,@DEN,16.0,WAS,3.5,SD,6.0,@KC,7.5,BYE,,PIT,2.5,PHI,-1.0,@NYG,7.5,@HOU,10.0,TEN,2.5,@DAL,9.5,@NYJ,3.0,KC,6.0,@SD,10.0,DEN,10.0,0.0
0.9,60.3,0.1,SEA,W,SF,-3.0,JAX,-19.0,@HOU,-1.0,@IND,-3.0,TEN,-11.0,@ARI,-4.5,@STL,-13.0,TB,-15.5,@ATL,-3.5,MIN,-13.0,BYE,,NO,-6.5,@SF,2.5,@NYG,-9.5,ARI,-8.0,STL,-13.0,0.88470870487015
0.88,60.5,3.0,NO,W,@TB,-3.0,ARI,-8.0,MIA,-7.0,@CHI,1.0,@NE,1.0,BYE,,BUF,-10.5,@NYJ,-5.5,DAL,-6.0,SF,-3.5,@ATL,-7.5,@SEA,6.5,CAR,-3.0,@STL,-6.5,@CAR,3.5,TB,-11.0,0.57941635571739
0.8,54.2,1.2,IND,L,MIA,-1.0,@SF,10.0,@JAX,-9.5,SEA,3.0,@SD,1.0,DEN,6.0,BYE,,@HOU,1.0,STL,-7.5,@TEN,-2.5,@ARI,3.5,TEN,-3.5,@CIN,7.0,HOU,-6.0,@KC,7.5,JAX,-11.0,0.33136565211371
0.79,53.3,1.0,DET,L,@ARI,-1.0,@WAS,-1.0,CHI,-3.0,@GB,10.0,@CLE,-1.0,CIN,-2.5,DAL,-3.0,BYE,,@CHI,-1.0,@PIT,-3.0,TB,-7.5,GB,-6.5,@PHI,2.5,BAL,-4.5,NYG,-9.5,@MIN,-1.5,0.36182550105068
0.7,46.7,0.1,ARI,W,DET,1.0,@NO,8.0,@TB,2.5,CAR,3.0,@SF,10.0,SEA,4.5,ATL,-2.5,BYE,,HOU,-3.5,@JAX,-9.5,IND,-3.5,@PHI,3.5,STL,-4.0,@TEN,-2.5,@SEA,8.0,SF,-3.0,0.24194654300586
0.69,45.8,0.0,MIA,W,@IND,1.0,ATL,-3.0,@NO,7.0,BAL,-2.5,BYE,,BUF,-6.0,@NE,6.5,CIN,3.0,@TB,-1.0,SD,2.5,CAR,4.5,@NYJ,-1.0,@PIT,3.0,NE,-2.5,@BUF,1.0,NYJ,-7.5,0.17741545067955
0.6,39.5,0.0,TB,L,NO,3.0,@NE,7.5,ARI,-2.5,BYE,,PHI,2.5,@ATL,6.5,CAR,6.5,@SEA,15.5,MIA,1.0,ATL,-1.0,@DET,7.5,@CAR,7.5,BUF,-3.0,SF,4.5,@STL,3.5,@NO,11.0,0.054920385926323
0.59,39.7,0.2,SF,L,@SEA,3.0,IND,-10.0,@STL,-3.0,HOU,-4.0,ARI,-10.0,@TEN,-3.5,@JAX,-16.0,BYE,,CAR,-5.5,@NO,3.5,@WAS,-5.5,STL,-7.5,SEA,-2.5,@TB,-4.5,ATL,-14.0,@ARI,3.0,0.68410941893959
0.59,35.5,0.1,JAX,L,@OAK,3.5,@SEA,19.0,IND,9.5,@STL,11.0,@DEN,26.5,SD,7.5,SF,16.0,BYE,,@TEN,11.5,ARI,9.5,@HOU,10.5,@CLE,7.5,HOU,3.0,BUF,4.0,TEN,4.0,@IND,11.0,0.0
0.58,39.1,0.5,DAL,L,@KC,3.0,STL,-3.5,@SD,-1.0,DEN,7.5,WAS,-5.0,@PHI,3.0,@DET,3.0,MIN,-10.0,@NO,6.0,BYE,,@NYG,2.5,OAK,-9.5,@CHI,2.0,GB,-5.0,@WAS,-3.0,PHI,7.0,0.30132837123449
0.55,36.7,0.0,NYG,L,DEN,3.5,@CAR,-1.0,@KC,3.5,PHI,1.0,@CHI,9.5,MIN,-4.0,@PHI,5.5,BYE,,OAK,-7.5,GB,-3.5,DAL,-2.5,@WAS,1.0,@SD,4.0,SEA,9.5,@DET,9.5,WAS,-3.5,0.18916555808347
0.55,33.4,0.0,STL,L,@ATL,4.5,@DAL,3.5,SF,3.0,JAX,-11.0,@HOU,9.5,@CAR,7.5,SEA,13.0,TEN,3.0,@IND,7.5,BYE,,CHI,-1.0,@SF,7.5,@ARI,4.0,NO,6.5,TB,-3.5,@SEA,13.0,0.12828568729379
0.55,36.7,0.4,BUF,W,CAR,3.5,@NYJ,2.5,BAL,3.5,@CLE,3.5,CIN,6.0,@MIA,6.0,@NO,10.5,KC,4.5,@PIT,3.0,NYJ,1.0,BYE,,ATL,-4.5,@TB,3.0,@JAX,-4.0,MIA,-1.0,@NE,7.5,0.081730186696093
0.54,29.5,0.0,CLE,L,@BAL,6.0,@MIN,7.0,CIN,3.5,BUF,-3.5,DET,1.0,@GB,9.5,@KC,7.0,BAL,1.0,BYE,,@CIN,4.5,PIT,-2.5,JAX,-7.5,@NE,10.0,CHI,-1.0,@NYJ,2.5,@PIT,9.5,0.11965113927746
0.47,25.6,0.0,TEN,L,@HOU,7.5,SD,-3.0,NYJ,-3.5,KC,2.5,@SEA,11.0,SF,3.5,BYE,,@STL,-3.0,JAX,-11.5,IND,2.5,@OAK,-2.5,@IND,3.5,@DEN,13.0,ARI,2.5,@JAX,-4.0,HOU,-7.0,0.28349377564562
0.45,29.9,0.0,MIN,L,@CHI,6.0,CLE,-7.0,PIT,3.0,BYE,,CAR,-2.5,@NYG,4.0,GB,7.5,@DAL,10.0,WAS,1.0,@SEA,13.0,@GB,5.5,CHI,-1.0,@BAL,6.0,PHI,6.5,@CIN,7.5,DET,1.5,0.084587140119303
0.43,26.5,0.0,SD,W,@PHI,7.5,@TEN,3.0,DAL,1.0,@OAK,-6.0,IND,-1.0,@JAX,-7.5,BYE,,@WAS,1.0,DEN,7.0,@MIA,-2.5,@KC,3.5,CIN,2.5,NYG,-4.0,@DEN,10.0,OAK,-10.0,KC,-10.5,0.32282855448705
0.42,27.4,0.2,PIT,L,@CIN,6.5,CHI,1.0,@MIN,-3.0,BYE,,@NYJ,-1.0,BAL,-1.0,@OAK,-2.5,@NE,6.0,BUF,-3.0,DET,3.0,@CLE,2.5,@BAL,3.0,MIA,-3.0,CIN,2.0,@GB,-1.0,CLE,-9.5,0.18108212794051
0.37,23.6,0.0,WAS,L,@GB,9.0,DET,1.0,@OAK,-3.5,BYE,,@DAL,5.0,CHI,1.0,@DEN,11.0,SD,-1.0,@MIN,-1.0,@PHI,5.0,SF,5.5,NYG,-1.0,KC,3.5,@ATL,5.5,DAL,3.0,@NYG,3.5,0.045978682797003
0.33,17.3,0.1,NYJ,L,@NE,11.0,BUF,-2.5,@TEN,3.5,@ATL,10.0,PIT,1.0,NE,3.5,@CIN,6.0,NO,5.5,BYE,,@BUF,-1.0,@BAL,4.0,MIA,1.0,OAK,-3.0,@CAR,10.0,CLE,-2.5,@MIA,7.5,0.062366131824266
