EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.8,58.1,0.3,CHI,W,DET,-3.0,@LV,5.5,GB,4.0,@TB,11.0,SF,4.0,@PIT,3.5,BYE,,BAL,3.5,@DET,-3.0,ARI,3.5,@GB,9.5,MIN,3.0,@SEA,7.0,NYG,-5.0,@MIN,6.5,0.094291276135026
0.79,57.8,0.3,MIA,L,IND,-2.5,@TB,10.5,JAX,-7.0,ATL,-4.0,@BUF,9.5,HOU,-10.0,BAL,3.0,@NYJ,-5.0,CAR,-1.0,NYG,-6.5,BYE,,NYJ,-10.0,@NO,6.5,@TEN,5.0,NE,-1.5,0.49624989208898
0.76,55.5,0.0,SF,L,SEA,-2.5,@ARI,5.0,BYE,,IND,-8.0,@CHI,-4.0,ARI,-3.5,LAR,-0.5,@JAX,-9.5,MIN,-4.0,@SEA,1.5,@CIN,-3.0,ATL,-9.5,@TEN,1.0,HOU,-15.0,@LAR,4.0,0.59406790564298
0.75,54.8,0.3,WAS,W,@ATL,-2.5,NO,2.0,KC,7.0,@GB,9.5,@DEN,7.5,BYE,,TB,5.0,@CAR,3.5,SEA,1.5,@LV,4.5,DAL,2.0,@PHI,2.0,@DAL,6.0,PHI,-3.5,@NYG,-3.0,0.068747612940808
0.72,52.6,0.0,DEN,L,BAL,-1.0,@PIT,1.0,LV,-3.5,@CLE,3.5,WAS,-7.5,@DAL,3.0,PHI,-7.0,BYE,,LAC,-3.0,@KC,6.5,DET,-12.0,CIN,-6.5,@LV,1.5,@LAC,3.0,KC,1.5,0.42687354668053
0.7,51.2,0.2,CLE,W,@MIN,-1.0,@LAC,1.5,ARI,-3.5,DEN,-3.5,PIT,-6.5,@CIN,-3.0,@NE,-2.5,DET,-13.5,@BAL,3.0,BYE,,BAL,-3.0,LV,-4.5,@GB,3.0,@PIT,-3.0,CIN,-7.0,0.51719748924707
0.67,48.8,0.0,MIN,L,CLE,1.0,DET,-7.5,@CAR,2.0,BYE,,DAL,-1.5,@BAL,5.0,@LAC,3.5,GB,0.5,@SF,4.0,@DET,-6.5,PIT,-5.0,@CHI,-3.0,LAR,3.0,@GB,4.0,CHI,-6.5,0.32855510173486
0.65,47.4,0.1,BAL,W,@DEN,1.0,IND,-7.0,LAC,-3.5,CIN,-7.0,BYE,,MIN,-5.0,@MIA,-3.0,@CHI,-3.5,CLE,-3.0,@PIT,-3.0,@CLE,3.0,GB,-3.0,@CIN,-3.0,LAR,-1.0,PIT,-7.0,0.55126599177478
0.62,45.2,0.1,ATL,L,WAS,2.5,NYJ,-3.5,BYE,,@MIA,4.0,CAR,2.5,@NO,8.0,@DAL,8.0,NE,1.5,@JAX,-3.5,TB,7.5,@CAR,7.0,@SF,9.5,DET,-6.5,@BUF,10.5,NO,4.0,0.14907305865948
0.61,44.5,0.0,SEA,W,@SF,2.5,LAR,2.0,@PIT,-2.0,NO,-2.5,JAX,-13.5,BYE,,@GB,3.0,ARI,-3.0,@WAS,-1.5,SF,-1.5,@HOU,-9.5,@LAR,5.5,CHI,-7.0,DET,-12.0,@ARI,3.0,0.50911247223201
0.58,42.2,0.1,IND,W,@MIA,2.5,@BAL,7.0,HOU,-10.5,@SF,8.0,TEN,1.5,NYJ,-9.5,JAX,-9.5,@BUF,9.5,TB,6.0,@HOU,-5.5,BYE,,NE,-1.5,@ARI,6.5,LV,1.0,@JAX,-5.0,0.44528924556105
0.58,41.9,0.3,DET,L,@CHI,3.0,@MIN,7.5,CIN,4.0,@LAR,14.5,PHI,3.5,BYE,,@PIT,7.5,@CLE,13.5,CHI,3.0,MIN,6.5,@DEN,12.0,ARI,7.0,@ATL,6.5,@SEA,12.0,GB,8.0,0.0
0.53,38.7,0.0,LV,L,@LAC,3.0,CHI,-5.5,@DEN,3.5,PHI,-6.0,BYE,,@NYG,-4.5,KC,3.0,CIN,-4.0,@DAL,3.5,WAS,-4.5,@KC,7.0,@CLE,4.5,DEN,-1.5,@IND,-1.0,LAC,-1.5,0.31515070357976
0.53,31.8,0.0,NYJ,W,TEN,5.5,ATL,3.5,BYE,,@NE,9.5,CIN,6.0,@IND,9.5,BUF,10.5,MIA,5.0,@HOU,3.0,PHI,4.0,NO,8.0,@MIA,10.0,JAX,-3.0,TB,13.0,@BUF,15.0,0.030311189021228
0.49,35.4,0.0,ARI,W,@LAR,3.5,SF,-5.0,@CLE,3.5,HOU,-14.0,GB,-2.0,@SF,3.5,CAR,-4.5,@SEA,3.0,BYE,,@CHI,-3.5,LAR,1.0,@DET,-7.0,IND,-6.5,@DAL,3.0,SEA,-3.0,0.49506143231337
0.48,34.5,0.0,CAR,L,@DAL,4.5,PHI,-4.0,MIN,-2.0,@NYG,-3.5,@ATL,-2.5,NE,-3.0,@ARI,4.5,WAS,-3.5,@MIA,1.0,BYE,,ATL,-7.0,@BUF,7.0,TB,3.5,@NO,4.0,@TB,8.0,0.27657791265107
0.44,25.5,0.0,JAX,L,@CIN,7.5,TEN,4.0,MIA,7.0,BYE,,@SEA,13.5,BUF,11.0,@IND,9.5,SF,9.5,ATL,3.5,@LAR,16.5,@TEN,13.5,HOU,-3.0,@NYJ,3.0,@NE,10.5,IND,5.0,0.025427880960854
0.44,31.0,0.0,PIT,L,@GB,6.0,DEN,-1.0,SEA,2.0,BYE,,@CLE,6.5,CHI,-3.5,DET,-7.5,@LAC,6.5,@CIN,3.0,BAL,3.0,@MIN,5.0,TEN,1.5,@KC,9.5,CLE,3.0,@BAL,7.0,0.13329961110624
0.43,30.0,0.0,NE,L,TB,6.5,@HOU,-8.5,DAL,1.0,NYJ,-9.5,@LAC,6.0,@CAR,3.0,CLE,2.5,@ATL,-1.5,TEN,-0.5,@BUF,7.5,BYE,,@IND,1.5,BUF,3.5,JAX,-10.5,@MIA,1.5,0.3282902668499
0.4,24.8,0.0,NYG,W,@NO,7.5,@DAL,7.0,LAR,8.0,CAR,3.5,@KC,13.5,LV,4.5,BYE,,@TB,13.5,PHI,2.0,@MIA,6.5,@LAC,9.5,DAL,5.0,@PHI,6.0,@CHI,5.0,WAS,3.0,0.0
0.37,25.2,0.0,PHI,L,KC,7.5,@CAR,4.0,TB,6.5,@LV,6.0,@DET,-3.5,LAC,3.0,@DEN,7.0,NO,3.0,@NYG,-2.0,@NYJ,-4.0,BYE,,WAS,-2.0,NYG,-6.0,@WAS,3.5,DAL,3.0,0.1901483307485
0.23,8.8,0.0,HOU,L,@BUF,19.0,NE,8.5,@IND,10.5,@ARI,14.0,LAR,13.0,@MIA,10.0,BYE,,@TEN,13.5,NYJ,-3.0,IND,5.5,SEA,9.5,@JAX,3.0,LAC,9.5,@SF,15.0,TEN,8.0,0.024572325203962
