EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.14,91.2,38.0,BUF,W,HOU,-19.0,@KC,2.5,@TEN,-2.0,BYE,,MIA,-9.5,@JAX,-11.0,@NYJ,-10.5,IND,-9.5,@NO,-1.0,NE,-7.5,@TB,3.5,CAR,-7.0,@NE,-3.5,ATL,-10.5,NYJ,-15.0,0.89924913745415
1.01,74.8,4.6,KC,W,@PHI,-7.5,BUF,-2.5,@WAS,-7.0,@TEN,-2.5,NYG,-13.5,GB,-4.0,@LV,-3.0,DAL,-6.0,BYE,,DEN,-6.5,LV,-7.0,@LAC,-1.5,PIT,-9.5,@CIN,-4.5,@DEN,-1.5,0.71638272427639
0.97,75.2,12.5,NO,L,NYG,-7.5,@WAS,-2.0,BYE,,@SEA,2.5,TB,2.5,ATL,-8.0,@TEN,2.0,@PHI,-3.0,BUF,1.0,DAL,-3.0,@NYJ,-8.0,@TB,6.5,MIA,-6.5,CAR,-4.0,@ATL,-4.0,0.42817706754484
0.95,70.0,2.5,TB,W,@NE,-6.5,MIA,-10.5,@PHI,-6.5,CHI,-11.0,@NO,-2.5,BYE,,@WAS,-5.0,NYG,-13.5,@IND,-6.0,@ATL,-7.5,BUF,-3.5,NO,-6.5,@CAR,-3.5,@NYJ,-13.0,CAR,-8.0,1.0
0.94,69.0,2.5,GB,W,PIT,-6.0,@CIN,-3.0,@CHI,-4.0,WAS,-9.5,@ARI,2.0,@KC,4.0,SEA,-3.0,@MIN,-0.5,LAR,0.5,BYE,,CHI,-9.5,@BAL,3.0,CLE,-3.0,MIN,-4.0,@DET,-8.0,0.48326244606733
0.93,74.5,18.7,CIN,W,JAX,-7.5,GB,3.0,@DET,-4.0,@BAL,7.0,@NYJ,-6.0,CLE,3.0,BYE,,@LV,4.0,PIT,-3.0,LAC,2.0,SF,3.0,@DEN,6.5,BAL,3.0,KC,4.5,@CLE,7.0,0.14140208704224
0.89,65.5,1.1,DAL,W,CAR,-4.5,NYG,-7.0,@NE,-1.0,BYE,,@MIN,1.5,DEN,-3.0,ATL,-8.0,@KC,6.0,LV,-3.5,@NO,3.0,@WAS,-2.0,@NYG,-5.0,WAS,-6.0,ARI,-3.0,@PHI,-3.0,0.43863707353976
0.89,64.6,0.2,LAR,L,ARI,-3.5,@SEA,-2.0,@NYG,-8.0,DET,-14.5,@HOU,-13.0,TEN,-6.5,@SF,0.5,BYE,,@GB,-0.5,JAX,-16.5,@ARI,-1.0,SEA,-5.5,@MIN,-3.0,@BAL,1.0,SF,-4.0,0.71675688613556
0.84,68.2,17.8,TEN,L,@NYJ,-5.5,@JAX,-4.0,BUF,2.0,KC,2.5,@IND,-1.5,@LAR,6.5,NO,-2.0,HOU,-13.5,@NE,0.5,BYE,,JAX,-13.5,@PIT,-1.5,SF,-1.0,MIA,-5.0,@HOU,-8.0,0.49196635020959
0.84,61.3,0.2,LAC,W,LV,-3.0,CLE,-1.5,@BAL,3.5,BYE,,NE,-6.0,@PHI,-3.0,MIN,-3.5,PIT,-6.5,@DEN,3.0,@CIN,-2.0,NYG,-9.5,KC,1.5,@HOU,-9.5,DEN,-3.0,@LV,1.5,0.4663708633497
