EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.88,60.0,0.2,ATL,W,DEN,-3.0,@SD,3.0,CAR,-7.0,@WAS,-3.0,OAK,-10.0,BYE,,@PHI,1.5,DAL,-4.5,@NO,-1.0,ARI,-9.5,@TB,-1.0,NO,-3.5,@CAR,-3.0,NYG,-1.0,@DET,-3.5,TB,-3.0,0.51047244855491
0.88,60.0,0.5,BUF,W,KC,-3.0,@CLE,-2.5,NE,3.5,@SF,10.0,@ARI,5.0,TEN,-4.0,BYE,,@HOU,11.0,@NE,13.5,MIA,-1.0,@IND,2.0,JAX,-6.0,STL,-3.5,SEA,4.5,@MIA,5.0,NYJ,-3.5,0.23501314597764
0.87,60.6,2.4,DAL,L,@SEA,-3.0,TB,-9.0,CHI,-3.0,BYE,,@BAL,3.5,@CAR,-2.5,NYG,1.5,@ATL,4.5,@PHI,-1.0,CLE,-7.0,WAS,-3.5,PHI,-10.5,@CIN,3.5,PIT,1.0,NO,-1.0,@WAS,3.0,0.37622942061303
0.86,58.8,0.7,NO,L,@CAR,-3.0,KC,-9.0,@GB,8.0,SD,-3.5,BYE,,@TB,-1.0,@DEN,6.0,PHI,-2.5,ATL,1.0,@OAK,-6.0,SF,1.0,@ATL,3.5,@NYG,4.0,TB,-3.5,@DAL,1.0,CAR,-4.0,0.3062282578317
0.83,57.0,0.7,MIN,L,@IND,-3.0,SF,6.5,@DET,3.5,TEN,-6.0,@WAS,-2.0,ARI,-7.0,TB,-5.5,@SEA,4.5,DET,3.0,BYE,,@CHI,6.0,@GB,7.0,CHI,1.0,@STL,1.0,@HOU,9.5,GB,3.0,0.21123975460928
0.75,52.2,1.6,OAK,L,@MIA,-1.0,PIT,3.5,@DEN,6.5,BYE,,@ATL,10.0,JAX,-6.0,@KC,1.0,TB,-1.0,@BAL,9.5,NO,6.0,@CIN,9.5,CLE,2.5,DEN,10.0,KC,-4.5,@CAR,9.5,@SD,9.5,0.11641449180985
0.71,47.8,0.1,MIA,W,OAK,1.0,NYJ,2.5,@ARI,4.0,@CIN,3.0,STL,-5.5,BYE,,@NYJ,1.0,@IND,-1.0,TEN,-6.5,@BUF,1.0,SEA,3.0,NE,7.0,@SF,10.0,JAX,-8.0,BUF,-5.0,@NE,11.0,0.27442772135915
0.63,43.0,0.2,IND,W,MIN,3.0,JAX,-3.0,BYE,,GB,6.5,@NYJ,3.5,CLE,-1.0,@TEN,3.5,MIA,1.0,@JAX,-3.0,@NE,9.5,BUF,-2.0,@DET,7.0,TEN,-3.5,@HOU,10.5,@KC,-4.5,HOU,6.5,0.19234393239739
0.61,41.2,0.0,CAR,W,NO,3.0,NYG,-2.5,@ATL,7.0,SEA,-1.0,BYE,,DAL,2.5,@CHI,7.0,@WAS,3.0,DEN,3.5,TB,1.0,@PHI,-3.0,@KC,-5.0,ATL,3.0,@SD,3.0,OAK,-9.5,@NO,4.0,0.20916602228724
0.59,39.4,0.0,SEA,W,DAL,3.0,GB,3.0,@STL,-2.5,@CAR,1.0,NE,4.0,@SF,8.0,@DET,1.5,MIN,-4.5,NYJ,-5.5,BYE,,@MIA,-3.0,@CHI,3.0,ARI,-10.5,@BUF,-4.5,SF,-2.5,STL,-11.0,0.43357399815863
0.59,40.0,0.2,KC,L,@BUF,3.0,@NO,9.0,SD,2.5,BAL,6.0,@TB,5.0,BYE,,OAK,-1.0,@SD,7.5,@PIT,12.5,CIN,3.0,DEN,10.5,CAR,5.0,@CLE,7.0,@OAK,4.5,IND,4.5,@DEN,17.0,0.0054105387604396
0.59,40.0,0.2,DEN,L,@ATL,3.0,HOU,1.0,OAK,-6.5,@NE,5.5,@SD,1.0,BYE,,NO,-6.0,@CIN,-5.0,@CAR,-3.5,SD,-7.5,@KC,-10.5,TB,-9.5,@OAK,-10.0,@BAL,-3.0,CLE,-11.0,KC,-17.0,0.85217349117252
0.58,40.0,0.4,BAL,L,@PHI,3.0,NE,-2.5,CLE,-11.5,@KC,-6.0,DAL,-3.5,@HOU,7.0,BYE,,@CLE,-3.5,OAK,-9.5,@PIT,-3.0,@SD,-1.0,PIT,-7.0,@WAS,1.0,DEN,3.0,NYG,1.0,@CIN,4.5,0.46289648287281
0.55,36.0,0.0,STL,W,WAS,3.5,@CHI,7.0,SEA,2.5,ARI,2.0,@MIA,5.5,GB,4.0,NE,7.5,BYE,,@SF,13.0,NYJ,-3.5,@ARI,1.0,SF,7.5,@BUF,3.5,MIN,-1.0,@TB,3.0,@SEA,11.0,0.061455485133652
0.5,33.4,0.0,NYJ,L,@PIT,4.5,@MIA,-2.5,SF,3.5,HOU,9.5,IND,-3.5,@NE,11.0,MIA,-1.0,BYE,,@SEA,5.5,@STL,3.5,NE,7.0,ARI,-6.0,@JAX,-3.0,@TEN,-1.0,SD,-3.0,@BUF,3.5,0.1850099732108
0.48,31.1,0.0,TEN,L,@SD,6.5,DET,3.5,@HOU,13.0,@MIN,6.0,PIT,6.0,@BUF,4.0,IND,-3.5,CHI,4.5,@MIA,6.5,BYE,,@JAX,-3.5,HOU,7.0,@IND,3.5,NYJ,1.0,@GB,10.5,JAX,-6.0,0.13016129191719
0.47,26.8,0.0,CLE,L,@CIN,7.0,BUF,2.5,@BAL,11.5,@NYG,8.0,CIN,1.0,@IND,1.0,SD,2.5,BAL,3.5,BYE,,@DAL,7.0,PIT,1.0,@OAK,-2.5,KC,-7.0,WAS,-4.0,@DEN,11.0,@PIT,10.0,0.14369501104784
0.47,28.4,0.0,JAX,L,HOU,6.5,@IND,3.0,CIN,-1.0,CHI,6.5,BYE,,@OAK,6.0,@GB,15.5,DET,6.0,IND,3.0,@HOU,15.0,TEN,3.5,@BUF,6.0,NYJ,3.0,@MIA,8.0,NE,14.0,@TEN,6.0,0.0061186974145388
0.47,31.8,0.0,CHI,L,@GB,5.0,STL,-7.0,@DAL,3.0,@JAX,-6.5,BYE,,DET,-6.5,CAR,-7.0,@TEN,-4.5,HOU,-1.0,@SF,3.5,MIN,-6.0,SEA,-3.0,@MIN,-1.0,GB,3.0,@ARI,-7.0,@DET,-3.0,0.53245081363974
0.44,15.7,0.0,ARI,W,@NE,13.0,PHI,3.0,MIA,-4.0,@STL,-2.0,BUF,-5.0,@MIN,7.0,SF,7.5,@GB,10.5,BYE,,@ATL,9.5,STL,-1.0,@NYJ,6.0,@SEA,10.5,DET,6.0,CHI,7.0,@SF,16.0,0.12601540545144
0.42,27.6,0.0,DET,L,@SF,7.0,@TEN,-3.5,MIN,-3.5,BYE,,@PHI,3.5,@CHI,6.5,SEA,-1.5,@JAX,-6.0,@MIN,-3.0,GB,3.0,HOU,3.5,IND,-7.0,@GB,6.5,@ARI,-6.0,ATL,3.5,CHI,3.0,0.33814136356283
0.41,23.6,0.0,TB,L,@NYG,9.0,@DAL,9.0,WAS,-1.5,BYE,,KC,-5.0,NO,1.0,@MIN,5.5,@OAK,1.0,SD,-3.0,@CAR,-1.0,ATL,1.0,@DEN,9.5,PHI,-8.0,@NO,3.5,STL,-3.0,@ATL,3.0,0.21541928146411
