EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.05,76.4,12.6,NYG,W,TB,-9.0,@CAR,2.5,@PHI,2.5,CLE,-8.0,@SF,7.0,WAS,-6.5,@DAL,-1.5,PIT,-3.5,@CIN,-3.5,BYE,,GB,-1.0,@WAS,-2.5,NO,-4.0,@ATL,1.0,@BAL,-1.0,PHI,-6.5,0.42309492308249
1.05,72.4,2.8,SF,W,DET,-7.0,@MIN,-6.5,@NYJ,-3.5,BUF,-10.0,NYG,-7.0,SEA,-8.0,@ARI,-7.5,BYE,,STL,-13.0,CHI,-3.5,@NO,-1.0,@STL,-7.5,MIA,-10.0,@NE,4.0,@SEA,2.5,ARI,-16.0,0.925345530947
1.03,84.3,43.4,NE,L,ARI,-13.0,@BAL,2.5,@BUF,-3.5,DEN,-5.5,@SEA,-4.0,NYJ,-11.0,@STL,-7.5,BYE,,BUF,-13.5,IND,-9.5,@NYJ,-7.0,@MIA,-7.0,HOU,-5.5,SF,-4.0,@JAX,-14.0,MIA,-11.0,1.0
1.0,68.2,0.7,GB,W,CHI,-5.0,@SEA,-3.0,NO,-8.0,@IND,-6.5,@HOU,4.0,@STL,-4.0,JAX,-15.5,ARI,-10.5,BYE,,@DET,-3.0,@NYG,1.0,MIN,-7.0,DET,-6.5,@CHI,-3.0,TEN,-10.5,@MIN,-3.0,0.7895313611193
0.99,71.6,9.4,HOU,W,@JAX,-6.5,@DEN,-1.0,TEN,-13.0,@NYJ,-9.5,GB,-4.0,BAL,-7.0,BYE,,BUF,-11.0,@CHI,1.0,JAX,-15.0,@DET,-3.5,@TEN,-7.0,@NE,5.5,IND,-10.5,MIN,-9.5,@IND,-6.5,0.90099017698522
0.99,73.2,14.3,CIN,W,CLE,-7.0,@WAS,3.0,@JAX,1.0,MIA,-3.0,@CLE,-1.0,PIT,1.0,BYE,,DEN,5.0,NYG,3.5,@KC,-3.0,OAK,-9.5,@SD,1.0,DAL,-3.5,@PHI,-4.5,@PIT,3.0,BAL,-4.5,0.3019456469285
0.98,68.9,4.8,SD,W,TEN,-6.5,ATL,-3.0,@KC,-2.5,@NO,3.5,DEN,-1.0,BYE,,@CLE,-2.5,KC,-7.5,@TB,3.0,@DEN,7.5,BAL,1.0,CIN,-1.0,@PIT,7.0,CAR,-3.0,@NYJ,3.0,OAK,-9.5,0.25916484044473
0.97,66.6,1.2,PIT,W,NYJ,-4.5,@OAK,-3.5,BYE,,PHI,-4.0,@TEN,-6.0,@CIN,-1.0,WAS,-4.5,@NYG,3.5,KC,-12.5,BAL,3.0,@CLE,-1.0,@BAL,7.0,SD,-7.0,@DAL,-1.0,CIN,-3.0,CLE,-10.0,0.5301818112325
0.91,64.0,3.7,WAS,L,@STL,-3.5,CIN,-3.0,@TB,1.5,ATL,3.0,MIN,2.0,@NYG,6.5,@PIT,4.5,CAR,-3.0,BYE,,PHI,-3.5,@DAL,3.5,NYG,2.5,BAL,-1.0,@CLE,4.0,@PHI,-4.5,DAL,-3.0,0.21971410161267
0.88,60.0,0.1,PHI,W,BAL,-3.0,@ARI,-3.0,NYG,-2.5,@PIT,4.0,DET,-3.5,BYE,,ATL,-1.5,@NO,2.5,DAL,1.0,@WAS,3.5,CAR,3.0,@DAL,10.5,@TB,8.0,CIN,4.5,WAS,4.5,@NYG,6.5,0.11608320530823
