EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.9,81.1,70.6,NYG,L,SEA,-10.0,BUF,-3.0,BYE,,MIA,-9.5,@NE,9.5,@SF,4.0,PHI,-6.0,@NO,7.0,GB,7.0,@DAL,4.5,WAS,-5.5,@NYJ,1.5,DAL,-3.0,0.30086839821003
0.87,43.6,0.2,JAX,L,CIN,1.0,@PIT,12.5,BAL,10.0,@HOU,10.0,BYE,,@IND,-3.0,@CLE,1.0,HOU,6.0,SD,3.0,TB,3.0,@ATL,13.5,@TEN,8.0,IND,-3.0,0.061665163522336
0.84,42.8,0.3,TB,L,@SF,2.5,NO,6.0,CHI,1.5,BYE,,@NO,9.0,HOU,3.5,@GB,13.5,@TEN,3.0,CAR,1.0,@JAX,-3.0,DAL,7.0,@CAR,9.0,@ATL,10.0,0.026238092777066
0.78,36.7,0.0,DEN,L,SD,3.5,BYE,,@MIA,-1.0,DET,3.0,@OAK,7.0,@KC,3.0,NYJ,6.0,@SD,4.5,@MIN,1.0,CHI,-3.5,NE,7.0,@BUF,-3.0,KC,-1.0,0.075812074799058
0.78,39.4,0.3,BUF,W,PHI,3.0,@NYG,3.0,BYE,,WAS,-4.0,NYJ,-2.5,@DAL,4.0,@MIA,3.0,@NYJ,9.5,TEN,-1.0,@SD,7.0,MIA,1.0,DEN,3.0,@NE,10.0,0.066404842417688
0.75,37.9,0.2,TEN,L,@PIT,3.0,BYE,,HOU,-3.0,IND,-9.0,CIN,-1.5,@CAR,3.5,@ATL,6.0,TB,-3.0,@BUF,1.0,NO,3.5,@IND,-6.5,JAX,-8.0,@HOU,-1.0,0.34608035051146
0.71,32.9,0.1,OAK,W,@HOU,4.5,CLE,-6.5,KC,-3.5,BYE,,DEN,-7.0,@SD,7.0,@MIN,1.5,CHI,-3.0,@MIA,3.5,@GB,11.5,DET,1.0,@KC,2.5,SD,-2.5,0.24046073334486
0.71,35.5,0.2,ARI,L,@MIN,3.5,BYE,,PIT,4.0,@BAL,12.0,STL,-1.0,@PHI,13.5,@SF,10.0,@STL,1.0,DAL,4.0,SF,3.5,CLE,-6.0,@CIN,4.5,SEA,-2.5,0.088944546137158
0.69,27.7,0.0,CAR,L,NO,6.5,@ATL,3.5,WAS,-1.5,MIN,-3.0,BYE,,TEN,-3.5,@DET,7.0,@IND,-3.5,@TB,-1.0,ATL,3.0,@HOU,6.0,TB,-9.0,@NO,7.0,0.25996791266069
0.63,30.7,0.0,ATL,L,GB,6.0,CAR,-3.5,@DET,4.5,BYE,,@IND,-6.5,NO,-1.0,TEN,-6.0,MIN,-10.0,@HOU,-1.0,@CAR,-3.0,JAX,-13.5,@NO,7.0,TB,-10.0,0.55272629028982
0.57,27.4,0.1,CHI,L,@DET,6.5,MIN,-1.0,@TB,-1.5,BYE,,@PHI,9.0,DET,-2.5,SD,-4.5,@OAK,3.0,KC,-9.0,@DEN,3.5,SEA,-3.5,@GB,13.0,@MIN,1.5,0.24252744493322
0.54,24.6,0.0,NYJ,L,@NE,7.5,MIA,-7.0,SD,1.0,BYE,,@BUF,2.5,NE,-2.5,@DEN,-6.0,BUF,-9.5,@WAS,-3.0,KC,-10.5,@PHI,3.0,NYG,-1.5,@MIA,2.0,0.4494460482445
,,,BAL,,BYE,,HOU,-7.0,@JAX,-10.0,ARI,-12.0,@PIT,3.5,@SEA,-7.0,CIN,-7.0,SF,-3.5,@CLE,-7.0,IND,-16.5,@SD,-1.0,CLE,-11.0,@CIN,-2.5,0.85791596036675
,,,CLE,,BYE,,@OAK,6.5,SEA,-3.0,@SF,9.0,@HOU,10.5,STL,-2.5,JAX,-1.0,@CIN,6.5,BAL,7.0,@PIT,14.0,@ARI,6.0,@BAL,11.0,PIT,7.0,0.08252504891112
,,,DAL,,BYE,,@NE,6.5,STL,-14.0,@PHI,3.0,SEA,-11.0,BUF,-4.0,@WAS,-7.0,MIA,-7.0,@ARI,-4.0,NYG,-4.5,@TB,-7.0,PHI,1.0,@NYG,3.0,0.64066975085339
,,,MIA,,BYE,,@NYJ,7.0,DEN,1.0,@NYG,9.5,@KC,4.5,WAS,-4.0,BUF,-3.0,@DAL,7.0,OAK,-3.5,PHI,-3.0,@BUF,-1.0,@NE,7.0,NYJ,-2.0,0.15428846581241
,,,STL,,BYE,,@GB,14.0,@DAL,14.0,NO,13.5,@ARI,1.0,@CLE,2.5,SEA,-3.0,ARI,-1.0,@SF,14.0,@SEA,9.0,CIN,7.0,@PIT,10.0,SF,12.5,0.047253506475269
,,,WAS,,BYE,,PHI,3.0,@CAR,1.5,@BUF,4.0,SF,5.0,@MIA,4.0,DAL,7.0,@SEA,3.0,NYJ,3.0,NE,7.0,@NYG,5.5,MIN,-6.0,@PHI,7.0,0.06257902866067
