EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.71,45.0,0.1,NO,W,LAR,1.5,@CIN,-4.5,PHI,-3.5,ATL,-6.5,@DAL,-3.0,@TB,-4.0,@CAR,-1.5,PIT,-3.5,CAR,-5.0,0.61935361655006
0.67,34.6,0.0,TEN,W,@DAL,4.5,NE,6.5,@IND,3.0,@HOU,5.0,NYJ,-3.5,JAX,1.0,@NYG,2.5,WAS,-1.5,IND,-2.5,0.12018834722631
0.66,40.7,0.0,NYJ,L,@MIA,3.0,BUF,-7.5,BYE,,NE,8.0,@TEN,3.5,@BUF,-2.0,HOU,3.0,GB,4.0,@NE,13.0,0.18471855207719
0.58,27.8,0.0,TB,L,@CAR,6.0,WAS,-3.0,@NYG,1.0,SF,-6.0,CAR,1.5,NO,4.0,@BAL,6.0,@DAL,3.5,ATL,-0.5,0.16936937809694
0.57,33.7,0.0,DET,L,@MIN,4.5,@CHI,6.5,CAR,-0.5,CHI,-0.5,LAR,3.5,@ARI,-4.0,@BUF,-5.0,MIN,2.0,@GB,5.0,0.19123104470637
0.54,33.4,0.0,GB,L,@NE,5.0,MIA,-10.0,@SEA,-1.0,@MIN,3.0,ARI,-10.5,ATL,-4.0,@CHI,2.0,@NYJ,-4.0,DET,-5.0,0.64882759953652
0.53,24.1,0.0,CLE,L,KC,7.5,ATL,4.0,BYE,,@CIN,6.0,@HOU,6.5,CAR,3.5,@DEN,3.5,CIN,2.5,@BAL,7.5,0.0
0.52,20.1,0.1,BUF,L,CHI,10.5,@NYJ,7.5,BYE,,JAX,6.5,@MIA,5.5,NYJ,2.0,DET,5.0,@NE,17.0,MIA,2.0,0.0
,,,ARI,,BYE,,@KC,16.5,OAK,-1.0,@LAC,9.5,@GB,10.5,DET,4.0,@ATL,9.5,LAR,11.0,@SEA,7.5,0.0097773911674717
,,,CIN,,BYE,,NO,4.5,@BAL,4.0,CLE,-6.0,DEN,-4.0,@LAC,3.0,OAK,-7.0,@CLE,-2.5,@PIT,4.5,0.35476960400626
,,,IND,,BYE,,JAX,-3.0,TEN,-3.0,MIA,-4.0,@JAX,4.0,@HOU,4.5,DAL,-1.0,NYG,-3.0,@TEN,2.5,0.24220199203571
,,,JAX,,BYE,,@IND,3.0,PIT,1.0,@BUF,-6.5,IND,-4.0,@TEN,-1.0,WAS,-3.5,@MIA,-3.0,@HOU,3.0,0.33653604959415
,,,NYG,,BYE,,@SF,3.0,TB,-1.0,@PHI,9.5,CHI,3.0,@WAS,4.0,TEN,-2.5,@IND,3.0,DAL,1.5,0.045971096271124
,,,PHI,,BYE,,DAL,-6.5,@NO,3.5,NYG,-9.5,WAS,-6.5,@DAL,-1.5,@LAR,3.5,HOU,-4.0,@WAS,-3.0,0.59132723616223
