EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.05,79.9,31.7,CHI,W,@BUF,-10.5,DET,-6.5,MIN,-1.0,@DET,0.5,@NYG,-3.0,LAR,1.5,GB,-2.0,@SF,-4.0,@MIN,3.5,0.29831936421045
1.04,75.9,21.8,KC,W,@CLE,-7.5,ARI,-16.5,@LAR,2.5,BYE,,@OAK,-7.5,BAL,-4.5,LAC,-6.5,@SEA,-3.5,OAK,-11.5,0.87088458346325
1.04,66.6,1.1,NE,W,GB,-5.0,@TEN,-6.5,BYE,,@NYJ,-8.0,MIN,-4.0,@MIA,-8.0,@PIT,-1.5,BUF,-17.0,NYJ,-13.0,1.0
1.01,66.3,4.3,MIN,W,DET,-4.5,BYE,,@CHI,1.0,GB,-3.0,@NE,4.0,@SEA,-2.5,MIA,-9.5,@DET,-2.0,CHI,-3.5,0.35555196011761
0.99,72.2,19.2,CAR,W,TB,-6.0,@PIT,4.0,@DET,0.5,SEA,-4.0,@TB,-1.5,@CLE,-3.5,NO,1.5,ATL,-3.0,@NO,5.0,0.22179273537448
0.92,59.3,1.7,MIA,W,NYJ,-3.0,@GB,10.0,BYE,,@IND,4.0,BUF,-5.5,NE,8.0,@MIN,9.5,JAX,3.0,@BUF,-2.0,0.13267014201152
0.91,65.4,15.1,DAL,L,TEN,-4.5,@PHI,6.5,@ATL,3.0,WAS,-3.0,NO,3.0,PHI,1.5,@IND,1.0,TB,-3.5,@NYG,-1.5,0.1425941207115
0.87,55.0,0.1,LAR,L,@NO,-1.5,SEA,-10.0,KC,-2.5,BYE,,@DET,-3.5,@CHI,-1.5,PHI,-3.5,@ARI,-11.0,SF,-13.5,0.78061302182708
0.85,53.8,0.1,BAL,L,PIT,-1.0,BYE,,CIN,-4.0,OAK,-9.5,@ATL,1.0,@KC,4.5,TB,-6.0,@LAC,1.0,CLE,-7.5,0.51152091204314
0.85,54.0,0.8,WAS,L,ATL,-1.5,@TB,3.0,HOU,-1.0,@DAL,3.0,@PHI,6.5,NYG,-4.0,@JAX,3.5,@TEN,1.5,PHI,3.0,0.096763897751062
0.83,52.8,0.3,DEN,L,HOU,-1.0,BYE,,@LAC,4.0,PIT,3.5,@CIN,4.0,@SF,-1.5,CLE,-3.5,@OAK,-1.0,LAC,0.5,0.091961692837562
0.83,52.8,1.3,OAK,L,@SF,-1.0,LAC,10.0,@ARI,1.0,@BAL,9.5,KC,7.5,PIT,6.5,@CIN,7.0,DEN,1.0,@KC,11.5,0.0
0.79,50.7,0.5,SEA,L,LAC,-1.0,@LAR,10.0,GB,1.0,@CAR,4.0,SF,-6.5,MIN,2.5,@SF,-3.0,KC,3.5,ARI,-7.5,0.30835407366919
0.78,49.3,0.1,LAC,W,@SEA,1.0,@OAK,-10.0,DEN,-4.0,ARI,-9.5,@PIT,4.0,CIN,-3.0,@KC,6.5,BAL,-1.0,@DEN,-0.5,0.49837850381443
0.75,47.2,0.8,SF,W,OAK,1.0,NYG,-3.0,BYE,,@TB,6.0,@SEA,6.5,DEN,1.5,SEA,3.0,CHI,4.0,@LAR,13.5,0.055761362192923
0.74,47.2,0.6,HOU,W,@DEN,1.0,BYE,,@WAS,1.0,TEN,-5.0,CLE,-6.5,IND,-4.5,@NYJ,-3.0,@PHI,4.0,JAX,-3.0,0.41780390142925
0.73,46.0,0.2,ATL,W,@WAS,1.5,@CLE,-4.0,DAL,-3.0,@NO,6.5,BAL,-1.0,@GB,4.0,ARI,-9.5,@CAR,3.0,@TB,0.5,0.32048576475665
0.73,46.2,0.2,PIT,W,@BAL,1.0,CAR,-4.0,@JAX,-1.0,@DEN,-3.5,LAC,-4.0,@OAK,-6.5,NE,1.5,@NO,3.5,CIN,-4.5,0.46512943869811
