EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.95,79.5,49.1,NE,W,@CLE,-10.0,CIN,-8.5,@PIT,3.0,@BUF,-3.5,BYE,,SEA,-3.0,@SF,-8.0,@NYJ,-3.5,LAR,-7.0,BAL,-6.5,@DEN,2.5,NYJ,-7.0,@MIA,-6.5,0.80867887586776
0.9,55.9,0.1,BUF,W,@LAR,-2.5,SF,-7.5,@MIA,-1.5,NE,3.5,@SEA,7.0,BYE,,@CIN,6.5,JAX,-4.0,@OAK,3.5,PIT,3.5,CLE,-9.5,MIA,-4.5,@NYJ,3.0,0.42776181819836
0.9,55.7,0.3,MIA,L,TEN,-2.5,PIT,7.5,BUF,1.5,BYE,,NYJ,2.0,@SD,3.5,@LAR,6.0,SF,-4.0,@BAL,7.0,ARI,4.0,@NYJ,5.5,@BUF,4.5,NE,6.5,0.06406307642497
0.9,55.7,0.5,CIN,L,@DAL,-2.5,@NE,8.5,CLE,-14.0,WAS,-6.5,BYE,,@NYG,-2.0,BUF,-6.5,@BAL,-1.0,PHI,-4.5,@CLE,-9.5,PIT,-0.5,@HOU,0.5,BAL,-4.0,0.68914951728805
0.72,44.3,0.1,DAL,W,CIN,2.5,@GB,4.0,BYE,,PHI,-3.5,@CLE,-7.0,@PIT,4.5,BAL,-3.5,WAS,-6.0,@MIN,3.5,@NYG,-0.5,TB,-7.0,DET,-7.0,@PHI,0.5,0.52367625145263
0.72,44.3,0.1,TEN,W,@MIA,2.5,CLE,-7.5,IND,0.5,JAX,-1.0,@SD,4.0,GB,7.0,@IND,4.0,@CHI,3.0,BYE,,DEN,6.5,@KC,9.5,@JAX,3.5,HOU,3.5,0.13156701712663
0.71,44.1,0.3,LAR,L,BUF,2.5,@DET,3.0,NYG,-2.0,BYE,,CAR,1.5,@NYJ,3.0,MIA,-6.0,@NO,-1.5,@NE,7.0,ATL,-1.0,@SEA,7.0,SF,-7.0,ARI,1.5,0.24593889018858
0.67,20.5,0.0,CLE,L,NE,10.0,@TEN,7.5,@CIN,14.0,NYJ,6.0,DAL,7.0,@BAL,10.5,PIT,11.5,NYG,6.0,BYE,,CIN,9.5,@BUF,9.5,SD,4.0,@PIT,15.5,0.0
0.61,36.7,0.0,DET,W,PHI,3.5,LAR,-3.0,WAS,-1.0,@HOU,5.5,@MIN,8.0,BYE,,JAX,-3.0,MIN,4.0,@NO,2.5,CHI,-3.5,@NYG,4.0,@DAL,7.0,GB,6.0,0.14904263365111
0.61,35.5,0.0,CHI,L,@IND,3.5,JAX,-2.5,@GB,10.5,MIN,6.0,BYE,,@TB,3.0,@NYG,5.5,TEN,-3.0,SF,-4.0,@DET,3.5,GB,7.0,WAS,1.0,@MIN,9.5,0.14823568977694
0.6,36.0,0.0,SD,L,@OAK,3.5,DEN,3.0,@ATL,6.0,@DEN,9.5,TEN,-4.0,MIA,-3.5,BYE,,@HOU,6.0,TB,-3.0,@CAR,7.0,OAK,2.5,@CLE,-4.0,KC,3.5,0.22951302833542
0.59,36.0,0.0,ATL,W,@DEN,3.5,@SEA,6.0,SD,-6.0,GB,3.0,@TB,-3.0,@PHI,2.5,BYE,,ARI,-1.5,KC,-1.5,@LAR,1.0,SF,-9.5,@CAR,3.5,NO,-6.5,0.37953510210148
0.59,36.0,0.1,SF,L,ARI,3.5,@BUF,7.5,TB,2.5,BYE,,NO,1.5,@ARI,10.5,NE,8.0,@MIA,4.0,@CHI,4.0,NYJ,3.5,@ATL,9.5,@LAR,7.0,SEA,8.0,0.0
0.59,36.0,0.0,WAS,W,@BAL,3.5,PHI,2.0,@DET,1.0,@CIN,6.5,BYE,,MIN,3.5,GB,4.0,@DAL,6.0,@ARI,5.0,@PHI,3.5,CAR,2.5,@CHI,-1.0,NYG,-1.5,0.023635440490757
0.57,31.1,0.0,HOU,L,@MIN,6.0,IND,-3.0,@DEN,6.5,DET,-5.5,BYE,,@JAX,-3.0,@OAK,3.0,SD,-6.0,@GB,6.5,@IND,-1.5,JAX,-6.5,CIN,-0.5,@TEN,-3.5,0.42780062179168
0.55,21.9,0.0,NYJ,L,@PIT,10.0,@ARI,8.0,BAL,-1.5,@CLE,-6.0,@MIA,-2.0,LAR,-3.0,BYE,,NE,3.5,IND,-3.5,@SF,-3.5,MIA,-5.5,@NE,7.0,BUF,-3.0,0.38500306030867
0.51,30.9,0.1,TB,W,@CAR,5.5,BYE,,@SF,-2.5,OAK,2.5,ATL,3.0,CHI,-3.0,@KC,7.0,SEA,6.0,@SD,3.0,NO,-3.0,@DAL,7.0,@NO,3.0,CAR,3.5,0.10575244595198
0.48,26.3,0.0,NYG,L,@GB,7.0,BAL,-3.0,@LAR,2.0,BYE,,PHI,-2.0,CIN,2.0,CHI,-5.5,@CLE,-6.0,@PIT,7.0,DAL,0.5,DET,-4.0,@PHI,3.0,@WAS,1.5,0.30979963494293
,,,JAX,,BYE,,@CHI,2.5,OAK,3.0,@TEN,1.0,@KC,8.0,HOU,3.0,@DET,3.0,@BUF,4.0,DEN,6.0,MIN,6.0,@HOU,6.5,TEN,-3.5,@IND,3.5,0.053424134214943
,,,KC,,BYE,,@OAK,0.0,NO,-7.5,@IND,-3.0,JAX,-8.0,@CAR,3.0,TB,-7.0,@DEN,3.5,@ATL,1.5,OAK,-3.5,TEN,-9.5,DEN,-0.5,@SD,-3.5,0.63488469806489
,,,NO,,BYE,,CAR,3.5,@KC,7.5,SEA,6.0,@SF,-1.5,DEN,6.0,@CAR,7.5,LAR,1.5,DET,-2.5,@TB,3.0,@ARI,7.5,TB,-3.0,@ATL,6.5,0.071406812712195
,,,SEA,,BYE,,ATL,-6.0,@ARI,-1.0,@NO,-6.0,BUF,-7.0,@NE,3.0,PHI,-6.5,@TB,-6.0,CAR,-4.0,@GB,3.0,LAR,-7.0,ARI,-4.0,@SF,-8.0,0.86167866260056
