EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.38,68.0,0.3,SD,W,TEN,-5.0,@HOU,-3.0,BYE,,DEN,-9.0,@IND,2.0,OAK,-13.0,KC,-10.0,SF,-10.5,@CIN,-8.5,@DEN,-4.5,1.0
1.34,68.9,3.6,IND,W,HOU,-5.5,@PHI,3.0,CIN,-7.5,@NE,4.0,SD,-2.0,DAL,-6.0,@TEN,-4.0,JAX,-5.0,@OAK,-2.0,TEN,-9.0,0.62361995872597
1.31,71.4,8.5,DAL,L,JAX,-6.5,@GB,7.0,@NYG,13.0,DET,-6.5,NO,4.5,@IND,6.0,PHI,4.0,WAS,-7.0,@ARI,-7.5,@PHI,-1.5,0.40033906657977
1.3,69.3,6.4,NYJ,L,GB,-6.0,@DET,-5.5,@CLE,-3.0,HOU,-6.5,CIN,-9.5,@NE,4.0,MIA,-5.0,@PIT,3.5,@CHI,2.5,BUF,-6.5,0.56452478694763
1.28,68.0,5.8,NE,W,MIN,-5.5,@CLE,-4.0,@PIT,5.0,IND,-4.0,@DET,-7.0,NYJ,-4.0,@CHI,-3.0,GB,-14.0,@BUF,-7.5,MIA,-5.5,0.89171036368657
1.26,62.0,0.3,ARI,L,TB,-3.0,@MIN,7.5,SEA,-4.0,@KC,8.5,SF,2.0,STL,3.5,DEN,4.5,@CAR,2.5,DAL,7.5,@SF,6.0,0.084834282624973
1.26,59.0,0.3,DET,W,WAS,-2.5,NYJ,5.5,@BUF,2.0,@DAL,6.5,NE,7.0,CHI,4.5,GB,7.0,@TB,4.0,@MIA,3.5,MIN,-3.5,0.078405047639107
1.22,60.0,0.1,SF,W,DEN,-3.0,BYE,,STL,-4.0,TB,-3.5,@ARI,-2.0,@GB,9.5,SEA,-5.0,@SD,10.5,@STL,2.5,ARI,-6.0,0.38805065175223
1.12,25.9,0.1,BUF,L,@KC,7.0,CHI,2.5,DET,-2.0,@CIN,5.0,PIT,6.0,@MIN,5.0,CLE,0.0,@MIA,4.5,NE,7.5,@NYJ,6.5,0.039438647846797
1.07,52.4,0.2,CIN,L,MIA,-1.0,PIT,5.5,@IND,7.5,BUF,-5.0,@NYJ,9.5,NO,7.0,@PIT,9.0,CLE,-1.0,SD,8.5,@BAL,9.5,0.10763145727344
