EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.07,79.2,10.2,JAX,L,TEN,-10.0,NYJ,-7.5,@KC,1.5,@DAL,-1.5,HOU,-6.0,PHI,-3.0,BYE,,@IND,-4.5,PIT,-3.0,@BUF,-9.5,IND,-8.0,@TEN,-3.0,WAS,-8.0,@MIA,-3.5,@HOU,-3.0,0.74591904084915
1.03,73.2,1.7,LAR,W,LAC,-7.5,MIN,-6.5,@SEA,-5.0,@DEN,-3.5,@SF,-3.0,GB,-3.5,@NO,-1.0,SEA,-9.5,KC,-5.0,BYE,,@DET,-6.0,@CHI,-3.5,PHI,-3.5,@ARI,-9.5,SF,-7.0,0.84143798524663
1.03,89.3,58.4,MIN,L,BUF,-16.5,@LAR,6.5,@PHI,2.5,ARI,-13.5,@NYJ,-6.5,NO,-3.5,DET,-9.5,BYE,,@CHI,-3.0,GB,-3.0,@NE,3.0,@SEA,-4.0,MIA,-9.0,@DET,-6.5,CHI,-7.0,0.79865678197343
1.0,72.3,4.5,NE,L,@DET,-6.5,MIA,-7.0,IND,-9.5,KC,-4.0,@CHI,-3.5,@BUF,-9.5,GB,-3.5,@TEN,-4.0,BYE,,@NYJ,-7.5,MIN,-3.0,@MIA,-4.0,@PIT,-1.0,BUF,-14.0,NYJ,-11.0,1.0
0.99,71.6,4.2,PHI,W,IND,-6.5,@TEN,-4.0,MIN,-2.5,@NYG,-4.5,CAR,-4.5,@JAX,3.0,BYE,,DAL,-4.5,@NO,2.5,NYG,-9.5,WAS,-7.0,@DAL,-0.5,@LAR,3.5,HOU,-6.5,@WAS,-3.5,0.60246053585115
0.99,70.6,2.5,HOU,L,NYG,-6.0,@IND,1.5,DAL,-2.5,BUF,-9.5,@JAX,6.0,MIA,-3.5,@DEN,3.0,BYE,,@WAS,-0.5,TEN,-3.5,CLE,-6.5,IND,-4.0,@NYJ,-2.0,@PHI,6.5,JAX,3.0,0.39882840316759
0.94,66.7,0.5,BAL,W,DEN,-5.5,@PIT,3.5,@CLE,-3.0,@TEN,-1.0,NO,-1.5,@CAR,2.0,PIT,-1.5,BYE,,CIN,-3.5,OAK,-7.0,@ATL,3.5,@KC,3.0,TB,-3.5,@LAC,3.5,CLE,-7.0,0.33484392633054
0.93,67.9,5.2,CHI,W,@ARI,-5.5,TB,-3.0,BYE,,@MIA,1.5,NE,3.5,NYJ,-6.5,@BUF,-5.0,DET,-3.5,MIN,3.0,@DET,1.0,@NYG,-1.0,LAR,3.5,GB,3.0,@SF,3.5,@MIN,7.0,0.24136238064572
0.93,68.5,7.1,KC,W,SF,-5.5,@DEN,-4.5,JAX,-1.5,@NE,4.0,CIN,-4.0,DEN,-5.0,@CLE,-4.0,ARI,-10.5,@LAR,5.0,BYE,,@OAK,-3.5,BAL,-3.0,LAC,-3.0,@SEA,-3.0,OAK,-9.0,0.6289592813887
0.86,61.4,1.8,CLE,W,NYJ,-3.0,@OAK,3.0,BAL,3.0,LAC,4.0,@TB,6.0,@PIT,8.0,KC,4.0,ATL,4.0,BYE,,@CIN,6.5,@HOU,6.5,CAR,3.0,@DEN,6.0,CIN,2.5,@BAL,7.0,0.0
0.8,57.0,0.9,MIA,W,OAK,-3.0,@NE,7.0,@CIN,3.5,CHI,-1.5,DET,-3.5,@HOU,3.5,NYJ,-5.0,@GB,8.0,BYE,,@IND,2.0,BUF,-7.0,NE,4.0,@MIN,9.0,JAX,3.5,@BUF,-6.5,0.29895470558949
0.8,56.8,0.4,CAR,W,CIN,-2.5,BYE,,NYG,-6.5,@WAS,-1.0,@PHI,4.5,BAL,-2.0,TB,-3.5,@PIT,4.0,@DET,-2.0,SEA,-5.0,@TB,2.0,@CLE,-3.0,NO,-0.5,ATL,-0.5,@NO,4.0,0.26780329266277
0.77,54.4,0.5,GB,L,@WAS,-2.5,BUF,-10.0,@DET,-4.0,SF,-5.5,BYE,,@LAR,3.5,@NE,3.5,MIA,-8.0,@SEA,-4.0,@MIN,3.0,ARI,-13.5,ATL,-3.5,@CHI,-3.0,@NYJ,-6.5,DET,-9.5,0.81827266661842
0.77,54.0,0.1,ATL,L,NO,-1.5,CIN,-5.0,@PIT,3.0,TB,-6.0,NYG,-8.0,BYE,,@WAS,-3.0,@CLE,-4.0,DAL,-4.0,@NO,3.0,BAL,-3.5,@GB,3.5,ARI,-11.5,@CAR,0.5,@TB,-2.0,0.59052636079928
0.75,52.6,0.2,TB,L,PIT,-1.0,@CHI,3.0,BYE,,@ATL,6.0,CLE,-6.0,@CIN,3.0,@CAR,3.5,WAS,-4.0,@NYG,-1.5,SF,-1.5,CAR,-2.0,NO,2.0,@BAL,3.5,@DAL,3.5,ATL,2.0,0.17812813942547
0.73,51.5,0.5,SEA,W,DAL,-1.0,@ARI,-3.0,LAR,5.0,@OAK,2.0,BYE,,@DET,2.0,LAC,3.0,@LAR,9.5,GB,4.0,@CAR,5.0,SF,2.0,MIN,4.0,@SF,6.0,KC,3.0,ARI,-7.5,0.13994950978463
0.69,48.5,0.1,DAL,L,@SEA,1.0,DET,-3.0,@HOU,2.5,JAX,1.5,@WAS,-1.0,BYE,,TEN,-4.0,@PHI,4.5,@ATL,4.0,WAS,-5.0,NO,-0.5,PHI,0.5,@IND,-2.5,TB,-3.5,@NYG,-3.0,0.2746395548992
0.67,47.4,0.3,PIT,W,@TB,1.0,BAL,-3.5,ATL,-3.0,@CIN,-0.5,BYE,,CLE,-8.0,@BAL,1.5,CAR,-4.0,@JAX,3.0,@DEN,-1.0,LAC,-3.0,@OAK,-3.5,NE,1.0,@NO,3.0,CIN,-3.0,0.3560767304546
0.65,46.0,0.0,NO,W,@ATL,1.5,@NYG,-3.5,WAS,-7.0,BYE,,@BAL,1.5,@MIN,3.5,LAR,1.0,@CIN,-0.5,PHI,-2.5,ATL,-3.0,@DAL,0.5,@TB,-2.0,@CAR,0.5,PIT,-3.0,CAR,-4.0,0.30234337159163
0.65,45.6,0.0,WAS,W,GB,2.5,BYE,,@NO,7.0,CAR,1.0,DAL,1.0,@NYG,1.5,ATL,3.0,@TB,4.0,HOU,0.5,@DAL,5.0,@PHI,7.0,NYG,-3.5,@JAX,8.0,@TEN,3.5,PHI,3.5,0.041699312804815
0.62,43.2,0.0,CIN,L,@CAR,2.5,@ATL,5.0,MIA,-3.5,PIT,0.5,@KC,4.0,TB,-3.0,BYE,,NO,0.5,@BAL,3.5,CLE,-6.5,DEN,-3.0,@LAC,4.0,OAK,-5.0,@CLE,-2.5,@PIT,3.0,0.27773709497089
0.62,43.0,0.1,OAK,L,@MIA,3.0,CLE,-3.0,@LAC,7.0,SEA,-2.0,BYE,,IND,-2.5,@SF,6.5,LAC,3.5,@ARI,-3.0,@BAL,7.0,KC,3.5,PIT,3.5,@CIN,5.0,DEN,0.5,@KC,9.0,0.10195623568286
