EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.06,86.8,34.0,HOU,W,MIA,-13.0,@JAX,-6.5,@DEN,-1.0,TEN,-13.0,@NYJ,-9.5,GB,-4.0,BAL,-7.0,BYE,,BUF,-11.0,@CHI,1.0,JAX,-15.0,@DET,-3.5,@TEN,-7.0,@NE,5.5,IND,-10.5,MIN,-9.5,@IND,-6.5,0.87485618812276
1.03,80.8,15.8,CHI,W,IND,-10.0,@GB,5.0,STL,-7.0,@DAL,3.0,@JAX,-6.5,BYE,,DET,-6.5,CAR,-7.0,@TEN,-4.5,HOU,-1.0,@SF,3.5,MIN,-6.0,SEA,-3.0,@MIN,-1.0,GB,3.0,@ARI,-7.0,@DET,-3.0,0.48091069559654
1.02,77.3,5.8,NO,L,WAS,-9.0,@CAR,-3.0,KC,-9.0,@GB,8.0,SD,-3.5,BYE,,@TB,-1.0,@DEN,6.0,PHI,-2.5,ATL,1.0,@OAK,-6.0,SF,1.0,@ATL,3.5,@NYG,4.0,TB,-3.5,@DAL,1.0,CAR,-4.0,0.30156825782772
1.02,78.1,9.8,PHI,W,@CLE,-8.5,BAL,-3.0,@ARI,-3.0,NYG,-2.5,@PIT,4.0,DET,-3.5,BYE,,ATL,-1.5,@NO,2.5,DAL,1.0,@WAS,3.5,CAR,3.0,@DAL,10.5,@TB,8.0,CIN,4.5,WAS,4.5,@NYG,6.5,0.13317763681746
0.99,74.0,3.1,BAL,W,CIN,-7.0,@PHI,3.0,NE,-2.5,CLE,-11.5,@KC,-6.0,DAL,-3.5,@HOU,7.0,BYE,,@CLE,-3.5,OAK,-9.5,@PIT,-3.0,@SD,-1.0,PIT,-7.0,@WAS,1.0,DEN,3.0,NYG,1.0,@CIN,4.5,0.41808907764798
0.97,77.7,20.5,DET,W,STL,-9.0,@SF,7.0,@TEN,-3.5,MIN,-3.5,BYE,,@PHI,3.5,@CHI,6.5,SEA,-1.5,@JAX,-6.0,@MIN,-3.0,GB,3.0,HOU,3.5,IND,-7.0,@GB,6.5,@ARI,-6.0,ATL,3.5,CHI,3.0,0.30540999129919
0.95,70.5,0.6,GB,L,SF,-5.5,CHI,-5.0,@SEA,-3.0,NO,-8.0,@IND,-6.5,@HOU,4.0,@STL,-4.0,JAX,-15.5,ARI,-10.5,BYE,,@DET,-3.0,@NYG,1.0,MIN,-7.0,DET,-6.5,@CHI,-3.0,TEN,-10.5,@MIN,-3.0,0.76456083915404
0.9,67.5,2.6,NE,W,@TEN,-4.5,ARI,-13.0,@BAL,2.5,@BUF,-3.5,DEN,-5.5,@SEA,-4.0,NYJ,-11.0,@STL,-7.5,BYE,,BUF,-13.5,IND,-9.5,@NYJ,-7.0,@MIA,-7.0,HOU,-5.5,SF,-4.0,@JAX,-14.0,MIA,-11.0,1.0
0.86,64.4,1.5,MIN,W,JAX,-3.5,@IND,-3.0,SF,6.5,@DET,3.5,TEN,-6.0,@WAS,-2.0,ARI,-7.0,TB,-5.5,@SEA,4.5,DET,3.0,BYE,,@CHI,6.0,@GB,7.0,CHI,1.0,@STL,1.0,@HOU,9.5,GB,3.0,0.21050128076104
0.84,62.7,1.2,NYG,L,DAL,-3.5,TB,-9.0,@CAR,2.5,@PHI,2.5,CLE,-8.0,@SF,7.0,WAS,-6.5,@DAL,-1.5,PIT,-3.5,@CIN,-3.5,BYE,,GB,-1.0,@WAS,-2.5,NO,-4.0,@ATL,1.0,@BAL,-1.0,PHI,-6.5,0.45679328995258
