EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.11,70.9,11.0,PHI,W,JAX,-6.5,@ARI,-5.5,DAL,-7.0,BYE,,PIT,-10.0,@HOU,-9.5,WAS,-9.5,@IND,-3.0,GB,-3.0,TEN,-7.0,@NYG,-6.0,@CHI,-6.5,@DAL,-1.5,NO,-7.5,NYG,-9.5,0.85288856586801
1.1,65.3,0.9,IND,L,TEN,-4.0,@DEN,3.5,JAX,-3.0,@TEN,2.5,WAS,-6.0,@NE,0.5,@LV,-0.5,PHI,3.0,PIT,-6.0,@DAL,3.5,BYE,,@MIN,3.5,LAC,-2.5,@NYG,-2.5,HOU,-9.5,0.28480800873942
1.07,64.8,3.1,MIN,W,NO,-4.0,CHI,-7.5,@MIA,2.5,BYE,,ARI,-6.0,@WAS,-3.5,@BUF,7.0,DAL,-3.0,NE,-6.0,NYJ,-10.5,@DET,-3.0,IND,-3.5,NYG,-7.0,@GB,4.0,@CHI,-4.0,0.55473697583397
1.07,63.6,1.9,CIN,W,MIA,-4.0,@BAL,3.0,@NO,-2.5,ATL,-10.0,@CLE,-2.0,CAR,-8.0,BYE,,@PIT,-4.0,@TEN,-1.5,KC,1.0,CLE,-3.5,@TB,4.0,@NE,-3.0,BUF,3.0,BAL,-1.5,0.33822036318071
1.06,68.2,11.4,LAC,W,@HOU,-5.5,@CLE,-2.5,DEN,-2.5,SEA,-9.0,BYE,,@ATL,-5.0,@SF,4.0,KC,2.5,@ARI,-0.5,@LV,-1.0,MIA,-1.5,TEN,-3.5,@IND,2.5,LAR,0.5,@DEN,3.0,0.24993576111721
1.04,61.3,0.5,BUF,W,@BAL,-3.0,PIT,-14.5,@KC,0.5,BYE,,GB,-5.0,@NYJ,-10.5,MIN,-7.0,CLE,-9.5,@DET,-7.5,@NE,-6.5,NYJ,-15.0,MIA,-6.5,@CHI,-9.5,@CIN,-3.0,NE,-10.0,1.0
0.99,78.2,45.9,GB,W,NE,-10.0,NYG,-7.5,NYJ,-13.5,@WAS,-5.0,@BUF,5.0,@DET,-5.0,DAL,-4.0,TEN,-6.5,@PHI,3.0,@CHI,-6.5,BYE,,LAR,-3.5,@MIA,0.5,MIN,-4.0,DET,-9.5,0.66346362010055
0.99,61.1,5.8,DET,L,SEA,-3.0,@NE,3.0,BYE,,@DAL,3.5,MIA,3.5,GB,5.0,@CHI,1.0,@NYG,3.0,BUF,7.5,JAX,1.0,MIN,3.0,@NYJ,-2.5,@CAR,2.0,CHI,-3.5,@GB,9.5,0.057144997119664
0.97,57.8,1.7,NYG,W,CHI,-3.0,GB,7.5,BAL,4.5,@JAX,4.5,@SEA,-1.5,BYE,,HOU,-7.0,DET,-3.0,@DAL,7.0,WAS,-3.0,PHI,6.0,@WAS,3.0,@MIN,7.0,IND,2.5,@PHI,9.5,0.12751446957668
0.96,57.0,1.0,LV,W,DEN,-2.5,@KC,7.5,BYE,,HOU,-8.0,@NO,3.0,@JAX,3.5,IND,0.5,@DEN,5.0,@SEA,-3.0,LAC,1.0,@LAR,7.0,NE,-3.0,@PIT,1.0,SF,3.0,KC,4.0,0.12847763342955
0.96,59.4,5.3,PIT,L,NYJ,-3.0,@BUF,14.5,TB,6.0,@MIA,7.0,@PHI,10.0,BYE,,NO,-1.0,CIN,4.0,@IND,6.0,@ATL,-1.0,BAL,4.5,@CAR,2.5,LV,-1.0,@BAL,9.5,CLE,3.0,0.017855409243879
0.95,59.2,5.9,DAL,W,WAS,-3.0,@LAR,4.5,@PHI,7.0,DET,-3.5,CHI,-6.5,BYE,,@GB,4.0,@MIN,3.0,NYG,-7.0,IND,-3.5,HOU,-10.5,@JAX,0.5,PHI,1.5,@TEN,-0.5,@WAS,-3.0,0.34843622288018
0.92,54.2,0.1,TB,L,KC,-1.0,ATL,-8.0,@PIT,-6.0,@CAR,-6.5,BAL,-3.5,LAR,-3.5,SEA,-11.0,BYE,,@CLE,-3.0,NO,-8.0,@SF,-0.5,CIN,-4.0,@ARI,-3.5,CAR,-10.5,@ATL,-8.0,0.78313216653006
0.92,53.7,0.1,SF,W,LAR,-1.0,@CAR,-6.0,@ATL,-6.5,KC,0.5,@LAR,3.5,BYE,,LAC,-4.0,ARI,-3.0,NO,-6.5,MIA,-3.0,TB,0.5,@SEA,-6.5,WAS,-8.0,@LV,-3.0,ARI,-6.0,0.52971439590808
0.89,52.2,0.4,CAR,L,ARI,-1.0,SF,6.0,@LAR,9.5,TB,6.5,@ATL,-0.5,@CIN,8.0,ATL,-4.0,@BAL,9.5,DEN,3.5,BYE,,@SEA,-1.5,PIT,-2.5,DET,-2.0,@TB,10.5,@NO,4.0,0.088172754716962
0.87,51.9,0.9,CLE,L,@ATL,-1.0,LAC,2.5,NE,-3.0,@BAL,7.0,CIN,2.0,BYE,,@MIA,4.5,@BUF,9.5,TB,3.0,@HOU,-6.5,@CIN,3.5,BAL,1.0,NO,-4.0,@WAS,-3.0,@PIT,-3.0,0.19716574927578
0.82,48.1,0.2,ATL,W,CLE,1.0,@TB,8.0,SF,6.5,@CIN,10.0,CAR,0.5,LAC,5.0,@CAR,4.0,CHI,-1.0,@WAS,4.0,PIT,1.0,BYE,,@NO,6.5,@BAL,10.5,ARI,3.0,TB,8.0,0.0073765949518374
0.8,47.8,1.2,ARI,W,@CAR,1.0,PHI,5.5,@SEA,-3.0,NO,-3.0,@MIN,6.0,SEA,-7.0,@LAR,6.5,SF,3.0,LAC,0.5,BYE,,NE,-3.5,@DEN,4.5,TB,3.5,@ATL,-3.0,@SF,6.0,0.1922913688052
0.78,46.3,0.5,LAR,L,@SF,1.0,DAL,-4.5,CAR,-9.5,BYE,,SF,-3.5,@TB,3.5,ARI,-6.5,@NO,-3.0,@KC,3.5,SEA,-10.5,LV,-7.0,@GB,3.5,DEN,-4.0,@LAC,-0.5,@SEA,-6.5,0.56014649034764
0.78,45.8,0.2,KC,W,@TB,1.0,LV,-7.5,BUF,-0.5,@SF,-0.5,BYE,,TEN,-8.0,JAX,-7.0,@LAC,-2.5,LAR,-3.5,@CIN,-1.0,@DEN,-2.0,@HOU,-9.5,SEA,-13.5,DEN,-6.0,@LV,-4.0,0.6441597099999
0.75,40.8,0.1,WAS,L,@DAL,3.0,TEN,2.5,@CHI,1.5,GB,5.0,@IND,6.0,MIN,3.5,@PHI,9.5,@HOU,-3.0,ATL,-4.0,@NYG,3.0,BYE,,NYG,-3.0,@SF,8.0,CLE,3.0,DAL,3.0,0.10659339234424
0.74,40.6,0.1,NYJ,W,@PIT,3.0,MIA,3.5,@GB,13.5,@DEN,9.5,NE,3.5,BUF,10.5,BYE,,@NE,7.0,CHI,1.0,@MIN,10.5,@BUF,15.0,DET,2.5,JAX,4.0,@SEA,3.0,@MIA,10.5,0.0
0.74,43.0,0.2,DEN,L,@LV,2.5,IND,-3.5,@LAC,2.5,NYJ,-9.5,JAX,-1.5,BYE,,@TEN,-1.0,LV,-5.0,@CAR,-3.5,@BAL,4.0,KC,2.0,ARI,-4.5,@LAR,4.0,@KC,6.0,LAC,-3.0,0.3128274738014
0.73,42.2,0.2,CHI,L,@NYG,3.0,@MIN,7.5,WAS,-1.5,@NE,4.5,@DAL,6.5,MIA,4.0,DET,-1.0,@ATL,1.0,@NYJ,-1.0,GB,6.5,BYE,,PHI,6.5,BUF,9.5,@DET,3.5,MIN,4.0,0.019828929549588
0.71,38.9,0.2,SEA,W,@DET,3.0,@NO,6.0,ARI,3.0,@LAC,9.0,NYG,1.5,@ARI,7.0,@TB,11.0,BYE,,LV,3.0,@LAR,10.5,CAR,1.5,SF,6.5,@KC,13.5,NYJ,-3.0,LAR,6.5,0.028476325403966
0.7,21.8,0.0,NE,L,@GB,10.0,DET,-3.0,@CLE,3.0,CHI,-4.5,@NYJ,-3.5,IND,-0.5,BYE,,NYJ,-7.0,@MIN,6.0,BUF,6.5,@ARI,3.5,@LV,3.0,CIN,3.0,MIA,2.5,@BUF,10.0,0.19500632186469
0.66,38.7,0.0,BAL,L,BUF,3.0,CIN,-3.0,@NYG,-4.5,CLE,-7.0,@TB,3.5,@NO,-3.0,BYE,,CAR,-9.5,@JAX,-2.0,DEN,-4.0,@PIT,-4.5,@CLE,-1.0,ATL,-10.5,PIT,-9.5,@CIN,1.5,0.59593727275473
0.64,31.8,0.1,HOU,L,LAC,5.5,@JAX,7.5,BYE,,@LV,8.0,TEN,5.0,PHI,9.5,@NYG,7.0,WAS,3.0,@MIA,12.0,CLE,6.5,@DAL,10.5,KC,9.5,@TEN,9.5,JAX,5.0,@IND,9.5,0.0
0.63,36.4,0.7,MIA,L,@CIN,4.0,@NYJ,-3.5,MIN,-2.5,PIT,-7.0,@DET,-3.5,@CHI,-4.0,CLE,-4.5,BYE,,HOU,-12.0,@SF,3.0,@LAC,1.5,@BUF,6.5,GB,-0.5,@NE,-2.5,NYJ,-10.5,0.5040330275684
0.62,35.2,0.1,NO,L,MIN,4.0,SEA,-6.0,CIN,2.5,@ARI,3.0,LV,-3.0,BAL,3.0,@PIT,1.0,LAR,3.0,@SF,6.5,@TB,8.0,BYE,,ATL,-6.5,@CLE,4.0,@PHI,7.5,CAR,-4.0,0.20376388290212
0.59,34.7,0.2,TEN,W,@IND,4.0,@WAS,-2.5,BYE,,IND,-2.5,@HOU,-5.0,@KC,8.0,DEN,1.0,@GB,6.5,CIN,1.5,@PHI,7.0,JAX,-3.0,@LAC,3.5,HOU,-9.5,DAL,0.5,@JAX,3.0,0.20775303803877
0.59,29.1,0.0,JAX,L,@PHI,6.5,HOU,-7.5,@IND,3.0,NYG,-4.5,DEN,1.5,LV,-3.5,@KC,7.0,BYE,,BAL,2.0,@DET,-1.0,@TEN,3.0,DAL,-0.5,@NYJ,-4.0,@HOU,-5.0,TEN,-3.0,0.30200584528876
