EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.86,62.3,1.4,DEN,L,IND,-3.5,@LAC,5.5,NYJ,-7.0,JAX,1.5,BYE,,@TEN,3.0,LV,-3.0,@CAR,-3.0,@BAL,5.5,KC,3.5,ARI,-3.0,@LAR,4.0,@KC,8.0,LAC,-1.0,0.16628727103421
0.84,60.6,0.2,BAL,W,CIN,-3.0,@NYG,-4.5,CLE,-7.0,@TB,3.5,@NO,-3.0,BYE,,CAR,-10.5,@JAX,-2.0,DEN,-5.5,@PIT,-6.0,@CLE,-1.0,ATL,-9.5,PIT,-9.5,@CIN,2.0,0.62458268539564
0.83,60.4,0.9,MIA,L,@NYJ,-3.0,MIN,3.0,PIT,-7.5,@DET,-3.0,@CHI,-3.5,CLE,-4.0,BYE,,HOU,-11.5,@SF,3.5,@LAC,2.5,@BUF,7.0,GB,0.5,@NE,-2.0,NYJ,-9.5,0.44031404881971
0.81,58.7,0.6,NE,W,DET,-3.0,@CLE,3.0,CHI,-4.0,@NYJ,-2.5,IND,-1.0,BYE,,NYJ,-6.5,@MIN,6.5,BUF,6.5,@ARI,3.5,@LV,3.5,CIN,3.0,MIA,2.0,@BUF,10.5,0.14368436150465
0.73,52.8,0.6,LAC,W,@CLE,-1.0,DEN,-5.5,SEA,-7.5,BYE,,@ATL,-4.0,@SF,4.0,KC,3.0,@ARI,-0.5,@LV,0.5,MIA,-2.5,TEN,-3.5,@IND,1.0,LAR,-1.5,@DEN,1.0,0.27253679851797
0.71,51.4,1.2,TEN,W,@WAS,-1.0,BYE,,IND,-3.0,@HOU,-6.0,@KC,8.0,DEN,-3.0,@GB,6.5,CIN,0.5,@PHI,6.5,JAX,-3.5,@LAC,3.5,HOU,-9.5,DAL,-0.5,@JAX,1.5,0.26404654791748
0.68,48.6,0.1,WAS,L,TEN,1.0,@CHI,1.0,GB,6.5,@IND,6.5,MIN,4.0,@PHI,10.5,@HOU,-2.5,ATL,-3.0,@NYG,3.5,BYE,,NYG,-1.5,@SF,9.5,CLE,3.0,DAL,3.5,0.066600838026005
0.66,47.2,0.0,CLE,L,LAC,1.0,NE,-3.0,@BAL,7.0,CIN,3.0,BYE,,@MIA,4.0,@BUF,10.5,TB,3.0,@HOU,-6.5,@CIN,3.5,BAL,1.0,NO,-4.0,@WAS,-3.0,@PIT,-3.5,0.21216374794034
0.57,41.3,0.2,DET,L,@NE,3.0,BYE,,@DAL,6.0,MIA,3.0,GB,6.0,@CHI,1.5,@NYG,3.5,BUF,9.0,JAX,1.0,MIN,3.5,@NYJ,-0.5,@CAR,1.0,CHI,-3.5,@GB,9.5,0.038448283750088
0.55,39.6,0.1,NYJ,W,MIA,3.0,@GB,7.5,@DEN,7.0,NE,2.5,BUF,10.5,BYE,,@NE,6.5,CHI,-1.5,@MIN,10.0,@BUF,15.0,DET,0.5,JAX,3.0,@SEA,3.5,@MIA,9.5,0.013761661255776
0.55,39.4,0.0,CIN,L,@BAL,3.0,@NO,-1.5,ATL,-9.5,@CLE,-3.0,CAR,-9.5,BYE,,@PIT,-6.0,@TEN,-0.5,KC,1.5,CLE,-3.5,@TB,4.0,@NE,-3.0,BUF,3.0,BAL,-2.0,0.38453058099376
0.53,37.7,0.1,IND,W,@DEN,3.5,JAX,-2.5,@TEN,3.0,WAS,-6.5,@NE,1.0,@LV,2.5,PHI,3.0,PIT,-6.5,@DAL,4.0,BYE,,@MIN,3.5,LAC,-1.0,@NYG,-1.0,HOU,-9.5,0.27441250710481
0.48,33.0,0.0,CAR,L,SF,6.0,@LAR,10.5,TB,7.0,@ATL,3.0,@CIN,9.5,ATL,-3.0,@BAL,10.5,DEN,3.0,BYE,,@SEA,3.0,PIT,-2.5,DET,-1.0,@TB,11.0,@NO,5.5,0.051950672679371
0.46,33.1,0.0,ARI,L,PHI,5.5,@SEA,-2.5,NO,-3.5,@MIN,6.0,SEA,-6.0,@LAR,5.0,SF,3.5,LAC,0.5,BYE,,NE,-3.5,@DEN,3.0,TB,3.0,@ATL,-3.0,@SF,6.5,0.18414911694686
0.46,32.8,0.1,SEA,L,@NO,5.5,ARI,2.5,@LAC,7.5,NYG,-0.5,@ARI,6.0,@TB,9.5,BYE,,LV,2.0,@LAR,8.0,CAR,-3.0,SF,6.0,@KC,13.5,NYJ,-3.5,LAR,4.0,0.066369470658611
0.46,32.7,0.0,DAL,W,@LAR,5.5,@PHI,5.5,DET,-6.0,CHI,-8.0,BYE,,@GB,3.5,@MIN,3.0,NYG,-7.0,IND,-4.0,HOU,-11.0,@JAX,-1.5,PHI,1.0,@TEN,0.5,@WAS,-3.5,0.44091506726227
0.44,27.0,0.0,HOU,W,@JAX,7.0,BYE,,@LV,9.5,TEN,6.0,PHI,9.5,@NYG,7.5,WAS,2.5,@MIA,11.5,CLE,6.5,@DAL,11.0,KC,11.0,@TEN,9.5,JAX,4.0,@IND,9.5,0.0
0.38,24.1,0.0,CHI,L,@MIN,8.0,WAS,-1.0,@NE,4.0,@DAL,8.0,MIA,3.5,DET,-1.5,@ATL,3.0,@NYJ,1.5,GB,6.5,BYE,,PHI,6.5,BUF,9.5,@DET,3.5,MIN,4.5,0.015539798603866
0.38,26.0,0.0,LV,L,@KC,7.5,BYE,,HOU,-9.5,@NO,1.5,@JAX,2.5,IND,-2.5,@DEN,3.0,@SEA,-2.0,LAC,-0.5,@LAR,4.0,NE,-3.5,@PIT,-3.0,SF,2.5,KC,4.0,0.20422201637629
0.38,20.9,0.0,ATL,L,@TB,10.5,SF,5.0,@CIN,9.5,CAR,-3.0,LAC,4.0,@CAR,3.0,CHI,-3.0,@WAS,3.0,PIT,-2.5,BYE,,@NO,5.5,@BAL,9.5,ARI,3.0,TB,7.0,0.069080528706499
0.34,23.3,0.0,NYG,W,GB,8.5,BAL,4.5,@JAX,4.0,@SEA,0.5,BYE,,HOU,-7.5,DET,-3.5,@DAL,7.0,WAS,-3.5,PHI,5.0,@WAS,1.5,@MIN,7.0,IND,1.0,@PHI,9.5,0.16313104281698
0.31,13.9,0.0,PIT,L,@BUF,14.0,TB,7.5,@MIA,7.5,@PHI,11.5,BYE,,NO,1.0,CIN,6.0,@IND,6.5,@ATL,2.5,BAL,6.0,@CAR,2.5,LV,3.0,@BAL,9.5,CLE,3.5,0.0
