EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.07,86.1,33.4,BUF,W,PIT,-14.0,@KC,-3.0,BYE,,GB,-6.0,@NYJ,-10.5,MIN,-7.0,CLE,-10.5,@DET,-9.0,@NE,-6.5,NYJ,-15.0,MIA,-7.0,@CHI,-9.5,@CIN,-3.0,NE,-10.5,1.0
1.04,76.7,4.7,GB,L,NYG,-8.5,NYJ,-7.5,@WAS,-6.5,@BUF,6.0,@DET,-6.0,DAL,-3.5,TEN,-6.5,@PHI,3.0,@CHI,-6.5,BYE,,LAR,-4.5,@MIA,-0.5,MIN,-4.0,DET,-9.5,0.5981684735851
1.01,79.1,20.2,TB,W,ATL,-10.5,@PIT,-7.5,@CAR,-7.0,BAL,-3.5,LAR,-4.0,SEA,-9.5,BYE,,@CLE,-3.0,NO,-7.5,@SF,2.0,CIN,-4.0,@ARI,-3.0,CAR,-11.0,@ATL,-7.0,0.72426509186674
1.01,74.0,3.6,KC,W,LV,-7.5,BUF,3.0,@SF,-0.5,BYE,,TEN,-8.0,JAX,-9.0,@LAC,-3.0,LAR,-6.0,@CIN,-1.5,@DEN,-3.5,@HOU,-11.0,SEA,-13.5,DEN,-8.0,@LV,-4.0,0.69226791883479
1.0,75.9,11.3,MIN,W,CHI,-8.0,@MIA,-3.0,BYE,,ARI,-6.0,@WAS,-4.0,@BUF,7.0,DAL,-3.0,NE,-6.5,NYJ,-10.0,@DET,-3.5,IND,-3.5,NYG,-7.0,@GB,4.0,@CHI,-4.5,0.56996421145615
0.95,73.0,14.0,JAX,L,HOU,-7.0,@IND,2.5,NYG,-4.0,DEN,-1.5,LV,-2.5,@KC,9.0,BYE,,BAL,2.0,@DET,-1.0,@TEN,3.5,DAL,1.5,@NYJ,-3.0,@HOU,-4.0,TEN,-1.5,0.18130470476147
0.93,67.3,0.6,LAR,L,DAL,-5.5,CAR,-10.5,BYE,,SF,-2.0,@TB,4.0,ARI,-5.0,@NO,-2.5,@KC,6.0,SEA,-8.0,LV,-4.0,@GB,4.5,DEN,-4.0,@LAC,1.5,@SEA,-4.0,0.43945762933074
0.93,67.2,1.1,NO,W,SEA,-5.5,CIN,1.5,@ARI,3.5,LV,-1.5,BAL,3.0,@PIT,-1.0,LAR,2.5,@SF,7.0,@TB,7.5,BYE,,ATL,-5.5,@CLE,4.0,@PHI,8.0,CAR,-5.5,0.13611383113379
0.92,66.9,0.5,PHI,W,@ARI,-5.5,DAL,-5.5,BYE,,PIT,-11.5,@HOU,-9.5,WAS,-10.5,@IND,-3.0,GB,-3.0,TEN,-6.5,@NYG,-5.0,@CHI,-6.5,@DAL,-1.0,NO,-8.0,NYG,-9.5,0.84172678676747
0.9,67.0,4.7,SF,W,@CAR,-6.0,@ATL,-5.0,KC,0.5,@LAR,2.0,BYE,,LAC,-4.0,ARI,-3.5,NO,-7.0,MIA,-3.5,TB,-2.0,@SEA,-6.0,WAS,-9.5,@LV,-2.5,ARI,-6.5,0.54235984205074
