EV,W_pct,P_pct,Team,Team_Result,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.58,37.8,0.4,TEN,W,@GB,3.0,CIN,1.0,@PHI,6.0,JAX,-6.0,@LAC,1.5,HOU,-9.5,DAL,1.0,@JAX,-2.5,0.29410613298175
0.49,32.3,0.0,LAC,L,KC,5.5,@ARI,-4.5,@LV,1.5,MIA,0.5,TEN,-1.5,@IND,2.0,LAR,-2.5,@DEN,1.0,0.14081935046978
0.45,24.5,0.1,CLE,L,@BUF,7.5,TB,3.0,@HOU,-5.0,@CIN,4.0,BAL,2.0,NO,-4.0,@WAS,0.5,@PIT,-2.5,0.20518644900618
0.45,16.1,0.1,CAR,L,@BAL,13.0,DEN,2.5,BYE,,@SEA,6.0,PIT,-1.0,DET,-1.5,@TB,9.5,@NO,5.0,0.034886259441389
0.44,28.3,0.1,IND,L,PHI,6.5,PIT,-2.5,@DAL,6.5,BYE,,@MIN,6.0,LAC,-2.0,@NYG,1.5,HOU,-8.0,0.20230593587069
0.38,21.5,0.2,ARI,L,SF,10.0,LAC,4.5,BYE,,NE,-1.5,@DEN,3.0,TB,3.0,@ATL,0.5,@SF,7.5,0.019035853121196
,,0.0,JAX,,BYE,,BAL,3.5,@DET,1.5,@TEN,6.0,DAL,4.0,@NYJ,3.0,@HOU,-3.0,TEN,2.5,0.042036098416043
,,0.0,MIA,,BYE,,HOU,-12.5,@SF,4.0,@LAC,-0.5,@BUF,7.0,GB,-4.0,@NE,-0.5,NYJ,-6.5,0.38012827547567
,,0.0,SEA,,BYE,,LV,-3.5,@LAR,3.5,CAR,-6.0,SF,3.5,@KC,9.5,NYJ,-3.5,LAR,-1.5,0.2569825860902
,,0.0,TB,,BYE,,@CLE,-3.0,NO,-6.5,@SF,3.5,CIN,-2.5,@ARI,-3.0,CAR,-9.5,@ATL,-4.0,0.50015046872012
