EV,W_pct,P_pct,Team,Team_Result,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.13,78.5,10.1,SF,W,ARI,-10.0,NO,-9.5,MIA,-4.0,TB,-3.5,@SEA,-3.5,WAS,-8.0,@LV,-3.5,ARI,-7.5,0.70039778881253
1.07,71.7,2.2,PHI,W,@IND,-6.5,GB,-6.5,TEN,-6.0,@NYG,-5.0,@CHI,-6.5,@DAL,1.5,NO,-9.5,NYG,-9.5,0.74412491605723
1.06,83.9,41.3,BAL,W,CAR,-13.0,@JAX,-3.5,DEN,-7.0,@PIT,-6.0,@CLE,-2.0,ATL,-9.5,PIT,-9.5,@CIN,1.5,0.66725088205325
1.06,75.5,14.9,BUF,W,CLE,-7.5,@DET,-10.0,@NE,-5.0,NYJ,-11.5,MIA,-7.0,@CHI,-9.5,@CIN,-3.0,NE,-9.5,0.92001348494832
1.02,67.7,1.0,KC,W,@LAC,-5.5,LAR,-14.5,@CIN,-2.5,@DEN,-6.5,@HOU,-14.0,SEA,-9.5,DEN,-10.0,@LV,-6.0,1.0
0.93,62.2,1.2,GB,L,TEN,-3.0,@PHI,6.5,@CHI,-2.5,BYE,,LAR,-3.0,@MIA,4.0,MIN,1.5,DET,-6.5,0.19545713047513
0.92,62.7,3.4,CIN,W,@PIT,-3.5,@TEN,-1.0,KC,2.5,CLE,-4.0,@TB,2.5,@NE,-1.5,BUF,3.0,BAL,-1.5,0.14653966050432
0.92,62.8,4.5,NE,W,NYJ,-3.5,@MIN,2.5,BUF,5.0,@ARI,1.5,@LV,1.5,CIN,1.5,MIA,0.5,@BUF,9.5,0.0
0.87,60.5,6.8,NYG,L,DET,-3.0,@DAL,9.5,WAS,-3.0,PHI,5.0,@WAS,3.0,@MIN,7.0,IND,-1.5,@PHI,9.5,0.057351911964818
0.87,57.8,0.6,DEN,L,LV,-2.5,@CAR,-2.5,@BAL,7.0,KC,6.5,ARI,-3.0,@LAR,4.0,@KC,10.0,LAC,-1.0,0.089393989377128
0.85,56.4,0.8,ATL,W,CHI,-3.0,@WAS,4.5,PIT,-3.0,BYE,,@NO,3.5,@BAL,9.5,ARI,-0.5,TB,4.0,0.042010435139203
0.83,58.5,8.1,WAS,W,@HOU,-3.0,ATL,-4.5,@NYG,3.0,BYE,,NYG,-3.0,@SF,8.0,CLE,-0.5,DAL,3.5,0.13213485458496
0.83,54.6,0.4,DAL,W,@MIN,-1.5,NYG,-9.5,IND,-6.5,HOU,-13.5,@JAX,-4.0,PHI,-1.5,@TEN,-1.0,@WAS,-3.5,0.64662384642666
0.82,54.4,0.6,NO,W,LAR,-2.5,@SF,9.5,@TB,6.5,BYE,,ATL,-3.5,@CLE,4.0,@PHI,9.5,CAR,-5.0,0.15968521596181
0.69,45.6,0.8,LAR,L,@NO,2.5,@KC,14.5,SEA,-3.5,LV,-3.5,@GB,3.0,DEN,-4.0,@LAC,2.5,@SEA,1.5,0.19947419642701
0.68,45.4,0.6,MIN,L,DAL,1.5,NE,-2.5,NYJ,-7.0,@DET,-5.0,IND,-6.0,NYG,-7.0,@GB,-1.5,@CHI,-4.5,0.61033619813779
0.68,41.5,0.2,HOU,L,WAS,3.0,@MIA,12.5,CLE,5.0,@DAL,13.5,KC,14.0,@TEN,9.5,JAX,3.0,@IND,8.0,0.0
0.66,43.6,0.5,CHI,L,@ATL,3.0,@NYJ,4.5,GB,2.5,BYE,,PHI,6.5,BUF,9.5,@DET,2.0,MIN,4.5,0.0
0.64,42.2,0.2,LV,W,@DEN,2.5,@SEA,3.5,LAC,-1.5,@LAR,3.5,NE,-1.5,@PIT,0.5,SF,3.5,KC,6.0,0.029701730793533
0.64,39.5,0.4,DET,W,@NYG,3.0,BUF,10.0,JAX,-1.5,MIN,5.0,@NYJ,4.0,@CAR,1.5,CHI,-2.0,@GB,6.5,0.044830729005277
0.59,37.2,0.2,NYJ,L,@NE,3.5,CHI,-4.5,@MIN,7.0,@BUF,11.5,DET,-4.0,JAX,-3.0,@SEA,3.5,@MIA,6.5,0.22349015375318
0.59,37.3,0.1,PIT,L,CIN,3.5,@IND,2.5,@ATL,3.0,BAL,6.0,@CAR,1.0,LV,-0.5,@BAL,9.5,CLE,2.5,0.00051290822146948
