EV,W_pct,P_pct,Team,Team_Result,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.21,84.3,16.3,DEN,W,TEN,-13.0,SD,-10.0,@HOU,-10.0,@OAK,-10.0,1.0
1.13,80.8,21.0,NE,W,CLE,-10.0,@MIA,2.5,@BAL,-1.0,BUF,-7.5,0.28200852137556
1.1,73.3,2.7,CIN,W,IND,-7.0,@PIT,-2.0,MIN,-7.5,BAL,-6.5,0.55420148582022
0.97,64.5,1.9,SD,W,NYG,-4.0,@DEN,10.0,OAK,-10.0,KC,-10.5,0.67525822664086
0.97,65.9,5.9,ARI,W,STL,-4.0,@TEN,-2.5,@SEA,8.0,SF,-3.0,0.16555222979687
0.96,63.3,1.4,GB,W,ATL,-3.5,@DAL,5.0,PIT,1.0,@CHI,-3.0,0.081236330968754
0.93,62.7,5.4,KC,W,@WAS,-3.5,@OAK,-6.0,IND,-7.5,@SD,10.5,0.50659252001084
0.92,61.1,2.5,NO,W,CAR,-3.0,@STL,-6.5,@CAR,3.5,TB,-11.0,0.57838391228782
0.91,70.1,27.1,BAL,W,MIN,-6.0,@DET,4.5,NE,1.0,@CIN,6.5,0.0
0.9,60.0,2.2,HOU,L,@JAX,-3.0,@IND,6.0,DEN,10.0,@TEN,7.0,0.0
0.9,60.0,2.6,PIT,L,MIA,-3.0,CIN,2.0,@GB,-1.0,CLE,-9.5,0.30881617503098
0.89,59.3,1.9,TB,W,BUF,-3.0,SF,4.5,@STL,3.5,@NO,11.0,0.0
0.89,59.3,1.9,NYJ,W,OAK,-3.0,@CAR,10.0,CLE,-2.5,@MIA,7.5,0.057064499090103
0.85,56.1,0.8,PHI,W,DET,-2.5,@MIN,-6.5,CHI,-2.5,@DAL,-7.0,0.56394110845589
0.84,54.8,0.1,SF,W,SEA,-2.5,@TB,-4.5,ATL,-14.0,@ARI,3.0,0.60216600602659
0.82,54.2,1.6,CHI,W,DAL,-2.0,@CLE,1.0,@PHI,2.5,GB,3.0,0.0
0.7,45.8,0.5,DAL,L,@CHI,2.0,GB,-5.0,@WAS,-3.0,PHI,7.0,0.31285982544326
0.69,45.2,0.2,SEA,L,@SF,2.5,@NYG,-9.5,ARI,-8.0,STL,-13.0,0.99629924376619
0.67,43.9,0.5,DET,L,@PHI,2.5,BAL,-4.5,NYG,-9.5,@MIN,-1.5,0.55216532051144
0.63,40.7,0.3,OAK,L,@NYJ,3.0,KC,6.0,@SD,10.0,DEN,10.0,0.0
0.63,40.7,0.5,BUF,L,@TB,3.0,@JAX,-4.0,MIA,-1.0,@NE,7.5,0.1694296653794
0.62,40.0,0.4,MIA,W,@PIT,3.0,NE,-2.5,@BUF,1.0,NYJ,-7.5,0.31208639882502
0.62,40.0,0.5,JAX,W,HOU,3.0,BUF,4.0,TEN,4.0,@IND,11.0,0.0
0.61,29.9,0.0,MIN,L,@BAL,6.0,PHI,6.5,@CIN,7.5,DET,1.5,0.0
0.61,38.9,0.1,CAR,L,@NO,3.0,NYJ,-10.0,NO,-3.5,@ATL,-4.5,0.63680352287711
0.6,37.3,1.0,WAS,L,KC,3.5,@ATL,5.5,DAL,3.0,@NYG,3.5,0.0
0.57,36.7,0.1,ATL,L,@GB,3.5,WAS,-5.5,@SF,14.0,CAR,4.5,0.19759238462054
0.55,34.1,0.1,STL,L,@ARI,4.0,NO,6.5,TB,-3.5,@SEA,13.0,0.12862648762702
0.55,35.5,0.5,NYG,L,@SD,4.0,SEA,9.5,@DET,9.5,WAS,-3.5,0.13836547374033
0.42,26.7,0.1,IND,L,@CIN,7.0,HOU,-6.0,@KC,7.5,JAX,-11.0,0.57608340559159
0.4,19.2,0.0,CLE,L,@NE,10.0,CHI,-1.0,@NYJ,2.5,@PIT,9.5,0.0050985674010002
0.31,15.7,0.0,TEN,L,@DEN,13.0,ARI,2.5,@JAX,-4.0,HOU,-7.0,0.40835161852061
