EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.06,85.1,27.6,DEN,W,CAR,-13.0,@BAL,9.5,@KC,9.5,ATL,1.0,@LV,-1.5,CLE,-3.0,BYE,,IND,-2.5,@LAC,4.0,@CIN,5.5,KC,6.5,0.07166846243554
1.05,78.4,3.8,KC,W,@LV,-8.5,TB,-9.0,DEN,-9.5,@BUF,-1.5,@CAR,-18.5,LV,-13.5,LAC,-6.5,@CLE,-7.0,HOU,-4.5,@PIT,-4.0,@DEN,-6.5,1.0
1.02,84.7,35.0,DET,W,TEN,-12.5,@GB,-3.5,@HOU,-2.0,JAX,-9.5,@IND,-6.0,CHI,-8.0,GB,-5.5,BUF,-3.5,@CHI,-5.0,@SF,2.0,MIN,-4.0,0.62098200056666
1.01,75.0,3.4,LAC,W,NO,-7.5,@CLE,-1.5,TEN,-6.0,CIN,-0.5,BAL,3.5,@ATL,1.5,@KC,6.5,TB,-3.5,DEN,-4.0,@NE,-5.5,@LV,-3.5,0.32913249120348
0.99,74.4,4.4,NYJ,L,@NE,-7.0,HOU,-1.5,@ARI,-3.5,IND,-5.5,BYE,,SEA,-4.5,@MIA,-2.5,@JAX,-3.0,LAR,-3.5,@BUF,3.0,MIA,-4.5,0.39781672520358
0.96,74.6,11.9,BAL,L,@CLE,-7.5,DEN,-9.5,CIN,-4.0,@PIT,-3.5,@LAC,-3.5,PHI,-4.0,BYE,,@NYG,-10.5,PIT,-6.5,@HOU,-2.5,CLE,-9.5,0.72246019588382
0.93,70.1,5.9,PIT,W,NYG,-6.0,BYE,,@WSH,0.5,BAL,3.5,@CLE,-1.5,@CIN,3.5,CLE,-4.0,@PHI,3.5,@BAL,6.5,KC,4.0,CIN,1.0,0.073493083683753
0.92,67.9,0.2,SF,W,DAL,-5.5,BYE,,@TB,-4.0,SEA,-7.5,@GB,-3.0,@BUF,-0.5,CHI,-7.5,LAR,-6.5,@MIA,-4.5,DET,-2.0,@ARI,-6.5,0.57719238973802
0.92,67.9,1.1,HOU,W,IND,-5.0,@NYJ,1.5,DET,2.0,@DAL,-0.5,TEN,-7.0,@JAX,-3.0,BYE,,MIA,-4.5,@KC,4.5,BAL,2.5,@TEN,-4.0,0.26479066536252
0.9,66.6,0.6,MIA,L,ARI,-4.5,@BUF,6.0,@LAR,3.0,LV,-4.0,NE,-6.5,@GB,3.5,NYJ,2.5,@HOU,4.5,SF,4.5,@CLE,0.5,@NYJ,4.5,0.1493895436057
