EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.19,77.3,5.3,ARI,L,NE,-9.0,TB,-6.5,@BUF,-3.0,LAR,-8.0,@SF,-6.5,NYJ,-5.5,SEA,-1.5,@CAR,3.5,BYE,,SF,-11.0,@MIN,1.0,@ATL,-1.0,WAS,-6.5,@MIA,-3.5,NO,-9.0,@SEA,3.5,@LAR,-5.5,0.76520252482437
1.07,80.8,35.9,SEA,W,MIA,-10.5,@LAR,-6.0,SF,-13.5,@NYJ,-3.0,BYE,,ATL,-9.5,@ARI,1.5,@NO,-5.0,BUF,-9.5,@NE,2.5,PHI,-9.5,@TB,-4.5,CAR,-3.0,@GB,2.5,LAR,-4.0,ARI,-3.5,@SF,-7.5,0.86247121155218
1.04,71.9,14.3,KC,W,SD,-6.5,@HOU,2.5,NYJ,-4.0,@PIT,3.5,BYE,,@OAK,-1.0,NO,-8.0,@IND,0.5,JAX,-7.0,@CAR,4.0,TB,-7.0,@DEN,3.0,@ATL,-1.5,OAK,-5.0,TEN,-9.5,DEN,-2.5,@SD,-3.0,0.54529119404246
1.01,69.6,12.6,HOU,W,CHI,-5.5,KC,-2.5,@NE,7.0,TEN,-7.0,@MIN,4.0,IND,-2.0,@DEN,5.5,DET,-4.5,BYE,,@JAX,-1.0,@OAK,2.5,SD,-4.0,@GB,7.0,@IND,3.5,JAX,-4.5,CIN,1.5,@TEN,-3.0,0.3333805130937
0.97,64.0,4.9,PHI,W,CLE,-4.0,@CHI,3.0,PIT,3.5,BYE,,@DET,2.5,@WAS,4.0,MIN,3.0,@DAL,5.0,@NYG,4.0,ATL,-1.5,@SEA,9.5,GB,4.5,@CIN,6.5,WAS,-0.5,@BAL,1.5,NYG,-1.0,DAL,3.0,0.018408134853956
0.91,62.3,9.2,GB,W,@JAX,-3.5,@MIN,-2.0,DET,-9.5,BYE,,NYG,-7.5,DAL,-6.0,CHI,-9.5,@ATL,-4.0,IND,-6.5,@TEN,-7.0,@WAS,-3.0,@PHI,-4.5,HOU,-7.0,SEA,-2.5,@CHI,-5.0,MIN,-5.0,@DET,-5.0,0.9460328477438
0.91,58.4,1.5,CAR,L,@DEN,-3.0,SF,-13.5,MIN,-6.0,@ATL,-4.0,TB,-9.5,@NO,-5.0,BYE,,ARI,-3.5,@LAR,-4.5,KC,-4.0,NO,-9.5,@OAK,-3.5,@SEA,3.0,SD,-9.5,@WAS,-3.0,ATL,-8.0,@TB,-4.5,1.0
0.91,58.4,1.8,NO,L,OAK,-2.5,@NYG,4.5,ATL,-1.5,@SD,3.0,BYE,,CAR,5.0,@KC,8.0,SEA,5.0,@SF,-1.0,DEN,2.5,@CAR,9.5,LAR,-3.0,DET,-2.5,@TB,3.0,@ARI,9.0,TB,-2.5,@ATL,3.5,0.088085057388844
0.9,57.4,0.6,MIN,W,@TEN,-2.5,GB,2.0,@CAR,6.0,NYG,2.0,HOU,-4.0,BYE,,@PHI,-3.0,@CHI,-3.0,DET,-6.5,@WAS,-1.0,ARI,-1.0,@DET,-3.0,DAL,-3.5,@JAX,-3.0,IND,-3.5,@GB,5.0,CHI,-6.5,0.40980289016052
0.9,57.8,1.2,BAL,W,BUF,-3.0,@CLE,-7.0,@JAX,0.5,OAK,-2.5,WAS,-3.0,@NYG,3.0,@NYJ,3.5,BYE,,PIT,-0.5,CLE,-8.0,@DAL,4.0,CIN,1.5,MIA,-3.5,@NE,7.5,PHI,-1.5,@PIT,7.0,@CIN,5.0,0.28103567988172
0.88,56.6,1.3,LAR,L,@SF,-2.5,SEA,6.0,@TB,3.0,@ARI,8.0,BUF,-1.0,@DET,3.0,NYG,1.0,BYE,,CAR,4.5,@NYJ,5.0,MIA,-2.0,@NO,3.0,@NE,9.5,ATL,-2.5,@SEA,4.0,SF,-4.5,ARI,5.5,0.102884840421
0.87,55.7,1.1,ATL,L,TB,-2.5,@OAK,4.5,@NO,1.5,CAR,4.0,@DEN,6.5,@SEA,9.5,SD,-3.0,GB,4.0,@TB,2.0,@PHI,1.5,BYE,,ARI,1.0,KC,1.5,@LAR,2.5,SF,-6.0,@CAR,8.0,NO,-3.5,0.13819127889895
0.85,56.1,3.6,IND,L,DET,-2.5,@DEN,6.0,SD,-5.0,@JAX,-3.0,CHI,-4.0,@HOU,2.0,@TEN,-3.5,KC,-0.5,@GB,6.5,BYE,,TEN,-8.0,PIT,-0.5,@NYJ,2.0,HOU,-3.5,@MIN,3.5,@OAK,1.5,JAX,-4.0,0.37670847135822
0.84,54.2,1.9,PIT,W,@WAS,-2.0,CIN,-3.0,@PHI,-3.5,KC,-3.5,NYJ,-6.0,@MIA,-4.0,NE,-1.5,BYE,,@BAL,0.5,DAL,-5.0,@CLE,-8.0,@IND,0.5,NYG,-7.0,@BUF,-3.0,@CIN,1.0,BAL,-7.0,CLE,-11.0,0.71752963911652
0.81,51.2,0.2,DAL,L,NYG,-1.0,@WAS,2.5,CHI,-6.0,@SF,-3.5,CIN,-0.5,@GB,6.0,BYE,,PHI,-5.0,@CLE,-5.0,@PIT,5.0,BAL,-4.0,WAS,-3.5,@MIN,3.5,@NYG,1.5,TB,-5.0,DET,-6.0,@PHI,-3.0,0.48654748049185
0.8,51.2,0.7,CIN,W,@NYJ,-1.0,@PIT,3.0,DEN,-3.0,MIA,-7.0,@DAL,0.5,@NE,4.0,CLE,-11.0,WAS,-4.5,BYE,,@NYG,-1.5,BUF,-6.5,@BAL,-1.5,PHI,-6.5,@CLE,-7.0,PIT,-1.0,@HOU,-1.5,BAL,-5.0,0.63027681334895
0.77,48.8,0.2,NYJ,L,CIN,1.0,@BUF,0.0,@KC,4.0,SEA,3.0,@PIT,6.0,@ARI,5.5,BAL,-3.5,@CLE,-4.5,@MIA,-0.5,LAR,-5.0,BYE,,NE,2.5,IND,-2.0,@SF,-2.5,MIA,-5.0,@NE,6.5,BUF,-3.5,0.2952010301826
0.76,48.8,1.0,NYG,W,@DAL,1.0,NO,-4.5,WAS,-3.0,@MIN,-2.0,@GB,7.5,BAL,-3.0,@LAR,-1.0,BYE,,PHI,-4.0,CIN,1.5,CHI,-4.0,@CLE,0.5,@PIT,7.0,DAL,-1.5,DET,-3.5,@PHI,1.0,@WAS,2.5,0.30137129510989
0.73,45.8,0.1,WAS,L,PIT,2.0,DAL,-2.5,@NYG,3.0,CLE,-8.0,@BAL,3.0,PHI,-4.0,@DET,0.5,@CIN,4.5,BYE,,MIN,1.0,GB,3.0,@DAL,3.5,@ARI,6.5,@PHI,0.5,CAR,3.0,@CHI,-0.5,NYG,-2.5,0.18982192022925
0.72,43.9,0.1,DET,W,@IND,2.5,TEN,-5.5,@GB,9.5,@CHI,2.5,PHI,-2.5,LAR,-3.0,WAS,-0.5,@HOU,4.5,@MIN,6.5,BYE,,JAX,-3.0,MIN,3.0,@NO,2.5,CHI,-3.0,@NYG,3.5,@DAL,6.0,GB,5.0,0.17013851042158
0.7,44.3,0.1,TB,W,@ATL,2.5,@ARI,6.5,LAR,-3.0,DEN,3.0,@CAR,9.5,BYE,,@SF,-1.5,OAK,-0.5,ATL,-2.0,CHI,-3.0,@KC,7.0,SEA,4.5,@SD,2.5,NO,-3.0,@DAL,5.0,@NO,2.5,CAR,4.5,0.11286502936442
