EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.69,43.4,0.2,SF,W,LAR,2.5,@CAR,13.5,@SEA,13.5,DAL,3.5,ARI,6.5,@BUF,7.0,TB,1.5,BYE,,NO,1.0,@ARI,11.0,NE,6.5,@MIA,5.0,@CHI,5.0,NYJ,2.5,@ATL,6.0,@LAR,4.5,SEA,7.5,0.0
0.67,42.2,0.2,BUF,L,@BAL,3.0,NYJ,0.0,ARI,3.0,@NE,7.5,@LAR,1.0,SF,-7.0,@MIA,1.5,NE,3.5,@SEA,9.5,BYE,,@CIN,6.5,JAX,-4.0,@OAK,3.0,PIT,3.0,CLE,-7.5,MIA,-3.5,@NYJ,3.5,0.26305809187027
0.67,42.6,0.6,TEN,L,MIN,2.5,@DET,5.5,OAK,3.0,@HOU,7.0,@MIA,4.0,CLE,-3.5,IND,3.5,JAX,0.5,@SD,4.0,GB,7.0,@IND,8.0,@CHI,4.0,BYE,,DEN,5.0,@KC,9.5,@JAX,4.0,HOU,3.0,0.04609427894102
0.66,41.6,0.4,OAK,W,@NO,2.5,ATL,-4.5,@TEN,-3.0,@BAL,2.5,SD,-4.0,KC,1.0,@JAX,0.5,@TB,0.5,DEN,1.0,BYE,,HOU,-2.5,CAR,3.5,BUF,-3.0,@KC,5.0,@SD,-0.5,IND,-1.5,@DEN,4.5,0.19670940700803
0.66,41.6,0.2,DEN,W,CAR,3.0,IND,-6.0,@CIN,3.0,@TB,-3.0,ATL,-6.5,@SD,-3.0,HOU,-5.5,SD,-7.0,@OAK,-1.0,@NO,-2.5,BYE,,KC,-3.0,@JAX,-3.5,@TEN,-5.0,NE,0.5,@KC,2.5,OAK,-4.5,0.57776930755973
0.66,37.7,0.0,JAX,L,GB,3.5,@SD,3.0,BAL,-0.5,IND,3.0,BYE,,@CHI,3.0,OAK,-0.5,@TEN,-0.5,@KC,7.0,HOU,1.0,@DET,3.0,@BUF,4.0,DEN,3.5,MIN,3.0,@HOU,4.5,TEN,-4.0,@IND,4.0,0.056693486666168
0.6,36.0,0.3,CLE,L,@PHI,4.0,BAL,7.0,@MIA,6.5,@WAS,8.0,NE,7.0,@TEN,3.5,@CIN,11.0,NYJ,4.5,DAL,5.0,@BAL,8.0,PIT,8.0,NYG,-0.5,BYE,,CIN,7.0,@BUF,7.5,SD,3.0,@PIT,11.0,0.0013750990392852
0.56,30.4,0.0,CHI,L,@HOU,5.5,PHI,-3.0,@DAL,6.0,DET,-2.5,@IND,4.0,JAX,-3.0,@GB,9.5,MIN,3.0,BYE,,@TB,3.0,@NYG,4.0,TEN,-4.0,SF,-5.0,@DET,3.0,GB,5.0,WAS,0.5,@MIN,6.5,0.21191804287221
0.53,28.1,0.0,SD,L,@KC,6.5,JAX,-3.0,@IND,5.0,NO,-3.0,@OAK,4.0,DEN,3.0,@ATL,3.0,@DEN,7.0,TEN,-4.0,MIA,-2.5,BYE,,@HOU,4.0,TB,-2.5,@CAR,9.5,OAK,0.5,@CLE,-3.0,KC,3.0,0.1983432993755
0.51,19.2,0.0,MIA,L,@SEA,10.5,@NE,6.5,CLE,-6.5,@CIN,7.0,TEN,-4.0,PIT,4.0,BUF,-1.5,BYE,,NYJ,0.5,@SD,2.5,@LAR,2.0,SF,-5.0,@BAL,3.5,ARI,3.5,@NYJ,5.0,@BUF,3.5,NE,4.0,0.20543618609462
0.39,22.7,0.1,NE,W,@ARI,9.0,MIA,-6.5,HOU,-7.0,BUF,-7.5,@CLE,-7.0,CIN,-4.0,@PIT,1.5,@BUF,-3.5,BYE,,SEA,-2.5,@SF,-6.5,@NYJ,-2.5,LAR,-9.5,BAL,-7.5,@DEN,-0.5,NYJ,-6.5,@MIA,-4.0,0.85914706578587
