EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.44,70.5,1.1,BAL,W,SEA,-6.5,CLE,-6.0,CIN,-3.5,@LAC,-2.5,BYE,,LAR,-8.0,@JAX,-3.0,@SF,3.5,MIA,-4.0,PIT,-9.5,0.63102157208851
1.36,64.1,0.3,GB,W,LAR,-4.0,@PIT,3.5,LAC,2.0,@DET,7.0,KC,4.0,@NYG,-3.5,TB,-3.5,@CAR,-2.0,@MIN,3.5,CHI,-6.5,0.24163089503896
1.29,60.7,0.2,PHI,W,DAL,-3.0,BYE,,@KC,3.0,BUF,-3.5,SF,1.5,@DAL,2.0,@SEA,-0.5,NYG,-15.0,ARI,-12.0,@NYG,-11.0,0.617959976003
1.29,62.2,0.7,LAC,W,@NYJ,-3.5,DET,2.0,@GB,-2.0,BAL,2.5,@NE,-3.5,DEN,-5.5,@LV,-1.5,BUF,-1.5,@DEN,-2.0,KC,1.0,0.24184703568216
1.27,64.1,1.7,ATL,L,MIN,-3.5,@ARI,-1.0,BYE,,NO,-2.0,@NYJ,-3.0,TB,-4.0,@CAR,-3.0,IND,-4.0,@CHI,-3.0,@NO,3.0,0.33266250674423
1.25,60.7,0.9,PIT,W,TEN,-3.0,GB,-3.5,@CLE,4.0,@CIN,7.5,ARI,-5.0,NE,-4.0,@IND,1.5,CIN,3.5,@SEA,6.0,@BAL,9.5,0.22296553042589
1.24,58.1,0.1,HOU,W,TB,-2.5,@CIN,6.5,ARI,-4.5,JAX,1.5,DEN,-2.0,@NYJ,-1.5,@TEN,3.0,CLE,1.0,TEN,-2.5,@IND,1.5,0.16195600930071
1.2,57.5,0.5,NE,L,WAS,-3.0,IND,1.0,BYE,,@NYG,-1.5,LAC,3.5,@PIT,4.0,KC,6.5,@DEN,4.0,@BUF,8.0,NYJ,-3.5,0.086846849278793
1.16,16.3,0.0,ARI,L,@CLE,13.0,ATL,1.0,@HOU,4.5,LAR,3.0,@PIT,5.0,BYE,,SF,13.5,@CHI,2.0,@PHI,12.0,SEA,4.5,0.0
1.16,21.9,0.0,CHI,L,@NO,10.0,CAR,-4.0,@DET,11.0,@MIN,7.0,BYE,,DET,7.0,@CLE,8.0,ARI,-2.0,ATL,3.0,@GB,6.5,0.096937852230074
1.11,52.5,0.2,CIN,W,BUF,-1.5,HOU,-6.5,@BAL,3.5,PIT,-7.5,@JAX,-1.5,IND,-9.5,MIN,-6.5,@PIT,-3.5,@KC,3.0,CLE,-5.0,0.68491947524472
1.1,51.8,0.3,LV,W,NYG,-1.0,NYJ,1.0,@MIA,6.5,KC,3.5,BYE,,MIN,-2.0,LAC,1.5,@KC,7.0,@IND,0.5,DEN,-3.0,0.072611210588185
1.09,48.2,0.0,CAR,L,IND,1.5,@CHI,4.0,DAL,7.0,@TEN,5.5,@TB,4.0,@NO,7.0,ATL,3.0,GB,2.0,@JAX,8.0,TB,1.0,0.0
1.08,50.8,0.0,KC,W,MIA,-1.0,BYE,,PHI,-3.0,@LV,-3.5,@GB,-4.0,BUF,-3.5,@NE,-6.5,LV,-7.0,CIN,-3.0,@LAC,-1.0,0.53101608211604
1.05,49.2,0.0,MIA,L,@KC,1.0,BYE,,LV,-6.5,@NYJ,-7.0,@WAS,-4.0,TEN,-7.0,NYJ,-11.0,DAL,-2.5,@BAL,4.0,BUF,-3.0,0.67312503206676
1.05,51.8,1.0,IND,W,@CAR,-1.5,@NE,-1.0,BYE,,TB,-2.5,@TEN,3.5,@CIN,9.5,PIT,-1.5,@ATL,4.0,LV,-0.5,HOU,-1.5,0.086870913883682
1.04,48.2,0.1,NYG,L,@LV,1.0,@DAL,16.5,@WAS,6.0,NE,1.5,BYE,,GB,3.5,@NO,9.5,@PHI,15.0,LAR,4.0,PHI,11.0,0.0
1.03,47.5,0.0,BUF,L,@CIN,1.5,DEN,-7.5,NYJ,-10.5,@PHI,3.5,BYE,,@KC,3.5,DAL,-2.0,@LAC,1.5,NE,-8.0,@MIA,3.0,0.47447014483108
0.98,78.1,36.7,NO,W,CHI,-10.0,@MIN,-2.5,BYE,,@ATL,2.0,DET,1.5,CAR,-7.0,NYG,-9.5,@LAR,2.0,@TB,-1.0,ATL,-3.0,0.3709969337928
0.98,83.7,55.9,CLE,W,ARI,-13.0,@BAL,6.0,PIT,-4.0,@DEN,-0.5,@LAR,1.5,JAX,-3.0,CHI,-8.0,@HOU,-1.0,NYJ,-8.0,@CIN,5.0,0.39790114588233
0.93,42.5,0.1,WAS,W,@NE,3.0,@SEA,6.0,NYG,-6.0,@DAL,9.5,MIA,4.0,BYE,,@LAR,4.0,@NYJ,0.5,SF,9.5,DAL,4.5,0.096885227571517
0.9,41.9,0.2,TB,L,@HOU,2.5,TEN,-1.0,@SF,13.5,@IND,2.5,CAR,-4.0,@ATL,4.0,@GB,3.5,JAX,2.0,NO,1.0,@CAR,-1.0,0.091112991554123
