EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.12,89.9,11.6,LAR,W,DET,-17.0,@HOU,-14.5,TEN,-7.0,@SF,-3.0,BYE,,@GB,1.0,JAX,-15.0,@ARI,2.0,SEA,-7.0,@MIN,-2.5,@BAL,3.0,SF,-6.5,0.5683738290377
1.07,92.0,45.4,ARI,W,HOU,-20.5,GB,-6.0,@SF,-2.0,CAR,-8.0,@SEA,-3.0,BYE,,@CHI,-6.0,LAR,-2.0,@DET,-10.0,IND,-7.5,@DAL,2.0,SEA,-6.5,0.56634478794551
1.06,83.8,3.9,TB,W,CHI,-12.5,@NO,-5.0,BYE,,@WAS,-6.5,NYG,-14.0,@IND,-6.5,@ATL,-8.0,BUF,-3.5,NO,-6.5,@CAR,-6.5,@NYJ,-13.5,CAR,-10.5,0.86806229771038
0.92,77.8,19.1,GB,W,WAS,-8.5,@ARI,6.0,@KC,3.5,SEA,-7.0,@MIN,-1.5,LAR,-1.0,BYE,,CHI,-9.5,@BAL,3.5,CLE,-4.0,MIN,-5.0,@DET,-10.0,0.42318931698663
0.9,71.0,1.2,BAL,L,CIN,-6.5,BYE,,MIN,-6.5,@MIA,-6.5,@CHI,-5.0,CLE,-4.5,@PIT,-3.0,@CLE,0.5,GB,-3.5,@CIN,-3.5,LAR,-3.0,PIT,-7.0,0.48884580922301
0.89,74.1,14.0,NE,W,NYJ,-7.5,@LAC,5.5,@CAR,2.0,CLE,1.0,@ATL,0.5,TEN,-1.5,@BUF,9.5,BYE,,@IND,3.0,BUF,4.0,JAX,-8.0,@MIA,-0.5,0.11089191671148
0.86,67.7,0.6,NO,W,@SEA,-5.5,TB,5.0,ATL,-7.5,@TEN,-0.5,@PHI,-3.0,BUF,1.5,DAL,-2.0,@NYJ,-7.5,@TB,6.5,MIA,-8.0,CAR,-6.5,@ATL,-3.5,0.43892688165957
0.83,64.8,0.2,KC,L,@TEN,-4.0,NYG,-10.0,GB,-3.5,@LV,-4.0,DAL,-4.0,BYE,,DEN,-8.0,LV,-9.0,@LAC,-1.5,PIT,-8.0,@CIN,-4.0,@DEN,-3.5,0.64203787950829
0.78,61.6,0.3,SF,L,IND,-3.5,@CHI,-3.5,ARI,2.0,LAR,3.0,@JAX,-6.0,MIN,-3.0,@SEA,2.5,@CIN,1.5,ATL,-6.5,@TEN,3.0,HOU,-13.5,@LAR,6.5,0.32710491197092
0.74,58.3,1.3,CAR,L,@NYG,-3.0,@ATL,2.5,NE,-2.0,@ARI,8.0,WAS,-2.5,@MIA,0.5,BYE,,ATL,-4.0,@BUF,9.5,TB,6.5,@NO,6.5,@TB,10.5,0.087578667550865
0.68,53.5,0.6,ATL,W,@MIA,-1.5,CAR,-2.5,@NO,7.5,@DAL,9.0,NE,-0.5,@JAX,-3.0,TB,8.0,@CAR,4.0,@SF,6.5,DET,-7.0,@BUF,11.0,NO,3.5,0.13958394874571
0.68,53.2,0.3,CLE,W,DEN,-1.5,PIT,-3.5,@CIN,-0.5,@NE,-1.0,DET,-13.0,@BAL,4.5,BYE,,BAL,-0.5,LV,-5.0,@GB,4.0,@PIT,-0.5,CIN,-5.0,0.305512571505
0.65,51.5,0.8,LV,W,PHI,-1.0,BYE,,@NYG,-2.5,KC,4.0,CIN,-2.5,@DAL,6.5,WAS,-3.5,@KC,9.0,@CLE,5.0,DEN,-2.0,@IND,3.0,LAC,1.5,0.098551753723672
0.62,48.5,0.0,PHI,L,@LV,1.0,@DET,-3.0,LAC,3.0,@DEN,4.0,NO,3.0,@NYG,-0.5,@NYJ,-3.0,BYE,,WAS,-3.0,NYG,-4.0,@WAS,3.0,DAL,3.5,0.16378017750854
0.6,46.8,0.4,DEN,L,@CLE,1.5,WAS,-3.0,@DAL,6.0,PHI,-4.0,BYE,,LAC,-0.5,@KC,8.0,DET,-10.0,CIN,-3.0,@LV,2.0,@LAC,4.0,KC,3.5,0.23107248066477
0.6,46.5,0.1,MIA,L,ATL,1.5,@BUF,13.5,HOU,-7.5,BAL,6.5,@NYJ,-1.5,CAR,-0.5,NYG,-3.0,BYE,,NYJ,-6.0,@NO,8.0,@TEN,6.5,NE,0.5,0.20665574634312
0.54,41.7,0.0,NYG,W,CAR,3.0,@KC,10.0,LV,2.5,BYE,,@TB,14.0,PHI,0.5,@MIA,3.0,@LAC,9.5,DAL,6.0,@PHI,4.0,@CHI,3.5,WAS,1.5,0.0
0.49,38.4,0.0,IND,W,@SF,3.5,TEN,1.0,NYJ,-7.5,JAX,-8.0,@BUF,9.5,TB,6.5,@HOU,-6.0,BYE,,NE,-3.0,@ARI,7.5,LV,-3.0,@JAX,-3.5,0.34453708877609
0.45,35.2,0.0,TEN,W,KC,4.0,@IND,-1.0,@LAR,7.0,NO,0.5,HOU,-11.0,@NE,1.5,BYE,,JAX,-9.5,@PIT,2.0,SF,-3.0,MIA,-6.5,@HOU,-7.0,0.41915136966405
0.41,32.3,0.0,SEA,L,NO,5.5,JAX,-3.0,BYE,,@GB,7.0,ARI,3.0,@WAS,1.5,SF,-2.5,@HOU,-7.0,@LAR,7.0,CHI,-6.0,DET,-10.0,@ARI,6.5,0.32137191657284
0.39,25.9,0.0,NYJ,L,@NE,7.5,CIN,10.5,@IND,7.5,BUF,11.0,MIA,1.5,@HOU,0.5,PHI,3.0,NO,7.5,@MIA,6.0,JAX,-3.0,TB,13.5,@BUF,15.0,0.031993650182712
0.37,29.0,0.0,CIN,W,@BAL,6.5,@NYJ,-10.5,CLE,0.5,BYE,,@LV,2.5,PIT,-2.5,LAC,1.0,SF,-1.5,@DEN,3.0,BAL,3.5,KC,4.0,@CLE,5.0,0.14038382395456
0.36,22.2,0.0,WAS,L,@GB,8.5,@DEN,3.0,BYE,,TB,6.5,@CAR,2.5,SEA,-1.5,@LV,3.5,DAL,3.0,@PHI,3.0,@DAL,7.0,PHI,-3.0,@NYG,-1.5,0.053443877028241
0.22,16.2,0.0,CHI,L,@TB,12.5,SF,3.5,@PIT,5.0,BYE,,BAL,5.0,@DET,-3.0,ARI,6.0,@GB,9.5,MIN,2.5,@SEA,6.0,NYG,-3.5,@MIN,6.5,0.074224053269789
0.21,8.0,0.0,HOU,L,@ARI,20.5,LAR,14.5,@MIA,7.5,BYE,,@TEN,11.0,NYJ,-0.5,IND,6.0,SEA,7.0,@JAX,4.0,LAC,10.0,@SF,13.5,TEN,7.0,0.0017294699188179
0.15,10.1,0.0,DET,L,@LAR,17.0,PHI,3.0,BYE,,@PIT,9.5,@CLE,13.0,CHI,3.0,MIN,6.5,@DEN,10.0,ARI,10.0,@ATL,7.0,@SEA,10.0,GB,10.0,0.0
,,0.0,BUF,,BYE,,MIA,-13.5,@JAX,-12.0,@NYJ,-11.0,IND,-9.5,@NO,-1.5,NE,-9.5,@TB,3.5,CAR,-9.5,@NE,-4.0,ATL,-11.0,NYJ,-15.0,1.0
,,0.0,DAL,,BYE,,@MIN,-2.5,DEN,-6.0,ATL,-9.0,@KC,4.0,LV,-6.5,@NO,2.0,@WAS,-3.0,@NYG,-6.0,WAS,-7.0,ARI,-2.0,@PHI,-3.5,0.50068262193619
,,0.0,JAX,,BYE,,@SEA,3.0,BUF,12.0,@IND,8.0,SF,6.0,ATL,3.0,@LAR,15.0,@TEN,9.5,HOU,-4.0,@NYJ,3.0,@NE,8.0,IND,3.5,0.048336598145524
,,0.0,MIN,,BYE,,DAL,2.5,@BAL,6.5,@LAC,3.5,GB,1.5,@SF,3.0,@DET,-6.5,PIT,-3.5,@CHI,-2.5,LAR,2.5,@GB,5.0,CHI,-6.5,0.21625382179571
