EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.75,52.6,0.1,DET,W,GB,-1.0,@NYJ,1.0,BUF,-4.5,@MIN,1.5,NO,-1.0,@ATL,-3.5,BYE,,MIA,-3.0,@ARI,-1.0,@NE,7.5,CHI,-7.5,TB,-10.5,MIN,-8.0,@CHI,-10.0,@GB,8.0,0.51073978875024
0.67,47.4,0.1,GB,L,@DET,1.0,@CHI,-1.5,MIN,-9.0,@MIA,-2.5,CAR,-6.5,@NO,2.0,BYE,,CHI,-8.5,PHI,-4.5,@MIN,-7.5,NE,-2.5,ATL,-13.5,@BUF,-3.0,@TB,-11.5,DET,-8.0,0.82896054850674
0.67,47.4,0.4,HOU,L,@NYG,1.0,BUF,-3.0,@DAL,5.5,IND,2.5,@PIT,3.0,@TEN,-3.5,PHI,2.0,BYE,,@CLE,3.5,CIN,-2.5,TEN,-7.0,@JAX,-6.5,@IND,7.0,BAL,6.5,JAX,-8.0,0.32585575030099
0.67,46.9,0.3,CHI,W,@NYJ,2.0,GB,1.5,@CAR,1.0,@ATL,3.0,MIA,-3.0,@NE,5.5,BYE,,@GB,8.5,MIN,-1.5,TB,-4.0,@DET,7.5,DAL,4.0,NO,3.0,DET,10.0,@MIN,7.0,0.097544145525297
0.67,46.2,0.0,STL,L,DAL,1.5,BYE,,@PHI,4.5,SF,3.5,SEA,6.0,@KC,7.5,@SF,10.5,@ARI,7.0,DEN,8.5,@SD,5.0,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.23276293584635
0.66,46.2,0.1,CLE,L,BAL,1.5,BYE,,@TEN,-1.0,PIT,-2.5,@JAX,-4.0,OAK,-6.5,TB,-7.0,@CIN,6.5,HOU,-3.5,@ATL,3.0,@BUF,3.0,IND,3.0,CIN,-2.5,@CAR,5.5,@BAL,14.0,0.28780236330382
0.64,44.8,0.2,SD,W,@BUF,2.5,JAX,-13.0,NYJ,-7.0,@OAK,-7.5,KC,-3.0,@DEN,9.0,@MIA,3.0,BYE,,OAK,-10.5,STL,-5.0,@BAL,6.5,NE,4.0,DEN,4.5,@SF,2.0,@KC,3.0,0.48136274045915
0.61,42.6,0.0,ARI,W,SF,3.0,BYE,,@DEN,8.0,WAS,-5.0,@OAK,-3.5,PHI,-1.0,@DAL,1.5,STL,-7.0,DET,1.0,@SEA,7.5,@ATL,-1.5,KC,2.5,@STL,6.0,SEA,9.5,@SF,6.5,0.18897836939253
0.53,36.7,0.0,PIT,W,@CAR,3.0,TB,-7.5,@JAX,-5.5,@CLE,2.5,HOU,-3.0,IND,4.0,BAL,-2.5,@NYJ,-3.5,@TEN,-7.0,BYE,,NO,-3.5,@CIN,3.0,@ATL,-3.0,KC,-2.5,CIN,-3.0,0.42607126467919
0.49,34.1,0.0,WAS,L,@PHI,4.0,NYG,-3.0,SEA,7.0,@ARI,5.0,TEN,-6.0,@DAL,9.0,@MIN,1.0,BYE,,TB,-7.0,@SF,10.0,@IND,7.5,STL,2.5,@NYG,7.0,PHI,7.5,DAL,6.0,0.18692548125188
0.47,32.9,0.0,DEN,L,@SEA,4.0,BYE,,ARI,-8.0,@NYJ,-10.0,SF,-6.5,SD,-9.0,@NE,-3.0,@OAK,-11.5,@STL,-8.5,MIA,-6.5,@KC,1.0,BUF,-8.5,@SD,-4.5,@CIN,-3.5,OAK,-15.5,1.0
0.46,28.1,0.0,JAX,L,IND,7.0,@SD,13.0,PIT,5.5,@TEN,4.5,CLE,4.0,MIA,7.0,@CIN,10.5,DAL,7.5,BYE,,@IND,13.5,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.052542949535411
0.45,31.5,0.1,KC,W,@MIA,5.5,NE,3.0,@SF,4.5,BYE,,@SD,3.0,STL,-7.5,NYJ,-8.0,@BUF,1.5,SEA,-1.0,@OAK,-7.5,DEN,-1.0,@ARI,-2.5,OAK,-11.0,@PIT,2.5,SD,-3.0,0.42715228873746
0.45,29.1,0.0,TEN,L,@CIN,6.5,@IND,7.5,CLE,1.0,JAX,-4.5,@WAS,6.0,HOU,3.5,BYE,,@BAL,10.5,PIT,7.0,@PHI,12.5,@HOU,7.0,NYG,2.5,NYJ,3.5,@JAX,4.5,IND,7.5,0.053433422831307
0.45,28.2,0.0,TB,L,@ATL,6.5,@PIT,7.5,@NO,10.5,BAL,3.5,BYE,,MIN,-2.0,@CLE,7.0,ATL,3.0,@WAS,7.0,@CHI,4.0,CIN,5.5,@DET,10.5,@CAR,3.5,GB,11.5,NO,5.5,0.012731163874133
0.4,11.7,0.0,OAK,L,@NE,14.0,MIA,3.5,BYE,,SD,7.5,ARI,3.5,@CLE,6.5,@SEA,13.5,DEN,11.5,@SD,10.5,KC,7.5,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
0.39,19.5,0.0,MIN,L,@NO,10.0,ATL,5.0,@GB,9.0,DET,-1.5,@BUF,6.0,@TB,2.0,WAS,-1.0,BYE,,@CHI,1.5,GB,7.5,CAR,-2.5,NYJ,-3.5,@DET,8.0,@MIA,4.5,CHI,-7.0,0.16113465104734
