EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.03,80.5,20.2,NO,W,MIN,-10.0,@DAL,-3.0,TB,-10.5,BYE,,@DET,1.0,GB,-2.0,@CAR,-3.0,SF,-5.5,CIN,-7.5,BAL,-2.5,@PIT,3.5,CAR,-8.5,@CHI,-3.0,ATL,-5.5,@TB,-5.5,0.61001427757379
1.02,88.3,52.9,NE,W,OAK,-14.0,@KC,-3.0,CIN,2.5,@BUF,-1.0,NYJ,-9.5,CHI,-5.5,DEN,3.0,BYE,,@IND,3.0,DET,-7.5,@GB,2.5,@SD,-4.0,MIA,-8.5,@NYJ,-10.0,BUF,-5.5,0.59184440903149
0.98,71.8,6.3,ATL,W,TB,-6.5,@MIN,-5.0,@NYG,4.5,CHI,-3.0,@BAL,6.5,DET,3.5,BYE,,@TB,-3.0,@CAR,-2.5,CLE,-3.0,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.20661059784127
0.97,70.9,5.2,CIN,W,TEN,-6.5,BYE,,@NE,-2.5,CAR,-7.0,@IND,3.0,BAL,2.5,JAX,-10.5,CLE,-6.5,@NO,7.5,@HOU,2.5,@TB,-5.5,PIT,-3.0,@CLE,2.5,DEN,3.5,@PIT,3.0,0.35297496945792
0.97,68.5,0.6,MIA,L,KC,-5.5,@OAK,-3.5,BYE,,GB,2.5,@CHI,3.0,@JAX,-7.0,SD,-3.0,@DET,3.0,BUF,-4.0,@DEN,6.5,@NYJ,-6.5,BAL,-3.0,@NE,8.5,MIN,-4.5,NYJ,-7.0,0.45019303450194
0.96,71.9,9.5,IND,W,@JAX,-7.0,TEN,-7.5,BAL,-2.5,@HOU,-2.5,CIN,-3.0,@PIT,-4.0,@NYG,-3.0,BYE,,NE,-3.0,JAX,-13.5,WAS,-7.5,@CLE,-3.0,HOU,-7.0,@DAL,3.5,@TEN,-7.5,0.67518256009916
0.96,67.1,0.1,SEA,W,DEN,-4.0,BYE,,@WAS,-7.0,DAL,-9.5,@STL,-6.0,@CAR,-6.0,OAK,-13.5,NYG,-10.0,@KC,1.0,ARI,-7.5,@SF,1.0,@PHI,-1.5,SF,-10.0,@ARI,-9.5,STL,-11.0,0.91838101540433
0.93,65.9,1.1,PHI,W,WAS,-4.0,@SF,3.5,STL,-4.5,NYG,-1.5,BYE,,@ARI,1.0,@HOU,-2.0,CAR,-7.0,@GB,4.5,TEN,-12.5,@DAL,3.0,SEA,1.5,DAL,-3.5,@WAS,-7.5,@NYG,-1.0,0.39699292997756
0.9,63.3,0.6,CAR,L,PIT,-3.0,@BAL,3.5,CHI,-1.0,@CIN,7.0,@GB,6.5,SEA,6.0,NO,3.0,@PHI,7.0,ATL,2.5,BYE,,@MIN,2.5,@NO,8.5,TB,-3.5,CLE,-5.5,@ATL,3.0,0.11123368697893
0.82,57.4,0.2,SF,L,@ARI,-3.0,PHI,-3.5,KC,-4.5,@STL,-3.5,@DEN,6.5,BYE,,STL,-10.5,@NO,5.5,@NYG,-3.5,WAS,-10.0,SEA,-1.0,@OAK,-8.0,@SEA,10.0,SD,-2.0,ARI,-6.5,0.58153357979166
0.79,55.2,0.2,BUF,L,SD,-2.5,@HOU,3.0,@DET,4.5,NE,1.0,MIN,-6.0,@NYJ,3.0,BYE,,KC,-1.5,@MIA,4.0,NYJ,-2.5,CLE,-3.0,@DEN,8.5,GB,3.0,@OAK,-7.0,@NE,5.5,0.20960848823776
0.76,53.8,0.4,BAL,W,@CLE,-1.5,CAR,-3.5,@IND,2.5,@TB,-3.5,ATL,-6.5,@CIN,-2.5,@PIT,2.5,TEN,-10.5,BYE,,@NO,2.5,SD,-6.5,@MIA,3.0,JAX,-14.0,@HOU,-6.5,CLE,-14.0,0.68162401996081
0.76,53.8,1.0,DAL,W,@STL,-1.5,NO,3.0,HOU,-5.5,@SEA,9.5,NYG,-4.5,WAS,-9.0,ARI,-1.5,@JAX,-7.5,BYE,,@NYG,-4.0,PHI,-3.0,@CHI,-4.0,@PHI,3.5,IND,-3.5,@WAS,-6.0,0.54899976301396
0.76,53.1,0.1,NYJ,L,CHI,-2.0,DET,-1.0,@SD,7.0,DEN,10.0,@NE,9.5,BUF,-3.0,@KC,8.0,PIT,3.5,BYE,,@BUF,2.5,MIA,6.5,@MIN,3.5,@TEN,-3.5,NE,10.0,@MIA,7.0,0.072181301774114
0.75,52.6,0.2,NYG,W,HOU,-1.0,@WAS,3.0,ATL,-4.5,@PHI,1.5,@DAL,4.5,BYE,,IND,3.0,@SEA,10.0,SF,3.5,DAL,4.0,@JAX,-2.5,@TEN,-2.5,WAS,-7.0,@STL,6.5,PHI,1.0,0.17615921764164
