EV,W_pct,P_pct,Team,Team_Result,16,16_spread,17,17_spread,Future_Val
1.22,83.7,3.6,SEA,L,STL,-11.5,@ARI,4.5,0.0
1.15,83.2,18.7,KC,W,CLE,-11.5,OAK,-7.0,0.6925575906588
1.14,82.6,19.1,PIT,L,@BAL,-11.0,@CLE,-10.0,0.91904979521946
1.07,73.5,2.7,MIN,W,NYG,-7.0,@GB,3.0,0.0
1.06,77.3,17.5,DET,W,SF,-8.5,@CHI,1.0,0.0
1.05,71.9,1.8,CAR,L,@ATL,-7.0,TB,-10.5,1.0
1.02,70.4,4.2,BUF,W,DAL,-6.5,NYJ,3.0,0.0
1.02,69.1,0.2,ARI,W,GB,-6.0,SEA,-4.5,0.7193550497793
0.96,65.9,1.3,DEN,W,CIN,-4.5,SD,-8.5,0.83588778413361
0.93,64.0,4.0,OAK,W,SD,-3.5,@KC,7.0,0.0
0.92,62.3,1.0,TB,L,CHI,-3.0,@CAR,10.5,0.0
0.92,63.3,3.6,HOU,W,@TEN,-3.5,JAX,-5.5,0.59774103751983
0.91,64.0,5.2,PHI,L,WAS,-3.5,@NYG,3.5,0.0
0.79,54.2,1.1,MIA,L,IND,-2.0,NE,10.0,0.0
0.77,52.6,0.7,NE,L,@NYJ,-1.5,@MIA,-10.0,0.84428866919016
0.76,53.8,5.9,NO,W,JAX,-2.0,@ATL,4.0,0.0
0.71,46.2,0.2,JAX,L,@NO,2.0,@HOU,5.5,0.0
0.7,47.4,0.2,NYJ,W,NE,1.5,@BUF,-3.0,0.27640051799245
0.68,45.8,0.6,IND,W,@MIA,2.0,TEN,-6.0,0.59774103751983
0.56,36.0,0.3,WAS,W,@PHI,3.5,@DAL,3.0,0.0
0.55,36.7,1.1,TEN,L,HOU,3.5,@IND,6.0,0.0
0.55,37.7,1.4,CHI,W,@TB,3.0,DET,-1.0,0.067021611484582
0.54,36.0,1.7,SD,L,@OAK,3.5,@DEN,8.5,0.0
0.51,34.1,0.1,CIN,L,@DEN,4.5,BAL,-7.5,0.77910940814058
0.45,30.9,0.3,GB,L,@ARI,6.0,MIN,-3.0,0.40098923244628
0.45,29.6,1.1,DAL,L,@BUF,6.5,WAS,-3.0,0.24591246337704
0.42,28.1,0.6,ATL,W,CAR,7.0,NO,-4.0,0.48277529187011
0.41,22.7,1.1,SF,L,@DET,8.5,STL,3.5,0.0
0.4,26.5,0.6,NYG,L,@MIN,7.0,PHI,-3.5,0.28173387907924
0.33,17.4,0.3,BAL,W,PIT,11.0,@CIN,7.5,0.0
0.32,16.8,0.1,CLE,L,@KC,11.5,PIT,10.0,0.0
0.25,16.3,0.0,STL,W,@SEA,11.5,@SF,-3.5,0.34864252400633
