EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.83,48.5,0.1,DEN,W,SF,1.0,@LV,2.0,IND,-4.0,@LAC,3.5,NYJ,-9.5,JAX,-4.0,BYE,,@TEN,-1.5,LV,-4.0,@CAR,-4.0,@BAL,3.0,KC,1.0,ARI,-4.0,@LAR,3.0,@KC,4.5,LAC,-1.5,0.37478897059931
0.8,47.2,0.1,GB,W,@TB,1.0,NE,-10.5,NYG,-7.0,NYJ,-10.5,@WAS,-3.5,@BUF,4.0,@DET,-5.0,DAL,-5.5,TEN,-6.5,@PHI,2.0,@CHI,-6.5,BYE,,LAR,-2.0,@MIA,-0.5,MIN,-4.0,DET,-9.5,0.77989290206117
0.8,46.9,0.4,DAL,W,@NYG,1.0,WAS,-3.5,@LAR,5.5,@PHI,3.5,DET,-6.5,CHI,-7.5,BYE,,@GB,5.5,@MIN,3.0,NYG,-5.0,IND,-3.0,HOU,-9.5,@JAX,-2.5,PHI,-0.5,@TEN,1.5,@WAS,-1.0,0.42084942970524
0.8,34.0,0.0,IND,W,KC,4.5,TEN,-3.0,@DEN,4.0,JAX,-6.5,@TEN,1.0,WAS,-4.5,@NE,1.0,@LV,1.5,PHI,-0.5,PIT,-6.0,@DAL,3.0,BYE,,@MIN,3.0,LAC,1.0,@NYG,-1.5,HOU,-9.5,0.35856251389124
0.79,46.0,0.2,TEN,W,LV,1.5,@IND,3.0,@WAS,1.5,BYE,,IND,-1.0,@HOU,-5.5,@KC,7.0,DEN,1.5,@GB,6.5,CIN,0.5,@PHI,4.0,JAX,-4.5,@LAC,6.5,HOU,-9.5,DAL,-1.5,@JAX,-1.5,0.24855286255834
0.77,44.8,0.1,CAR,W,NO,2.5,ARI,-2.5,SF,4.0,@LAR,10.0,TB,7.0,@ATL,-1.0,@CIN,8.0,ATL,-4.5,@BAL,8.0,DEN,4.0,BYE,,@SEA,1.0,PIT,1.0,DET,-1.0,@TB,11.0,@NO,6.5,0.080141915197824
0.76,43.6,0.0,NE,L,BAL,2.5,@GB,10.5,DET,-5.0,@CLE,3.0,CHI,-6.5,@NYJ,-3.0,IND,-1.0,BYE,,NYJ,-7.0,@MIN,3.5,BUF,3.5,@ARI,3.0,@LV,3.0,CIN,-0.5,MIA,-0.5,@BUF,8.0,0.25417670199089
0.69,39.5,0.2,HOU,L,@CHI,3.0,LAC,5.5,@JAX,6.5,BYE,,@LV,9.5,TEN,5.5,PHI,7.5,@NYG,7.0,WAS,3.5,@MIA,9.5,CLE,7.0,@DAL,9.5,KC,10.5,@TEN,9.5,JAX,3.0,@IND,9.5,0.0
0.67,38.8,0.0,ARI,L,LAR,3.5,@CAR,2.5,PHI,1.0,@SEA,-4.0,NO,-3.0,@MIN,3.5,SEA,-9.5,@LAR,6.0,SF,1.5,LAC,2.0,BYE,,NE,-3.0,@DEN,4.0,TB,3.0,@ATL,-6.5,@SF,3.5,0.27605355657457
0.66,30.6,0.1,NYJ,L,CIN,6.5,@PIT,3.5,MIA,4.0,@GB,10.5,@DEN,9.5,NE,3.0,BUF,8.0,BYE,,@NE,7.0,CHI,-3.0,@MIN,8.0,@BUF,12.5,DET,0.5,JAX,0.5,@SEA,1.0,@MIA,8.5,0.025770856536806
0.64,30.5,0.0,JAX,W,@LAC,6.5,@PHI,6.5,HOU,-6.5,@IND,6.5,NYG,-1.5,DEN,4.0,LV,1.5,@KC,10.0,BYE,,BAL,4.0,@DET,2.5,@TEN,4.5,DAL,2.5,@NYJ,-0.5,@HOU,-3.0,TEN,1.5,0.12050231479357
0.64,31.1,0.0,WAS,L,PHI,6.0,@DAL,3.5,TEN,-1.5,@CHI,-1.5,GB,3.5,@IND,4.5,MIN,2.0,@PHI,6.5,@HOU,-3.5,ATL,-7.0,@NYG,3.0,BYE,,NYG,-3.0,@SF,7.0,CLE,1.5,DAL,1.0,0.17931052864078
0.62,35.4,0.1,MIA,W,BUF,4.0,@CIN,3.5,@NYJ,-4.0,MIN,-3.0,PIT,-6.5,@DET,-3.0,@CHI,-4.0,CLE,-3.0,BYE,,HOU,-9.5,@SF,3.5,@LAC,4.0,@BUF,6.5,GB,0.5,@NE,0.5,NYJ,-8.5,0.47008421019039
0.61,35.3,0.4,PIT,L,@CLE,4.5,NYJ,-3.5,@BUF,10.5,TB,6.5,@MIA,6.5,@PHI,7.0,BYE,,NO,1.5,CIN,3.0,@IND,6.0,@ATL,-3.0,BAL,4.0,@CAR,-1.0,LV,1.5,@BAL,7.0,CLE,2.5,0.082801524065841
0.57,29.4,0.1,DET,L,@MIN,6.5,SEA,-4.0,@NE,5.0,BYE,,@DAL,6.5,MIA,3.0,GB,5.0,@CHI,-0.5,@NYG,3.0,BUF,7.5,JAX,-2.5,MIN,3.5,@NYJ,-0.5,@CAR,1.0,CHI,-3.5,@GB,9.5,0.11762676514977
