EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.12,70.6,9.4,MIN,W,DET,-6.5,NO,-3.0,CHI,-8.0,@MIA,3.0,BYE,,ARI,-3.5,@WAS,-2.0,@BUF,7.0,DAL,-3.0,NE,-3.5,NYJ,-8.0,@DET,-3.5,IND,-3.0,NYG,-6.5,@GB,4.0,@CHI,-4.0,0.51980986551189
1.09,64.7,1.9,CLE,W,PIT,-4.5,@ATL,-2.5,LAC,3.0,NE,-3.0,@BAL,4.0,CIN,-1.5,BYE,,@MIA,3.0,@BUF,7.0,TB,3.0,@HOU,-7.0,@CIN,3.0,BAL,-0.5,NO,-3.0,@WAS,-1.5,@PIT,-2.5,0.2056333725414
1.08,64.6,2.2,BUF,L,@MIA,-4.0,@BAL,-3.5,PIT,-10.5,@KC,1.0,BYE,,GB,-4.0,@NYJ,-8.0,MIN,-7.0,CLE,-7.0,@DET,-7.5,@NE,-3.5,NYJ,-12.5,MIA,-6.5,@CHI,-8.0,@CIN,-3.0,NE,-8.0,1.0
1.06,68.9,13.3,PHI,W,@WAS,-6.0,JAX,-6.5,@ARI,-1.0,DAL,-3.5,BYE,,PIT,-7.0,@HOU,-7.5,WAS,-6.5,@IND,0.5,GB,-2.0,TEN,-4.0,@NYG,-3.0,@CHI,-5.5,@DAL,0.5,NO,-4.0,NYG,-6.0,0.64617257971344
1.06,69.5,14.7,LAC,L,JAX,-6.5,@HOU,-5.5,@CLE,-3.0,DEN,-3.5,SEA,-10.5,BYE,,@ATL,-8.0,@SF,2.0,KC,-1.5,@ARI,-2.0,@LV,-2.0,MIA,-4.0,TEN,-6.5,@IND,-1.0,LAR,-2.5,@DEN,1.5,0.52340155869698
1.04,69.4,17.9,CIN,W,@NYJ,-6.5,MIA,-3.5,@BAL,3.5,@NO,1.0,ATL,-10.5,@CLE,1.5,CAR,-8.0,BYE,,@PIT,-3.0,@TEN,-0.5,KC,2.0,CLE,-3.0,@TB,5.0,@NE,0.5,BUF,3.0,BAL,-2.0,0.34211254228628
1.03,61.2,1.1,LAR,W,@ARI,-3.5,@SF,2.5,DAL,-5.5,CAR,-10.0,BYE,,SF,-3.5,@TB,3.0,ARI,-6.0,@NO,-2.5,@KC,3.5,SEA,-12.0,LV,-6.5,@GB,2.0,DEN,-3.0,@LAC,2.5,@SEA,-7.5,0.61305211342836
1.01,60.5,2.6,CHI,W,HOU,-3.0,@NYG,3.0,@MIN,8.0,WAS,1.5,@NE,6.5,@DAL,7.5,MIA,4.0,DET,0.5,@ATL,-1.0,@NYJ,3.0,GB,6.5,BYE,,PHI,5.5,BUF,8.0,@DET,3.5,MIN,4.0,0.0050786882774722
0.94,56.4,2.0,BAL,W,@NE,-2.5,BUF,3.5,CIN,-3.5,@NYG,-3.0,CLE,-4.0,@TB,4.0,@NO,-0.5,BYE,,CAR,-8.0,@JAX,-4.0,DEN,-3.0,@PIT,-4.0,@CLE,0.5,ATL,-10.5,PIT,-7.0,@CIN,2.0,0.53919908823665
0.93,55.2,0.8,NO,L,@CAR,-2.5,MIN,3.0,SEA,-8.0,CIN,-1.0,@ARI,3.0,LV,-3.0,BAL,0.5,@PIT,-1.5,LAR,2.5,@SF,4.0,@TB,7.0,BYE,,ATL,-9.0,@CLE,3.0,@PHI,4.0,CAR,-6.5,0.31193249321394
0.91,54.0,0.9,LV,L,@TEN,-1.5,DEN,-2.0,@KC,7.0,BYE,,HOU,-9.5,@NO,3.0,@JAX,-1.5,IND,-1.5,@DEN,4.0,@SEA,-3.5,LAC,2.0,@LAR,6.5,NE,-3.0,@PIT,-1.5,SF,2.5,KC,3.5,0.23320660173595
0.9,66.0,27.7,KC,L,@IND,-4.5,@TB,-2.0,LV,-7.0,BUF,-1.0,@SF,-1.0,BYE,,TEN,-7.0,JAX,-10.0,@LAC,1.5,LAR,-3.5,@CIN,-2.0,@DEN,-1.0,@HOU,-10.5,SEA,-13.5,DEN,-4.5,@LV,-3.5,0.70025613253316
0.9,53.1,0.6,NYG,L,DAL,-1.0,CHI,-3.0,GB,7.0,BAL,3.0,@JAX,1.5,@SEA,-3.0,BYE,,HOU,-7.0,DET,-3.0,@DAL,5.0,WAS,-3.0,PHI,3.0,@WAS,3.0,@MIN,6.5,IND,1.5,@PHI,6.0,0.19845753607682
0.89,52.8,0.4,TB,L,GB,-1.0,KC,2.0,ATL,-13.5,@PIT,-6.5,@CAR,-7.0,BAL,-4.0,LAR,-3.0,SEA,-12.0,BYE,,@CLE,-3.0,NO,-7.0,@SF,-1.0,CIN,-5.0,@ARI,-3.0,CAR,-11.0,@ATL,-9.5,0.89859102802132
0.87,51.5,0.6,SF,L,@DEN,-1.0,LAR,-2.5,@CAR,-4.0,@ATL,-7.0,KC,1.0,@LAR,3.5,BYE,,LAC,-2.0,ARI,-1.5,NO,-4.0,MIA,-3.5,TB,1.0,@SEA,-6.5,WAS,-7.0,@LV,-2.5,ARI,-3.5,0.50121872321753
0.85,50.9,1.5,SEA,L,ATL,-1.0,@DET,4.0,@NO,8.0,ARI,4.0,@LAC,10.5,NYG,3.0,@ARI,9.5,@TB,12.0,BYE,,LV,3.5,@LAR,12.0,CAR,-1.0,SF,6.5,@KC,13.5,NYJ,-1.0,LAR,7.5,0.011801405211878
0.84,49.1,0.4,ATL,W,@SEA,1.0,CLE,2.5,@TB,13.5,SF,7.0,@CIN,10.5,CAR,1.0,LAC,8.0,@CAR,4.5,CHI,1.0,@WAS,7.0,PIT,3.0,BYE,,@NO,9.0,@BAL,10.5,ARI,6.5,TB,9.5,0.0
