EV,W_pct,P_pct,Team,Team_Result,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.13,87.2,29.9,DET,W,JAX,-14.0,@IND,-7.5,CHI,-10.0,GB,-4.0,BUF,-3.5,@CHI,-7.0,@SF,-1.5,MIN,-4.0,0.97907059760818
1.03,75.1,7.7,HOU,W,@DAL,-7.0,TEN,-8.5,@JAX,-3.5,BYE,,MIA,-3.5,@KC,3.0,BAL,3.0,@TEN,-5.5,0.54648956719024
0.98,70.0,4.3,SF,L,SEA,-6.0,@GB,2.5,@BUF,2.5,CHI,-7.0,LAR,-5.0,@MIA,-3.0,DET,1.5,@ARI,-3.5,0.46076342638406
0.96,70.1,7.8,MIN,W,@TEN,-6.0,@CHI,-3.0,ARI,-6.5,ATL,-4.5,CHI,-6.5,@SEA,-3.5,GB,-1.5,@DET,4.0,0.67596139687281
0.95,70.3,9.8,GB,W,@CHI,-6.0,SF,-2.5,MIA,-5.0,@DET,4.0,@SEA,-4.0,NO,-9.5,@MIN,1.5,CHI,-7.0,0.7136881709491
0.95,66.3,0.5,PHI,W,WSH,-4.5,@LAR,-3.0,@BAL,4.0,CAR,-16.5,PIT,-3.5,@WSH,-1.0,DAL,-10.5,NYG,-10.5,1.0
0.94,65.5,0.5,NYJ,L,IND,-4.0,BYE,,SEA,-5.5,@MIA,-1.0,@JAX,-3.5,LAR,-3.5,@BUF,3.5,MIA,-3.5,0.4303282790496
0.94,77.5,34.0,MIA,W,LV,-8.0,NE,-7.0,@GB,5.0,NYJ,1.0,@HOU,3.5,SF,3.0,@CLE,-2.5,@NYJ,3.5,0.23892170878662
0.91,65.0,3.6,LAR,W,@NE,-4.0,PHI,3.0,@NO,-3.0,BUF,3.0,@SF,5.0,@NYJ,3.5,ARI,-3.0,SEA,-3.5,0.2150251411917
0.89,62.1,0.2,BAL,L,@PIT,-3.0,@LAC,-3.0,PHI,-4.0,BYE,,@NYG,-12.5,PIT,-6.5,@HOU,-3.0,CLE,-11.5,0.94504895576436
0.84,58.3,0.1,BUF,W,KC,-2.5,BYE,,SF,-2.5,@LAR,-3.0,@DET,3.5,NE,-13.5,NYJ,-3.5,@NE,-10.0,0.74605915818125
0.78,54.4,0.2,DEN,W,ATL,-2.0,@LV,-5.5,CLE,-4.0,BYE,,IND,-3.5,@LAC,3.5,@CIN,3.5,KC,3.0,0.34419438613869
0.75,52.2,0.1,LAC,W,CIN,-1.0,BAL,3.0,@ATL,-0.5,@KC,3.5,TB,-3.5,DEN,-3.5,@NE,-7.0,@LV,-7.0,0.53327222895029
0.75,52.0,0.1,CLE,L,@NO,-1.0,PIT,3.5,@DEN,4.0,@PIT,6.0,KC,6.0,@CIN,7.0,MIA,2.5,@BAL,11.5,0.0
0.69,48.0,0.4,NO,W,CLE,1.0,BYE,,LAR,3.0,@NYG,1.0,WSH,3.5,@GB,9.5,LV,-3.5,@TB,5.0,0.097899108455441
0.69,47.8,0.2,CIN,L,@LAC,1.0,BYE,,PIT,-3.0,@DAL,-6.5,@TEN,-5.5,CLE,-7.0,DEN,-3.5,@PIT,1.0,0.64642257359101
0.65,45.6,0.2,ATL,L,@DEN,2.0,BYE,,LAC,0.5,@MIN,4.5,@LV,-4.5,NYG,-6.5,@WSH,3.0,CAR,-10.5,0.55098993069845
0.6,41.7,0.1,KC,L,@BUF,2.5,@CAR,-11.0,LV,-13.5,LAC,-3.5,@CLE,-6.0,HOU,-3.0,@PIT,-1.5,@DEN,-3.0,0.93250882403295
0.54,37.9,0.0,PIT,W,BAL,3.0,@CLE,-3.5,@CIN,3.0,CLE,-6.0,@PHI,3.5,@BAL,6.5,KC,1.5,CIN,-1.0,0.26441038716769
0.52,35.0,0.1,NE,L,LAR,4.0,@MIA,7.0,IND,3.0,BYE,,@ARI,6.5,@BUF,13.5,LAC,7.0,BUF,10.0,0.0
0.5,22.5,0.0,LV,L,@MIA,8.0,DEN,5.5,@KC,13.5,@TB,7.0,ATL,4.5,JAX,2.5,@NO,3.5,LAC,7.0,0.0
0.5,34.5,0.1,IND,W,@NYJ,4.0,DET,7.5,@NE,-3.0,BYE,,@DEN,3.5,TEN,-3.5,@NYG,-2.0,JAX,-3.0,0.2623843559026
0.49,33.7,0.0,WSH,L,@PHI,4.5,DAL,-10.5,TEN,-7.0,BYE,,@NO,-3.5,PHI,1.0,ATL,-3.0,@DAL,-5.0,0.73695799354263
0.48,29.7,0.0,CHI,L,GB,6.0,MIN,3.0,@DET,10.0,@SF,7.0,@MIN,6.5,DET,7.0,SEA,-2.0,@GB,7.0,0.042155681297301
0.47,29.9,0.0,TEN,L,MIN,6.0,@HOU,8.5,@WSH,7.0,JAX,0.5,CIN,5.5,@IND,3.5,@JAX,3.5,HOU,5.5,0.0
0.46,30.0,0.0,SEA,W,@SF,6.0,ARI,-1.0,@NYJ,5.5,@ARI,3.0,GB,4.0,MIN,3.5,@CHI,2.0,@LAR,3.5,0.0038631060662483
0.4,24.9,0.1,DAL,L,HOU,7.0,@WSH,10.5,NYG,-2.0,CIN,6.5,@CAR,-2.5,TB,3.5,@PHI,10.5,WSH,5.0,0.085981324499893
0.3,12.8,0.0,JAX,L,@DET,14.0,BYE,,HOU,3.5,@TEN,-0.5,NYJ,3.5,@LV,-2.5,TEN,-3.5,@IND,3.0,0.13666765282433
,,0.0,NYG,,BYE,,TB,5.5,@DAL,2.0,NO,-1.0,BAL,12.5,@ATL,6.5,IND,2.0,@PHI,10.5,0.010111681299257
,,0.0,TB,,BYE,,@NYG,-5.5,@CAR,-7.0,LV,-7.0,@LAC,3.5,@DAL,-3.5,CAR,-10.0,NO,-5.0,0.98870100462974
,,0.0,CAR,,BYE,,KC,11.0,TB,7.0,@PHI,16.5,DAL,2.5,ARI,6.5,@TB,10.0,@ATL,10.5,0.0
,,0.0,ARI,,BYE,,@SEA,1.0,@MIN,6.5,SEA,-3.0,NE,-6.5,@CAR,-6.5,@LAR,3.0,SF,3.5,0.38510392870102
