EV,W_pct,P_pct,Team,Team_Result,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.32,83.5,8.0,SF,W,@ARI,-12.0,BAL,-5.5,@WAS,-13.5,LAR,-8.0,0.75639209448743
1.23,79.3,9.7,KC,W,@NE,-10.0,LV,-10.5,CIN,-4.5,@LAC,-3.0,0.50309995343074
1.2,75.1,2.3,MIA,W,NYJ,-7.0,DAL,-1.5,@BAL,3.0,BUF,-3.0,0.10654246436024
1.09,69.7,5.0,NO,W,NYG,-6.0,@LAR,4.0,@TB,-0.5,ATL,-3.5,0.11974273351391
1.09,67.5,0.8,DET,W,DEN,-5.5,@MIN,-3.0,@DAL,3.0,MIN,-6.5,0.28769768265414
1.05,66.6,3.8,PHI,L,@SEA,-4.0,NYG,-12.0,ARI,-13.5,@NYG,-13.5,1.0
1.04,64.5,0.8,BAL,W,@JAX,-4.0,@SF,5.5,MIA,-3.0,PIT,-7.5,0.32425935137458
1.0,63.6,4.5,GB,L,TB,-3.5,@CAR,-5.0,@MIN,3.5,CHI,-4.0,0.29184814270245
0.95,60.1,3.3,TEN,L,HOU,-3.0,SEA,2.5,@HOU,2.5,JAX,2.5,0.0
0.95,72.7,34.4,LAR,W,WAS,-6.5,NO,-4.0,@NYG,-6.5,@SF,8.0,0.33240072304057
0.94,58.2,1.5,LV,W,LAC,-3.0,@KC,10.5,@IND,1.0,DEN,-3.0,0.094404423367289
0.92,59.8,6.7,CIN,W,MIN,-3.0,@PIT,-2.5,@KC,4.5,CLE,-3.5,0.16799734317069
0.9,56.9,2.5,CLE,W,CHI,-2.5,@HOU,2.0,NYJ,-5.0,@CIN,3.5,0.16539739243507
0.9,55.6,0.1,BUF,W,DAL,-2.5,@LAC,-11.5,NE,-10.0,@MIA,3.0,0.61542018416914
0.86,53.2,0.7,IND,W,PIT,-1.0,@ATL,1.0,LV,-1.0,HOU,-3.0,0.11006036509578
0.83,57.1,12.6,ATL,L,@CAR,-2.5,IND,-1.0,@CHI,0.5,@NO,3.5,0.016218166332489
0.79,42.9,0.2,CAR,W,ATL,2.5,GB,5.0,@JAX,9.5,TB,1.5,0.0
0.76,46.8,0.2,PIT,L,@IND,1.0,CIN,2.5,@SEA,2.0,@BAL,7.5,0.0
0.72,44.4,0.1,DAL,L,@BUF,2.5,@MIA,1.5,DET,-3.0,@WAS,-7.0,0.29345903320455
0.72,43.1,0.2,CHI,L,@CLE,2.5,ARI,-4.5,ATL,-0.5,@GB,4.0,0.15386375243367
0.7,40.2,0.3,MIN,L,@CIN,3.0,DET,3.0,GB,-3.5,@DET,6.5,0.098564510716599
0.68,41.8,0.8,LAC,L,@LV,3.0,BUF,11.5,@DEN,2.0,KC,3.0,0.0
0.67,27.3,0.1,WAS,L,@LAR,6.5,@NYJ,3.0,SF,13.5,DAL,7.0,0.0
0.67,39.9,0.6,HOU,W,@TEN,3.0,CLE,-2.0,TEN,-2.5,@IND,3.0,0.13296819952032
0.62,36.4,0.3,TB,W,@GB,3.5,JAX,1.0,NO,0.5,@CAR,-1.5,0.035196895281955
0.58,35.5,0.2,JAX,L,BAL,4.0,@TB,-1.0,CAR,-9.5,@TEN,-2.5,0.31473605346445
0.57,33.4,0.0,SEA,W,PHI,4.0,@TEN,-2.5,PIT,-2.0,@ARI,-3.0,0.19118302730598
0.53,32.5,0.1,DEN,L,@DET,5.5,NE,-6.5,LAC,-2.0,@LV,3.0,0.24015382777864
0.52,30.3,0.0,NYG,L,@NO,6.0,@PHI,12.0,LAR,6.5,PHI,13.5,0.0
0.42,24.9,0.1,NYJ,L,@MIA,7.0,WAS,-3.0,@CLE,5.0,@NE,3.0,0.103559800105
0.39,20.7,0.2,NE,L,KC,10.0,@DEN,6.5,@BUF,10.0,NYJ,-3.0,0.089151683360562
0.3,16.5,0.1,ARI,L,SF,12.0,@CHI,4.5,@PHI,13.5,SEA,3.0,0.0
