EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.7,46.4,0.6,BAL,W,@TB,1.0,@NO,-3.0,BYE,,CAR,-12.0,@JAX,-4.0,DEN,-7.5,@PIT,-6.5,@CLE,-3.0,ATL,-9.5,PIT,-9.5,@CIN,3.0,0.53985483111119
0.62,41.1,0.2,WAS,W,@IND,3.0,MIN,3.5,@PHI,10.0,@HOU,-1.5,ATL,-3.0,@NYG,3.5,BYE,,NYG,-1.5,@SF,7.0,CLE,1.0,DAL,3.5,0.049641294297091
0.62,41.0,0.4,NYJ,L,NE,3.0,BUF,13.0,BYE,,@NE,3.5,CHI,-4.0,@MIN,7.0,@BUF,14.0,DET,-4.0,JAX,-3.0,@SEA,2.5,@MIA,6.0,0.12596421216844
0.6,39.0,0.1,CLE,W,CIN,3.0,BYE,,@MIA,6.0,@BUF,14.0,TB,2.0,@HOU,-3.5,@CIN,6.5,BAL,3.0,NO,-4.0,@WAS,-1.0,@PIT,-2.5,0.11038475469886
0.59,36.2,0.1,DET,L,MIA,3.5,GB,3.0,@CHI,3.0,@NYG,4.5,BUF,13.5,JAX,-1.0,MIN,5.5,@NYJ,4.0,@CAR,2.5,CHI,-2.5,@GB,8.0,0.023923157100402
0.57,37.9,0.4,NYG,L,@SEA,3.0,BYE,,HOU,-7.0,DET,-4.5,@DAL,6.5,WAS,-3.5,PHI,4.5,@WAS,1.5,@MIN,6.5,IND,-3.5,@PHI,9.0,0.19702954103078
0.55,34.8,0.2,CAR,L,@ATL,4.0,@CIN,7.0,ATL,-0.5,@BAL,12.0,DEN,2.0,BYE,,@SEA,4.0,PIT,-1.5,DET,-2.5,@TB,10.0,@NO,4.5,0.02812754259443
0.52,33.8,0.2,ARI,L,@MIN,4.0,SEA,-1.5,@LAR,5.0,SF,3.0,LAC,-1.0,BYE,,NE,-3.0,@DEN,2.5,TB,2.5,@ATL,1.0,@SF,6.0,0.043279098100812
0.47,21.2,0.1,CHI,L,@DAL,10.5,MIA,4.5,DET,-3.0,@ATL,3.5,@NYJ,4.0,GB,4.0,BYE,,PHI,7.0,BUF,14.5,@DET,2.5,MIN,6.0,0.025770527237978
0.41,18.5,0.1,PIT,L,@PHI,11.0,BYE,,NO,-1.5,CIN,6.5,@IND,3.5,@ATL,3.5,BAL,6.5,@CAR,1.5,LV,2.5,@BAL,9.5,CLE,2.5,0.011960515770942
0.38,21.1,0.0,GB,L,@BUF,10.5,@DET,-3.0,DAL,-1.0,TEN,-3.5,@PHI,5.0,@CHI,-4.0,BYE,,LAR,-3.0,@MIA,2.5,MIN,-1.5,DET,-8.0,0.25489290638742
,,0.0,KC,,BYE,,TEN,-11.5,JAX,-10.5,@LAC,-3.5,LAR,-6.5,@CIN,0.5,@DEN,-6.0,@HOU,-11.5,SEA,-10.5,DEN,-9.5,@LV,-3.5,0.72847430469669
,,0.0,LAC,,BYE,,@ATL,-3.0,@SF,4.0,KC,3.5,@ARI,1.0,@LV,2.5,MIA,-2.0,TEN,-3.0,@IND,-1.5,LAR,-1.0,@DEN,0.5,0.099861738307306
