EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.67,46.6,1.1,DEN,L,NYJ,2.0,JAX,2.5,BYE,,@TEN,3.5,LV,-2.0,@CAR,-2.5,@BAL,7.0,KC,4.5,ARI,-3.0,@LAR,5.5,@KC,9.5,LAC,1.0,0.054732288349473
0.63,43.0,0.2,NO,L,@ARI,2.5,LV,1.0,BAL,3.0,@PIT,1.5,LAR,2.0,@SF,6.5,@TB,8.0,BYE,,ATL,-3.5,@CLE,3.5,@PHI,9.5,CAR,-6.0,0.09045524950716
0.63,43.2,0.0,IND,L,@TEN,2.5,WAS,-3.0,@NE,3.0,@LV,2.0,PHI,3.5,PIT,-6.0,@DAL,5.0,BYE,,@MIN,4.5,LAC,-1.5,@NYG,1.0,HOU,-8.0,0.18145416559252
0.57,39.8,0.9,NYG,W,@JAX,3.0,@SEA,3.0,BYE,,HOU,-7.0,DET,-4.0,@DAL,6.5,WAS,-3.5,PHI,4.5,@WAS,2.0,@MIN,7.0,IND,-1.0,@PHI,9.5,0.16334536340962
0.53,35.7,0.0,WAS,W,GB,4.0,@IND,3.0,MIN,4.0,@PHI,10.5,@HOU,-1.5,ATL,-2.5,@NYG,3.5,BYE,,NYG,-2.0,@SF,7.5,CLE,1.5,DAL,3.5,0.042579541152048
0.49,33.3,0.0,SEA,W,@LAC,5.5,NYG,-3.0,@ARI,4.0,@TB,9.5,BYE,,LV,0.5,@LAR,7.0,CAR,-3.5,SF,4.0,@KC,11.0,NYJ,-1.5,LAR,3.5,0.075546446670603
0.49,28.8,0.1,DET,L,@DAL,7.0,MIA,3.0,GB,4.0,@CHI,1.5,@NYG,4.0,BUF,11.5,JAX,-0.5,MIN,6.0,@NYJ,4.0,@CAR,1.5,CHI,-3.0,@GB,8.0,0.033892611266046
0.46,26.4,0.0,HOU,L,@LV,7.0,TEN,1.0,PHI,10.5,@NYG,7.0,WAS,1.5,@MIA,10.0,CLE,4.0,@DAL,10.5,KC,10.5,@TEN,8.0,JAX,2.5,@IND,8.0,0.0
0.46,22.9,0.0,CHI,W,@NE,9.5,@DAL,9.5,MIA,4.0,DET,-1.5,@ATL,4.0,@NYJ,5.0,GB,6.0,BYE,,PHI,8.0,BUF,14.0,@DET,3.0,MIN,7.0,0.013348172972708
0.45,29.4,0.0,ATL,L,@CIN,6.5,CAR,-4.0,LAC,3.0,@CAR,-1.0,CHI,-4.0,@WAS,2.5,PIT,-3.5,BYE,,@NO,3.5,@BAL,8.0,ARI,-1.5,TB,5.5,0.14472541125558
0.42,28.3,0.1,CLE,L,@BAL,6.5,CIN,3.0,BYE,,@MIA,5.0,@BUF,13.5,TB,3.5,@HOU,-4.0,@CIN,6.0,BAL,2.0,NO,-3.5,@WAS,-1.5,@PIT,-2.0,0.10875454894502
0.41,27.4,0.1,PIT,L,@MIA,7.0,@PHI,11.0,BYE,,NO,-1.5,CIN,6.0,@IND,6.0,@ATL,3.5,BAL,5.0,@CAR,1.0,LV,1.0,@BAL,9.5,CLE,2.0,0.0085849589937863
0.33,15.4,0.0,CAR,W,TB,13.0,@ATL,4.0,@CIN,10.5,ATL,1.0,@BAL,11.0,DEN,2.5,BYE,,@SEA,3.5,PIT,-1.0,DET,-1.5,@TB,13.5,@NO,6.0,0.013959470645289
,,0.0,BUF,,BYE,,GB,-10.5,@NYJ,-9.5,MIN,-7.0,CLE,-13.5,@DET,-11.5,@NE,-6.5,NYJ,-13.5,MIA,-9.5,@CHI,-14.0,@CIN,-3.5,NE,-9.5,1.0
,,0.0,MIN,,BYE,,ARI,-3.5,@WAS,-4.0,@BUF,7.0,DAL,-3.0,NE,-4.0,NYJ,-7.0,@DET,-6.0,IND,-4.5,NYG,-7.0,@GB,1.5,@CHI,-7.0,0.49774463871457
,,0.0,PHI,,BYE,,PIT,-11.0,@HOU,-10.5,WAS,-10.5,@IND,-3.5,GB,-4.5,TEN,-7.0,@NYG,-4.5,@CHI,-8.0,@DAL,-0.5,NO,-9.5,NYG,-9.5,0.76178299762463
,,0.0,LAR,,BYE,,SF,1.0,@TB,4.5,ARI,-5.0,@NO,-2.0,@KC,5.5,SEA,-7.0,LV,-4.0,@GB,3.5,DEN,-5.5,@LAC,2.0,@SEA,-3.5,0.29114332652609
