EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.59,38.7,0.2,DEN,L,TEN,3.0,@PIT,7.5,TB,3.0,@NYJ,1.5,BYE,,@NE,5.0,KC,6.0,LAC,-2.5,@ATL,3.5,@LV,3.0,MIA,-6.0,NO,4.0,@KC,10.5,@CAR,-2.5,BUF,1.5,@LAC,3.5,LV,-3.5,0.12094013549497
0.55,32.7,0.1,WAS,W,PHI,5.5,@ARI,7.0,@CLE,8.0,BAL,10.0,LAR,5.0,@NYG,5.0,DAL,6.5,BYE,,NYG,1.0,@DET,6.5,CIN,-2.0,@DAL,11.0,@PIT,10.0,@SF,14.0,SEA,6.5,CAR,-1.5,@PHI,10.5,0.024423525899441
0.54,35.4,0.2,TB,L,@NO,4.0,CAR,-9.5,@DEN,-3.0,LAC,-7.0,@CHI,-2.0,GB,-3.5,@LV,-3.0,@NYG,-4.0,NO,-0.5,@CAR,-6.5,LAR,-5.0,KC,0.5,BYE,,MIN,-3.5,@ATL,-2.5,@DET,-3.5,ATL,-7.0,0.56180830777219
0.54,28.4,0.1,NYJ,L,@BUF,6.5,SF,7.5,@IND,7.5,DEN,-1.5,ARI,0.5,@MIA,2.0,BUF,3.5,@KC,13.0,NE,2.5,BYE,,@LAC,4.0,MIA,-3.5,LV,-1.5,@SEA,8.0,@LAR,7.0,CLE,1.5,@NE,7.0,0.052138094118989
0.53,27.1,0.2,JAX,W,IND,7.0,@TEN,9.0,MIA,1.5,@CIN,3.5,@HOU,8.0,DET,3.0,@LAC,7.5,BYE,,HOU,3.5,@GB,10.5,PIT,6.5,CLE,3.0,@MIN,11.0,TEN,5.0,@BAL,15.0,CHI,1.5,@IND,11.0,0.0
0.5,30.9,0.1,NYG,L,PIT,6.0,@CHI,4.5,SF,7.0,@LAR,7.0,@DAL,8.0,WAS,-5.0,@PHI,6.5,TB,4.0,@WAS,-1.0,PHI,3.5,BYE,,@CIN,-1.0,@SEA,8.0,ARI,1.0,CLE,1.5,@BAL,11.5,DAL,3.5,0.059091170950825
0.48,26.8,0.0,CLE,L,@BAL,7.0,CIN,-6.0,WAS,-8.0,@DAL,5.0,IND,-0.5,@PIT,4.0,@CIN,-3.5,LV,-4.0,BYE,,HOU,-3.0,PHI,0.5,@JAX,-3.0,@TEN,3.5,BAL,4.0,@NYG,-1.5,@NYJ,-1.5,PIT,-1.0,0.30338596013251
0.45,27.5,0.1,ARI,W,@SF,7.0,WAS,-7.0,DET,-3.5,@CAR,-2.0,@NYJ,-0.5,@DAL,6.5,SEA,1.5,BYE,,MIA,-6.0,BUF,1.5,@SEA,6.5,@NE,4.0,LAR,-1.5,@NYG,-1.0,PHI,-0.5,SF,4.0,@LAR,4.0,0.19463441993069
0.41,25.3,0.1,MIA,L,@NE,7.5,BUF,6.0,@JAX,-1.5,SEA,4.0,@SF,13.0,NYJ,-2.0,BYE,,LAR,3.0,@ARI,6.0,LAC,0.5,@DEN,6.0,@NYJ,3.5,CIN,-3.5,KC,8.0,NE,3.0,@LV,3.0,@BUF,8.5,0.064095657375077
0.38,22.0,0.2,HOU,L,@KC,9.5,BAL,7.0,@PIT,5.0,MIN,0.5,JAX,-8.0,@TEN,4.0,GB,-0.5,BYE,,@JAX,-3.5,@CLE,3.0,NE,-1.5,@DET,1.5,IND,-1.0,@CHI,3.0,@IND,4.5,CIN,-7.0,TEN,-1.0,0.20999981976929
