EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.14,78.0,9.9,KC,W,HOU,-9.5,@LAC,-8.5,@BAL,2.5,NE,-8.0,LV,-10.5,@BUF,-3.0,@DEN,-6.0,NYJ,-13.0,CAR,-14.0,BYE,,@LV,-6.5,@TB,-0.5,DEN,-10.5,@MIA,-8.0,@NO,1.5,ATL,-10.0,LAC,-10.5,1.0
1.1,74.7,5.8,NE,W,MIA,-7.5,@SEA,4.0,LV,-4.5,@KC,8.0,BYE,,DEN,-5.0,SF,0.5,@BUF,3.5,@NYJ,-2.5,BAL,3.0,@HOU,1.5,ARI,-4.0,@LAC,0.5,@LAR,3.5,@MIA,-3.0,BUF,-1.0,NYJ,-7.0,0.2606712234222
1.07,72.5,6.3,SF,L,ARI,-7.0,@NYJ,-7.5,@NYG,-7.0,PHI,-4.5,MIA,-13.0,LAR,-7.0,@NE,-0.5,@SEA,-0.5,GB,-6.5,@NO,2.5,BYE,,@LAR,-3.0,BUF,-6.0,WAS,-14.0,@DAL,0.5,@ARI,-4.0,SEA,-6.0,0.73139645150037
1.03,73.2,14.3,BAL,W,CLE,-7.0,@HOU,-7.0,KC,-2.5,@WAS,-10.0,CIN,-14.0,@PHI,-2.5,BYE,,PIT,-7.0,@IND,-3.0,@NE,-3.0,TEN,-7.5,@PIT,-1.5,DAL,-6.5,@CLE,-4.0,JAX,-15.0,NYG,-11.5,@CIN,-9.5,0.93331072863988
1.02,69.1,5.6,PIT,W,@NYG,-6.0,DEN,-7.5,HOU,-5.0,BYE,,PHI,-2.5,CLE,-4.0,@TEN,2.0,@BAL,7.0,@DAL,3.5,CIN,-10.0,@JAX,-6.5,BAL,1.5,WAS,-10.0,@BUF,3.0,@CIN,-6.0,IND,-3.0,@CLE,1.0,0.52497020001393
0.99,72.9,20.9,IND,L,@JAX,-7.0,MIN,-3.0,NYJ,-7.5,@CHI,-0.5,@CLE,0.5,CIN,-9.5,BYE,,@DET,-2.5,BAL,3.0,@TEN,2.0,GB,-3.0,TEN,-3.5,@HOU,1.0,@LV,-2.5,HOU,-4.5,@PIT,3.0,JAX,-11.0,0.43995461781082
0.98,71.6,19.0,BUF,W,NYJ,-6.5,@MIA,-6.0,LAR,-3.5,@LV,-2.0,@TEN,2.0,KC,3.0,@NYJ,-3.5,NE,-3.5,SEA,-2.5,@ARI,-1.5,BYE,,LAC,-5.5,@SF,6.0,PIT,-3.0,@DEN,-1.5,@NE,1.0,MIA,-8.5,0.37335057936791
0.98,64.6,0.6,NO,W,TB,-4.0,@LV,-7.0,GB,-6.0,@DET,-5.0,LAC,-9.5,BYE,,CAR,-12.5,@CHI,-3.5,@TB,0.5,SF,-2.5,ATL,-8.0,@DEN,-4.0,@ATL,-3.5,@PHI,-0.5,KC,-1.5,MIN,-5.0,@CAR,-7.5,0.71589942406951
0.97,67.3,8.7,PHI,L,@WAS,-5.5,LAR,1.5,CIN,-10.0,@SF,4.5,@PIT,2.5,BAL,2.5,NYG,-6.5,DAL,-2.0,BYE,,@NYG,-3.5,@CLE,-0.5,SEA,-2.5,@GB,2.0,NO,0.5,@ARI,0.5,@DAL,3.0,WAS,-10.5,0.33034571522811
0.92,61.3,1.4,TEN,W,@DEN,-3.0,JAX,-9.0,@MIN,3.5,BYE,,BUF,-2.0,HOU,-4.0,PIT,-2.0,@CIN,-3.0,CHI,-4.0,IND,-2.0,@BAL,7.5,@IND,3.5,CLE,-3.5,@JAX,-5.0,DET,-6.0,@GB,3.0,@HOU,1.0,0.39143181742014
0.87,57.6,0.9,LV,W,@CAR,-3.0,NO,7.0,@NE,4.5,BUF,2.0,@KC,10.5,BYE,,TB,3.0,@CLE,4.0,@LAC,3.5,DEN,-3.0,KC,6.5,@ATL,3.5,@NYJ,1.5,IND,2.5,LAC,-2.5,MIA,-3.0,@DEN,3.5,0.063019139151779
0.86,57.4,1.3,LAC,W,@CIN,-3.0,KC,8.5,CAR,-6.5,@TB,7.0,@NO,9.5,BYE,,JAX,-7.5,@DEN,2.5,LV,-3.5,@MIA,-0.5,NYJ,-4.0,@BUF,5.5,NE,-0.5,ATL,-2.5,@LV,2.5,DEN,-3.5,@KC,10.5,0.29091010561373
0.84,55.4,1.1,DET,L,CHI,-2.5,@GB,5.5,@ARI,3.5,NO,5.0,BYE,,@JAX,-3.0,@ATL,4.0,IND,2.5,@MIN,7.0,WAS,-6.5,@CAR,-0.5,HOU,-1.5,@CHI,4.0,GB,2.0,@TEN,6.0,TB,3.5,MIN,2.5,0.092547806145211
0.8,53.1,0.2,MIN,L,GB,-1.5,@IND,3.0,TEN,-3.5,@HOU,-0.5,@SEA,3.0,ATL,-5.5,BYE,,@GB,3.0,DET,-7.0,@CHI,-1.5,DAL,-2.0,CAR,-9.5,JAX,-11.0,@TB,3.5,CHI,-5.0,@NO,5.0,@DET,-2.5,0.43866716578931
0.78,51.3,0.2,ATL,L,SEA,-1.0,@DAL,5.0,CHI,-3.0,@GB,4.5,CAR,-6.5,@MIN,5.5,DET,-4.0,@CAR,-3.0,DEN,-3.5,BYE,,@NO,8.0,LV,-3.5,NO,3.5,@LAC,2.5,TB,2.5,@KC,10.0,@TB,7.0,0.21866627168144
0.76,50.2,0.1,LAR,W,DAL,-1.0,@PHI,-1.5,@BUF,3.5,NYG,-7.0,@WAS,-5.0,@SF,7.0,CHI,-3.5,@MIA,-3.0,BYE,,SEA,-1.0,@TB,5.0,SF,3.0,@ARI,1.5,NE,-3.5,NYJ,-7.0,@SEA,4.0,ARI,-4.0,0.34662410110582
0.75,49.8,0.5,DAL,L,@LAR,1.0,ATL,-5.0,@SEA,2.5,CLE,-5.0,NYG,-8.0,ARI,-6.5,@WAS,-6.5,@PHI,2.0,PIT,-3.5,BYE,,@MIN,2.0,WAS,-11.0,@BAL,6.5,@CIN,-6.5,SF,-0.5,PHI,-3.0,@NYG,-3.5,0.57409149618235
0.73,48.7,1.0,SEA,W,@ATL,1.0,NE,-4.0,DAL,-2.5,@MIA,-4.0,MIN,-3.0,BYE,,@ARI,-1.5,SF,0.5,@BUF,2.5,@LAR,1.0,ARI,-6.5,@PHI,2.5,NYG,-8.0,NYJ,-8.0,@WAS,-6.5,LAR,-4.0,@SF,6.0,0.47337703931649
0.71,46.9,0.2,GB,W,@MIN,1.5,DET,-5.5,@NO,6.0,ATL,-4.5,BYE,,@TB,3.5,@HOU,0.5,MIN,-3.0,@SF,6.5,JAX,-10.5,@IND,3.0,CHI,-5.0,PHI,-2.0,@DET,-2.0,CAR,-9.5,TEN,-3.0,@CHI,-1.0,0.43902073144851
0.68,44.6,0.3,CHI,W,@DET,2.5,NYG,-4.5,@ATL,3.0,IND,0.5,TB,2.0,@CAR,-3.0,@LAR,3.5,NO,3.5,@TEN,4.0,MIN,1.5,BYE,,@GB,5.0,DET,-4.0,HOU,-3.0,@MIN,5.0,@JAX,-1.5,GB,1.0,0.15324766083793
0.65,42.6,0.3,CIN,L,LAC,3.0,@CLE,6.0,@PHI,10.0,JAX,-3.5,@BAL,14.0,@IND,9.5,CLE,3.5,TEN,3.0,BYE,,@PIT,10.0,@WAS,2.0,NYG,1.0,@MIA,3.5,DAL,6.5,PIT,6.0,@HOU,7.0,BAL,9.5,0.037089241662764
0.65,42.4,0.3,CAR,L,LV,3.0,@TB,9.5,@LAC,6.5,ARI,2.0,@ATL,6.5,CHI,3.0,@NO,12.5,ATL,3.0,@KC,14.0,TB,6.5,DET,0.5,@MIN,9.5,BYE,,DEN,2.5,@GB,9.5,@WAS,1.5,NO,7.5,0.0
