EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.8,49.2,0.2,ARI,L,DEN,1.0,SF,-1.0,BYE,,@KC,12.0,OAK,-1.5,@LAC,9.5,@GB,10.5,DET,4.0,@ATL,9.5,LAR,9.5,@SEA,7.0,0.016132755240582
0.79,50.8,2.4,DEN,W,@ARI,-1.0,@KC,10.0,HOU,0.5,BYE,,@LAC,4.0,PIT,3.0,@CIN,3.5,@SF,1.0,CLE,-3.0,@OAK,-1.0,LAC,0.5,0.047939884144541
0.76,47.4,0.0,CHI,L,NE,1.0,NYJ,-7.0,@BUF,-7.0,DET,-3.5,MIN,1.5,@DET,1.5,@NYG,-3.0,LAR,1.5,GB,-2.0,@SF,-3.5,@MIN,4.5,0.36595181183059
0.73,46.0,0.3,WAS,W,DAL,1.5,@NYG,-1.0,ATL,-0.5,@TB,3.0,HOU,-0.5,@DAL,3.0,@PHI,6.5,NYG,-3.5,@JAX,4.0,@TEN,2.0,PHI,3.0,0.05562013612464
0.67,42.2,0.2,NO,W,@BAL,2.5,@MIN,-1.0,LAR,-1.5,@CIN,-3.0,PHI,-3.5,ATL,-6.0,@DAL,-3.0,@TB,-3.5,@CAR,-1.5,PIT,-3.5,CAR,-5.5,0.43869517236811
0.65,34.5,0.1,NYG,L,@ATL,4.0,WAS,1.0,BYE,,@SF,2.0,TB,-0.5,@PHI,7.0,CHI,3.0,@WAS,3.5,TEN,-2.0,@IND,2.5,DAL,0.5,0.027546433975303
0.62,28.3,0.1,BUF,L,@IND,7.0,NE,13.5,CHI,7.0,@NYJ,6.5,BYE,,JAX,6.5,@MIA,5.5,NYJ,3.0,DET,6.0,@NE,17.0,MIA,2.0,0.0
0.61,38.9,0.8,MIA,L,DET,3.0,@HOU,7.5,NYJ,-2.0,@GB,9.5,BYE,,@IND,3.5,BUF,-5.5,NE,8.0,@MIN,9.5,JAX,3.0,@BUF,-2.0,0.11989263760383
0.61,37.4,0.1,CLE,L,@TB,3.5,@PIT,8.0,KC,4.5,ATL,1.5,BYE,,@CIN,4.0,@HOU,6.0,CAR,2.5,@DEN,3.0,CIN,1.0,@BAL,7.0,0.0
0.61,37.7,0.0,NYJ,L,MIN,3.5,@CHI,7.0,@MIA,2.0,BUF,-6.5,BYE,,NE,7.5,@TEN,3.0,@BUF,-3.0,HOU,3.0,GB,3.5,@NE,11.5,0.12828288013484
0.6,36.7,0.0,HOU,W,@JAX,3.5,MIA,-7.5,@DEN,-0.5,BYE,,@WAS,0.5,TEN,-4.0,CLE,-6.0,IND,-6.0,@NYJ,-3.0,@PHI,3.5,JAX,-2.5,0.40980512902999
0.55,29.8,0.0,CIN,L,@KC,6.0,TB,-4.0,BYE,,NO,3.0,@BAL,4.5,CLE,-4.0,DEN,-3.5,@LAC,3.0,OAK,-6.5,@CLE,-1.0,@PIT,4.0,0.29203062674457
0.52,31.4,0.0,CAR,W,@PHI,5.0,BAL,2.0,TB,-4.0,@PIT,3.5,@DET,1.5,SEA,-4.0,@TB,-0.5,@CLE,-2.5,NO,1.5,ATL,-3.0,@NO,5.5,0.19171487683491
0.52,28.3,0.0,TEN,L,@LAC,6.5,BYE,,@DAL,3.5,NE,6.5,@IND,2.0,@HOU,4.0,NYJ,-3.0,JAX,1.5,@NYG,2.0,WAS,-2.0,IND,-3.0,0.11097832297478
0.48,21.9,0.0,SF,L,LAR,8.0,@ARI,1.0,OAK,-3.0,NYG,-2.0,BYE,,@TB,4.0,@SEA,4.5,DEN,-1.0,SEA,1.5,CHI,3.5,@LAR,11.0,0.066607476884288
,,,GB,,BYE,,@LAR,8.5,@NE,5.0,MIA,-9.5,@SEA,-2.0,@MIN,3.5,ARI,-10.5,ATL,-4.0,@CHI,2.0,@NYJ,-3.5,DET,-4.0,0.47260403696639
,,,OAK,,BYE,,IND,3.0,@SF,3.0,LAC,3.5,@ARI,1.5,@BAL,9.5,KC,7.0,PIT,5.0,@CIN,6.5,DEN,1.0,@KC,10.5,0.0
,,,PIT,,BYE,,CLE,-8.0,@BAL,3.0,CAR,-3.5,@JAX,0.5,@DEN,-3.0,LAC,-3.5,@OAK,-5.0,NE,2.0,@NO,3.5,CIN,-4.0,0.40942016432183
,,,SEA,,BYE,,@DET,3.0,LAC,-1.5,@LAR,8.0,GB,2.0,@CAR,4.0,SF,-4.5,MIN,3.0,@SF,-1.5,KC,3.5,ARI,-7.0,0.19951960803607
