EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.81,54.1,0.4,BUF,W,LAR,-1.5,@LV,-2.5,@TEN,2.0,KC,3.0,@NYJ,-7.0,NE,-3.5,SEA,-2.0,@ARI,1.0,BYE,,LAC,-6.0,@SF,3.0,PIT,-2.5,@DEN,-4.0,@NE,1.5,MIA,-10.0,0.3703189897716
0.69,45.9,0.2,LAR,L,@BUF,1.5,NYG,-13.0,@WAS,-6.0,@SF,3.5,CHI,-4.5,@MIA,-4.5,BYE,,SEA,-1.0,@TB,3.5,SF,-1.5,@ARI,2.0,NE,-3.5,NYJ,-10.5,@SEA,4.0,ARI,-3.5,0.44556738823286
0.69,45.2,0.1,CHI,W,@ATL,2.5,IND,2.5,TB,2.5,@CAR,-3.5,@LAR,4.5,NO,3.5,@TEN,4.5,MIN,-3.0,BYE,,@GB,6.5,DET,-5.0,HOU,-3.5,@MIN,3.0,@JAX,-2.5,GB,2.5,0.16411161224748
0.67,43.3,0.2,MIA,W,@JAX,2.5,SEA,6.5,@SF,10.0,NYJ,-3.5,BYE,,LAR,4.5,@ARI,8.0,LAC,3.0,@DEN,3.5,@NYJ,1.0,CIN,-3.5,KC,9.5,NE,4.0,@LV,6.0,@BUF,10.0,0.074521510878496
0.62,41.3,0.1,MIN,L,TEN,3.0,@HOU,3.5,@SEA,7.0,ATL,-3.5,BYE,,@GB,6.5,DET,-5.0,@CHI,3.0,DAL,2.5,CAR,-7.0,JAX,-6.5,@TB,6.5,CHI,-3.0,@NO,7.5,@DET,-1.0,0.26100473438676
0.61,40.1,0.2,NYG,L,SF,3.0,@LAR,13.0,@DAL,9.5,WAS,-3.0,@PHI,6.5,TB,6.5,@WAS,2.5,PHI,3.0,BYE,,@CIN,2.5,@SEA,10.5,ARI,4.0,CLE,3.5,@BAL,14.0,DAL,6.0,0.027750730203205
0.58,38.4,0.1,GB,W,@NO,3.5,ATL,-7.5,BYE,,@TB,3.0,@HOU,-3.0,MIN,-6.5,@SF,3.0,JAX,-10.5,@IND,1.5,CHI,-6.5,PHI,-5.5,@DET,-4.5,CAR,-11.0,TEN,-3.5,@CHI,-2.5,0.5983845480764
0.57,33.2,0.0,DET,W,@ARI,4.5,NO,4.5,BYE,,@JAX,1.0,@ATL,4.0,IND,3.5,@MIN,5.0,WAS,-4.0,@CAR,-0.5,HOU,1.5,@CHI,5.0,GB,4.5,@TEN,8.0,TB,4.5,MIN,1.0,0.046842876688585
0.57,37.8,0.1,KC,W,@BAL,3.5,NE,-7.0,LV,-9.5,@BUF,-3.0,@DEN,-8.0,NYJ,-15.0,CAR,-15.0,BYE,,@LV,-6.0,@TB,-2.0,DEN,-13.5,@MIA,-9.5,@NO,-1.0,ATL,-11.0,LAC,-9.5,1.0
0.56,36.4,0.0,HOU,L,@PIT,3.5,MIN,-3.5,JAX,-7.0,@TEN,6.0,GB,3.0,BYE,,@JAX,-3.0,@CLE,3.0,NE,0.5,@DET,-1.5,IND,1.5,@CHI,3.5,@IND,6.0,CIN,-7.0,TEN,1.5,0.22548676387518
0.5,31.5,0.1,CIN(tie),,@PHI,6.0,JAX,-3.5,@BAL,15.0,@IND,10.0,CLE,3.5,TEN,5.0,BYE,,@PIT,11.0,@WAS,3.0,NYG,-2.5,@MIA,3.5,DAL,6.5,PIT,7.0,@HOU,7.0,BAL,10.5,0.049889986652257
0.49,29.3,0.0,DEN,L,TB,6.0,@NYJ,-2.0,BYE,,@NE,7.0,KC,8.0,LAC,2.5,@ATL,4.0,@LV,5.0,MIA,-3.5,NO,6.5,@KC,13.5,@CAR,-1.5,BUF,4.0,@LAC,6.5,LV,1.0,0.053065706035546
0.49,32.3,0.0,DAL,L,@SEA,5.5,CLE,-4.5,NYG,-9.5,ARI,-3.5,@WAS,-6.5,@PHI,-1.5,PIT,-2.5,BYE,,@MIN,-2.5,WAS,-10.5,@BAL,7.0,@CIN,-6.5,SF,-3.0,PHI,-4.5,@NYG,-6.0,0.59959071441947
0.48,28.8,0.0,CAR,W,@LAC,6.0,ARI,3.5,@ATL,7.0,CHI,3.5,@NO,13.5,ATL,3.0,@KC,15.0,TB,7.0,DET,0.5,@MIN,7.0,BYE,,DEN,1.5,@GB,11.0,@WAS,3.0,NO,9.0,0.0
0.47,16.4,0.0,NYJ,L,@IND,12.5,DEN,2.0,ARI,5.5,@MIA,3.5,BUF,7.0,@KC,15.0,NE,6.0,BYE,,@LAC,8.5,MIA,-1.0,LV,3.5,@SEA,13.5,@LAR,10.5,CLE,4.0,@NE,10.0,0.0068540788045034
0.43,25.5,0.1,WAS,L,@CLE,7.5,BAL,13.0,LAR,6.0,@NYG,3.0,DAL,6.5,BYE,,NYG,-2.5,@DET,4.0,CIN,-3.0,@DAL,10.5,@PIT,11.0,@SF,10.0,SEA,7.0,CAR,-3.0,@PHI,7.0,0.068267827920671
0.42,27.0,0.1,LV,L,@NE,7.0,BUF,2.5,@KC,9.5,BYE,,TB,2.5,@CLE,3.0,@LAC,3.0,DEN,-5.0,KC,6.0,@ATL,1.5,@NYJ,-3.5,IND,1.5,LAC,-3.0,MIA,-6.0,@DEN,-1.0,0.178284556668
