EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.08,73.0,3.6,NE,W,LV,-7.0,@KC,7.0,BYE,,DEN,-7.0,SF,-2.5,@BUF,3.5,@NYJ,-6.0,BAL,3.5,@HOU,-0.5,ARI,-3.0,@LAC,1.0,@LAR,3.5,@MIA,-4.0,BUF,-1.5,NYJ,-10.0,0.33752815322513
1.07,74.5,8.6,CLE,W,WAS,-7.5,@DAL,4.5,IND,0.5,@PIT,6.5,@CIN,-3.5,LV,-3.0,BYE,,HOU,-3.0,PHI,-3.0,@JAX,-3.0,@TEN,4.5,BAL,6.0,@NYG,-3.5,@NYJ,-4.0,PIT,2.0,0.2256830083798
1.03,83.6,43.9,IND,W,NYJ,-12.5,@CHI,-2.5,@CLE,-0.5,CIN,-10.0,BYE,,@DET,-3.5,BAL,3.5,@TEN,3.0,GB,-1.5,TEN,-3.0,@HOU,-1.5,@LV,-1.5,HOU,-6.0,@PIT,3.5,JAX,-10.0,0.36888745662685
1.02,71.2,8.3,LAC,L,CAR,-6.0,@TB,7.5,@NO,7.0,BYE,,JAX,-7.5,@DEN,-2.5,LV,-3.0,@MIA,-3.0,NYJ,-8.5,@BUF,6.0,NE,-1.0,ATL,-3.5,@LV,3.0,DEN,-6.5,@KC,9.5,0.34374058767824
1.01,67.7,1.2,SEA,W,DAL,-5.5,@MIA,-6.5,MIN,-7.0,BYE,,@ARI,-1.0,SF,-3.5,@BUF,2.0,@LAR,1.0,ARI,-4.5,@PHI,-3.0,NYG,-10.5,NYJ,-13.5,@WAS,-7.0,LAR,-4.0,@SF,1.5,0.58118579855632
1.01,70.7,9.0,TB,W,@DEN,-6.0,LAC,-7.5,@CHI,-2.5,GB,-3.0,@LV,-2.5,@NYG,-6.5,NO,-1.0,@CAR,-7.0,LAR,-3.5,KC,2.0,BYE,,MIN,-6.5,@ATL,-3.0,@DET,-4.5,ATL,-7.0,0.52391188423469
1.0,68.5,4.0,PHI(tie),,CIN,-6.0,@SF,6.5,@PIT,6.0,BAL,5.5,NYG,-6.5,DAL,1.5,BYE,,@NYG,-3.0,@CLE,3.0,SEA,3.0,@GB,5.5,NO,3.0,@ARI,4.0,@DAL,4.5,WAS,-7.0,0.16512018610235
0.94,63.6,1.8,PIT,W,HOU,-3.5,BYE,,PHI,-6.0,CLE,-6.5,@TEN,1.5,@BAL,6.5,@DAL,2.5,CIN,-11.0,@JAX,-7.0,BAL,2.0,WAS,-11.0,@BUF,2.5,@CIN,-7.0,IND,-3.5,@CLE,-2.0,0.52219271180975
0.93,62.2,0.2,BAL,L,KC,-3.5,@WAS,-13.0,CIN,-15.0,@PHI,-5.5,BYE,,PIT,-6.5,@IND,-3.5,@NE,-3.5,TEN,-7.5,@PIT,-2.0,DAL,-7.0,@CLE,-6.0,JAX,-15.0,NYG,-14.0,@CIN,-10.5,0.990177940325
0.93,66.8,10.9,ARI,L,DET,-4.5,@CAR,-3.5,@NYJ,-5.5,@DAL,3.5,SEA,1.0,BYE,,MIA,-8.0,BUF,-1.0,@SEA,4.5,@NE,3.0,LAR,-2.0,@NYG,-4.0,PHI,-4.0,SF,-0.5,@LAR,3.5,0.29461080965456
0.92,61.6,0.1,NO,L,GB,-3.5,@DET,-4.5,LAC,-7.0,BYE,,CAR,-13.5,@CHI,-3.5,@TB,1.0,SF,-4.0,ATL,-8.0,@DEN,-6.5,@ATL,-4.0,@PHI,-3.0,KC,1.0,MIN,-7.5,@CAR,-9.0,0.68742118187745
0.89,59.9,1.6,SF,W,@NYG,-3.0,PHI,-6.5,MIA,-10.0,LAR,-3.5,@NE,2.5,@SEA,3.5,GB,-3.0,@NO,4.0,BYE,,@LAR,1.5,BUF,-3.0,WAS,-10.0,@DAL,3.0,@ARI,0.5,SEA,-1.5,0.35818253713558
0.88,58.7,0.8,TEN,W,@MIN,-3.0,BYE,,BUF,-2.0,HOU,-6.0,PIT,-1.5,@CIN,-5.0,CHI,-4.5,IND,-3.0,@BAL,7.5,@IND,3.0,CLE,-4.5,@JAX,-6.0,DET,-8.0,@GB,3.5,@HOU,-1.5,0.41247908924678
0.83,56.7,2.4,JAX,L,MIA,-2.5,@CIN,3.5,@HOU,7.0,DET,-1.0,@LAC,7.5,BYE,,HOU,3.0,@GB,10.5,PIT,7.0,CLE,3.0,@MIN,6.5,TEN,6.0,@BAL,15.0,CHI,2.5,@IND,10.0,0.0049828980083469
0.81,54.8,1.8,ATL,L,CHI,-2.5,@GB,7.5,CAR,-7.0,@MIN,3.5,DET,-4.0,@CAR,-3.0,DEN,-4.0,BYE,,@NO,8.0,LV,-1.5,NO,4.0,@LAC,3.5,TB,3.0,@KC,11.0,@TB,7.0,0.20692967662698
